Year,Plot,Line,Check,Pedigree,Field row,Field column,Rep,Block,DF,DPM,100SdW,TSW,PoM,Area harvested,Plants harvested,Yd,PHI,SdFe,SdZn
2013,4001,MGC_009,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,1,1,1,33,61,16.37209302,68.04,12,1.8,23,386.7906977,73.34476844,NA,NA
2013,4002,MGC_009,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,2,1,1,33,61,16.37209302,54.432,12,1.8,24,309.4325581,73.34476844,NA,NA
2013,4003,MGC_288,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,3,1,1,35,64,22.63953488,226.8,11.5,1.8,44,1296.627907,74.8457951,NA,NA
2013,4004,MGC_288,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,4,1,1,35,64,22.30697674,281.232,12.8,1.8,42,1584.20093,74.8457951,NA,NA
2013,4005,MGC_728,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,5,1,1,32,65,24.66976744,108.864,11.6,1.8,18,621.6781395,74.55142785,NA,NA
2013,4006,MGC_728,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,6,1,1,32,65,24.66976744,117.936,11.6,1.8,24,673.4846512,74.55142785,NA,NA
2013,4007,MGC_588,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,7,1,1,33,59,20.46511628,40.824,12,1.8,13,232.0744186,73.28431373,NA,NA
2013,4008,MGC_588,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,8,1,1,33,59,20.46511628,95.256,12,1.8,17,541.5069767,73.28431373,NA,NA
2013,4009,DOR_390,check,DOR364/G18521//DOR365/LM30630,1,9,1,1,39,66,12.27906977,4.536,12,1.8,5,25.78604651,71.73678533,NA,NA
2013,4010,DOR_390,check,DOR364/G18521//DOR365/LM30630,1,10,1,1,39,66,12.27906977,81.648,12,1.8,20,464.1488372,71.73678533,NA,NA
2013,4011,DOR_390,check,DOR364/G18521//DOR365/LM30630,1,11,1,2,37,65,16.37209302,68.04,12,1.8,19,386.7906977,76.74208145,NA,NA
2013,4012,DOR_390,check,DOR364/G18521//DOR365/LM30630,1,12,1,2,37,65,16.37209302,31.752,12,1.8,22,180.5023256,76.74208145,NA,NA
2013,4013,MGC_791,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,13,1,2,37,61,26.27209302,90.72,13.1,1.8,23,509.2744186,71.18987342,NA,NA
2013,4014,MGC_791,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,14,1,2,37,61,26.27209302,149.688,13.1,1.8,36,840.3027907,71.18987342,NA,NA
2013,4015,MGC_478,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,15,1,2,34,60,18.56511628,72.576,11.3,1.8,23,415.8586047,65.09863429,NA,NA
2013,4016,MGC_478,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,16,1,2,34,60,18.56511628,113.4,11.3,1.8,31,649.7790698,65.09863429,NA,NA
2013,4017,MGC_585,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,17,1,2,36,65,24.55813953,9.072,12,1.8,4,51.57209302,62.44855967,NA,NA
2013,4018,MGC_585,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,18,1,2,36,65,24.55813953,77.112,12,1.8,17,438.3627907,62.44855967,NA,NA
2013,4019,MGC_499,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,19,1,2,34,63,20.46511628,90.72,12,1.8,16,515.7209302,73.70848708,NA,NA
2013,4020,MGC_499,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,1,20,1,2,34,63,20.46511628,13.608,12,1.8,18,77.35813953,73.70848708,NA,NA
2013,4021,MGC_602,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,20,1,2,36,63,20.58139535,95.256,11.5,1.8,28,544.5837209,69.22238372,NA,NA
2013,4022,MGC_602,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,19,1,2,36,63,20.58139535,99.792,11.5,1.8,24,570.5162791,69.22238372,NA,NA
2013,4023,MGC_463,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,18,1,2,37,61,26.60465116,27.216,12,1.8,8,154.7162791,67.83262504,NA,NA
2013,4024,MGC_463,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,17,1,2,37,61,26.60465116,36.288,12,1.8,6,206.2883721,67.83262504,NA,NA
2013,4025,MGC_840,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,16,1,2,37,65,18.41860465,18.144,12,1.8,6,103.144186,73.65921788,NA,NA
2013,4026,MGC_840,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,15,1,2,37,65,18.41860465,140.616,12,1.8,24,799.3674419,73.65921788,NA,NA
2013,4027,SEF_40,check,NA,2,14,1,2,33,60,24.44651163,95.256,12.4,1.2,27,808.5683721,65.05028736,NA,NA
2013,4028,SEF_40,check,NA,2,13,1,2,33,60,24.44651163,95.256,12.4,1.8,15,539.0455814,65.05028736,NA,NA
2013,4029,MGC_422,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,12,1,2,36,59,24.61395349,90.72,11.8,1.8,17,516.8930233,76.65013354,NA,NA
2013,4030,MGC_422,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,8,1,2,36,59,27.90697674,NA,NA,1.8,NA,NA,76.65013354,NA,NA
2013,4031,MGC_237,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,10,1,1,37,59,26.60465116,40.824,12,1.8,10,232.0744186,73.19435671,NA,NA
2013,4032,MGC_237,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,9,1,1,37,59,26.60465116,4.536,12,1.8,3,25.78604651,73.19435671,NA,NA
2013,4033,MGC_814,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,8,1,1,39,64,18.41860465,13.608,12,1.8,7,77.35813953,75.85479105,NA,NA
2013,4034,MGC_814,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,7,1,1,39,64,18.41860465,9.072,12,1.8,2,51.57209302,75.85479105,NA,NA
2013,4035,MGC_155,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,6,1,1,37,59,18.41860465,27.216,12,1.8,12,154.7162791,78.55869621,NA,NA
2013,4036,MGC_155,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,5,1,1,37,59,18.41860465,63.504,12,1.8,22,361.0046512,78.55869621,NA,NA
2013,4037,MGC_702,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,4,1,1,37,62,20.74418605,77.112,10.8,1.8,23,444.3404651,65.18809657,NA,NA
2013,4038,MGC_702,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,3,1,1,37,62,20.74418605,99.792,10.8,1.8,35,575.0288372,65.18809657,NA,NA
2013,4039,MGC_265,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,2,1,1,32,60,20.60465116,77.112,11.4,1.8,23,441.3516279,81.58556089,NA,NA
2013,4040,MGC_265,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,1,1,1,32,60,20.60465116,86.184,11.4,1.8,38,493.2753488,81.58556089,NA,NA
2013,4041,MGC_574,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,1,1,3,39,65,26.60465116,54.432,12,1.8,21,309.4325581,72.03042715,NA,NA
2013,4042,MGC_574,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,2,1,3,39,65,26.60465116,49.896,12,1.8,16,283.6465116,72.03042715,NA,NA
2013,4043,MGC_194,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,3,1,3,39,65,20.69767442,49.896,11,1.2,18,430.3046512,73.1092437,NA,NA
2013,4044,MGC_194,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,4,1,3,39,65,20.69767442,122.472,11,1.8,40,704.1348837,73.1092437,NA,NA
2013,4045,MGC_542,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,5,1,3,38,65,22.51162791,31.752,12,1.8,7,180.5023256,74.22360248,NA,NA
2013,4046,MGC_542,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,6,1,3,38,65,22.51162791,58.968,12,1.8,12,335.2186047,74.22360248,NA,NA
2013,4047,DOR_390,check,DOR364/G18521//DOR365/LM30630,3,7,1,3,39,64,18.41860465,31.752,12,1.8,12,180.5023256,70.6391478,NA,NA
2013,4048,DOR_390,check,DOR364/G18521//DOR365/LM30630,3,8,1,3,39,64,18.41860465,63.504,12,1.8,17,361.0046512,70.6391478,NA,NA
2013,4049,MGC_810,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,9,1,3,38,66,27.90697674,NA,NA,1.8,NA,NA,68.13706184,NA,NA
2013,4050,MGC_810,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,10,1,3,38,66,24.55813953,36.288,12,1.8,11,206.2883721,68.13706184,NA,NA
2013,4051,MGC_714,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,11,1,4,37,65,28.65116279,86.184,12,1.8,13,489.9348837,68.07228916,NA,NA
2013,4052,MGC_714,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,12,1,4,37,65,28.65116279,49.896,12,1.8,14,283.6465116,68.07228916,NA,NA
2013,4053,MGC_461,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,13,1,4,33,63,26.60465116,22.68,12,1.8,18,128.9302326,71.93973635,NA,NA
2013,4054,MGC_461,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,14,1,4,33,63,26.60465116,117.936,12,1.8,29,670.4372093,71.93973635,NA,NA
2013,4055,MGC_465,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,15,1,4,36,66,18.18837209,127.008,13.1,1.8,22,712.984186,73.64397525,NA,NA
2013,4056,MGC_465,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,16,1,4,36,66,18.18837209,131.544,13.1,1.8,21,738.447907,73.64397525,NA,NA
2013,4057,MGC_822,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,17,1,4,35,59,18.62790698,58.968,11,1.8,14,339.027907,72.3729993,NA,NA
2013,4058,MGC_822,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,18,1,4,35,59,18.62790698,190.512,11,1.8,31,1095.32093,72.3729993,NA,NA
2013,4059,MGC_826,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,19,1,4,33,66,24.55813953,58.968,12,1.8,16,335.2186047,59.61008688,NA,NA
2013,4060,MGC_826,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,20,1,4,33,66,24.55813953,36.288,12,1.8,10,206.2883721,59.61008688,NA,NA
2013,4061,MGC_125,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,20,1,4,35,60,28.22790698,163.296,13.3,1.8,36,914.584186,72.79202279,NA,NA
2013,4062,MGC_125,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,19,1,4,35,60,28.22790698,131.544,13.3,1.8,31,736.7483721,72.79202279,NA,NA
2013,4063,MGC_356,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,18,1,4,36,64,22.51162791,95.256,12,1.8,24,541.5069767,68.45708268,NA,NA
2013,4064,MGC_356,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,17,1,4,36,64,22.51162791,40.824,12,1.8,14,232.0744186,68.45708268,NA,NA
2013,4065,DOR_390,check,DOR364/G18521//DOR365/LM30630,4,16,1,4,39,65,20.23255814,86.184,13,1.8,33,484.3674419,66.91056911,NA,NA
2013,4066,DOR_390,check,DOR364/G18521//DOR365/LM30630,4,15,1,4,39,65,20.23255814,113.4,13,1.8,36,637.3255814,66.91056911,NA,NA
2013,4067,MGC_538,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,14,1,4,40,63,24.08372093,176.904,13.7,1.2,39,1479.342558,73.81383557,NA,NA
2013,4068,MGC_538,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,13,1,4,40,63,24.08372093,95.256,13.7,0.6,18,1593.13814,73.81383557,NA,NA
2013,4069,MGC_355,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,12,1,4,35,59,23.25581395,NA,NA,1.8,NA,NA,66.17375231,NA,NA
2013,4070,MGC_355,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,11,1,4,35,59,20.46511628,40.824,12,1.8,22,232.0744186,66.17375231,NA,NA
2013,4071,MGC_516,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,10,1,3,36,61,20.46511628,31.752,12,1.8,12,180.5023256,60.89159068,NA,NA
2013,4072,MGC_516,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,9,1,3,36,61,20.46511628,4.536,12,1.8,4,25.78604651,60.89159068,NA,NA
2013,4073,MGC_897,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,23,4,1,3,35,60,30.23255814,NA,NA,1.8,NA,NA,NA,NA,NA
2013,4074,MGC_897,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,7,1,3,35,60,26.60465116,63.504,12,1.8,10,361.0046512,NA,NA,NA
2013,4075,MGC_885,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,12,1,3,36,60,25.58139535,NA,NA,1.8,NA,NA,68.41004184,NA,NA
2013,4076,MGC_885,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,5,1,3,36,60,22.51162791,31.752,12,1.8,12,180.5023256,68.41004184,NA,NA
2013,4077,TIO_CANELA_75,check,NA,4,4,1,3,37,62,18.48139535,95.256,11.7,1.8,33,543.3530233,72.80174768,NA,NA
2013,4078,TIO_CANELA_75,check,NA,4,3,1,3,37,62,18.48139535,131.544,11.7,1.8,51,750.3446512,72.80174768,NA,NA
2013,4079,MGC_545,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,2,1,3,36,65,22.69069767,122.472,11.3,1.2,32,1052.642093,79.32960894,NA,NA
2013,4080,MGC_545,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,4,1,1,3,36,65,22.69069767,95.256,11.3,0.6,29,1637.443256,79.32960894,NA,NA
2013,4081,MGC_888,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,1,1,5,33,61,20.46511628,22.68,12,1.8,18,128.9302326,58.88030888,NA,NA
2013,4082,MGC_888,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,2,1,5,33,61,20.46511628,90.72,12,1.8,35,515.7209302,58.88030888,NA,NA
2013,4083,DOR_390,check,DOR364/G18521//DOR365/LM30630,5,3,1,5,39,64,18.41860465,95.256,12,1.2,36,812.2604651,75.22669568,NA,NA
2013,4084,DOR_390,check,DOR364/G18521//DOR365/LM30630,5,4,1,5,39,64,18.41860465,58.968,12,0.6,25,1005.655814,75.22669568,NA,NA
2013,4085,MGC_887,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,5,1,5,35,60,18.66976744,72.576,10.8,0.6,26,1254.608372,69.75088968,NA,NA
2013,4086,MGC_887,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,6,1,5,35,60,18.66976744,95.256,10.8,1.2,28,823.3367442,69.75088968,NA,NA
2013,4087,MGC_056,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,7,1,5,36,59,18.41860465,68.04,12,1.2,29,580.1860465,73.16977429,NA,NA
2013,4088,MGC_056,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,8,1,5,36,59,18.41860465,95.256,12,0.6,22,1624.52093,73.16977429,NA,NA
2013,4089,MGC_834,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,20,1,5,37,63,25.58139535,NA,NA,1.8,NA,NA,69.57997454,NA,NA
2013,4090,MGC_834,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,10,1,5,37,63,22.51162791,54.432,12,1.8,24,309.4325581,69.57997454,NA,NA
2013,4091,MGC_345,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,11,1,6,32,60,22.51162791,68.04,12,1.8,13,386.7906977,62.8591208,NA,NA
2013,4092,MGC_345,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,12,1,6,32,60,22.51162791,40.824,12,1.8,5,232.0744186,62.8591208,NA,NA
2013,4093,MGC_567,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,13,1,6,35,63,26.60465116,49.896,12,1.8,11,283.6465116,69.01231465,NA,NA
2013,4094,MGC_567,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,14,1,6,35,63,26.60465116,49.896,12,1.8,19,283.6465116,69.01231465,NA,NA
2013,4095,MGC_616,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,15,1,6,35,63,24.55813953,27.216,12,1.8,14,154.7162791,49.58813839,NA,NA
2013,4096,MGC_616,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,16,1,6,35,63,24.55813953,49.896,12,1.8,11,283.6465116,49.58813839,NA,NA
2013,4097,MGC_330,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,17,1,6,36,67,22.5372093,63.504,11.9,1.8,13,361.4148837,70.03231018,NA,NA
2013,4098,MGC_330,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,18,1,6,36,67,22.5372093,117.936,11.9,1.8,39,671.1990698,70.03231018,NA,NA
2013,4099,MGC_469,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,19,1,6,33,59,22.43488372,158.76,12.3,1.8,36,899.4348837,70.65711531,NA,NA
2013,4100,MGC_469,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,5,20,1,6,33,59,22.43488372,172.368,12.3,1.8,40,976.5293023,70.65711531,NA,NA
2013,4101,MGC_614,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,3,9,1,6,36,67,30.23255814,NA,NA,1.8,NA,NA,77.11864407,NA,NA
2013,4102,MGC_614,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,19,1,6,36,67,26.60465116,40.824,12,1.8,26,232.0744186,77.11864407,NA,NA
2013,4103,MGC_266,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,18,1,6,32,61,24.41860465,99.792,12.5,1.8,24,564.0697674,74.34722858,NA,NA
2013,4104,MGC_266,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,17,1,6,32,61,24.41860465,99.792,12.5,1.8,31,564.0697674,74.34722858,NA,NA
2013,4105,MGC_101,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,16,1,6,37,62,20.81395349,63.504,10.5,1.8,28,367.1581395,70.79521464,NA,NA
2013,4106,MGC_101,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,15,1,6,37,62,20.81395349,117.936,10.5,1.8,34,681.8651163,70.79521464,NA,NA
2013,4107,MGC_224,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,14,1,6,32,61,30.69767442,131.544,12,1.8,27,747.7953488,76.91410805,NA,NA
2013,4108,MGC_224,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,13,1,6,32,61,30.69767442,31.752,12,1.8,19,180.5023256,76.91410805,NA,NA
2013,4109,DOR_390,check,DOR364/G18521//DOR365/LM30630,11,38,1,6,39,64,18.60465116,NA,NA,1.8,NA,NA,71.84604419,NA,NA
2013,4110,DOR_390,check,DOR364/G18521//DOR365/LM30630,6,11,1,6,39,64,16.37209302,81.648,12,1.8,25,464.1488372,71.84604419,NA,NA
2013,4111,MGC_295,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,10,1,5,33,59,26.60465116,117.936,12,1.2,34,1005.655814,75.9959142,NA,NA
2013,4112,MGC_295,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,9,1,5,33,59,26.60465116,22.68,12,1.8,11,128.9302326,75.9959142,NA,NA
2013,4113,MGC_508,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,8,1,5,37,67,24.55813953,22.68,12,1.8,10,128.9302326,69.57163959,NA,NA
2013,4114,MGC_508,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,7,1,5,37,67,24.55813953,49.896,12,1.8,18,283.6465116,69.57163959,NA,NA
2013,4115,MGC_633,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,6,1,5,36,63,26.60465116,86.184,12,1.2,14,734.9023256,74.63392989,NA,NA
2013,4116,MGC_633,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,5,1,5,36,63,26.60465116,45.36,12,1.8,20,257.8604651,74.63392989,NA,NA
2013,4117,MGC_773,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,4,1,5,37,63,22.51162791,86.184,12,1.8,18,489.9348837,69.96003552,NA,NA
2013,4118,MGC_773,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,3,1,5,37,63,22.51162791,68.04,12,1.8,14,386.7906977,69.96003552,NA,NA
2013,4119,MGC_523,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,2,1,5,37,64,18.41860465,77.112,12,1.8,23,438.3627907,70.83583885,NA,NA
2013,4120,MGC_523,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,6,1,1,5,37,64,18.41860465,54.432,12,1.8,18,309.4325581,70.83583885,NA,NA
2013,4121,MGC_115,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,1,1,7,38,63,22.51162791,18.144,12,1.8,10,103.144186,74.67285775,NA,NA
2013,4122,MGC_115,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,2,1,7,38,63,22.51162791,63.504,12,1.8,22,361.0046512,74.67285775,NA,NA
2013,4123,MGC_021,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,3,1,7,37,67,22.5627907,90.72,11.8,0.6,24,1550.67907,65.82524272,NA,NA
2013,4124,MGC_021,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,4,1,7,37,67,22.5627907,108.864,11.8,1.8,30,620.2716279,65.82524272,NA,NA
2013,4125,MGC_309,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,5,1,7,33,60,20.46511628,18.144,12,1.8,7,103.144186,66.36760427,NA,NA
2013,4126,MGC_309,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,6,1,7,33,60,20.46511628,45.36,12,1.8,25,257.8604651,66.36760427,NA,NA
2013,4127,MGC_311,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,7,1,7,41,68,20.27906977,72.576,12.8,1.8,18,408.8260465,73.04678224,NA,NA
2013,4128,MGC_311,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,8,1,7,41,68,20.27906977,108.864,12.8,1.2,33,919.8586047,73.04678224,NA,NA
2013,4129,MGC_464,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,9,1,7,40,67,20.46511628,27.216,12,1.8,10,154.7162791,69.17450366,NA,NA
2013,4130,MGC_464,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,10,1,7,40,67,20.46511628,136.08,12,1.8,29,773.5813953,69.17450366,NA,NA
2013,4131,MGC_737,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,11,1,8,36,59,16.14883721,90.72,13.2,1.8,32,508.6883721,77.42808799,NA,NA
2013,4132,MGC_737,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,12,1,8,36,59,16.14883721,131.544,13.2,1.8,32,737.5981395,77.42808799,NA,NA
2013,4133,MGC_873,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,13,1,8,33,64,22.25581395,86.184,13,1.8,29,484.3674419,73.29027985,NA,NA
2013,4134,MGC_873,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,14,1,8,33,64,22.25581395,176.904,13,1.8,37,994.227907,73.29027985,NA,NA
2013,4135,MGC_426,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,15,1,8,34,64,20.46511628,54.432,12,1.2,32,464.1488372,64.61838576,NA,NA
2013,4136,MGC_426,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,16,1,8,34,64,20.46511628,36.288,12,1.8,17,206.2883721,64.61838576,NA,NA
2013,4137,MGC_777,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,17,1,8,39,60,26.45348837,172.368,12.5,1.8,34,974.3023256,73.04921969,NA,NA
2013,4138,MGC_777,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,7,18,1,8,39,60,26.45348837,172.368,12.5,1.8,35,974.3023256,73.04921969,NA,NA
2013,4139,INB_841,NA,INB108/INB605,7,19,1,8,32,59,24.27906977,113.4,13,1.8,27,637.3255814,72.67573696,NA,NA
2013,4140,INB_841,NA,INB108/INB605,7,20,1,8,32,59,24.27906977,158.76,13,1.2,30,1338.383721,72.67573696,NA,NA
2013,4141,MGC_092,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,8,20,1,8,36,65,30.52325581,54.432,12.5,1.8,25,307.6744186,69.78316624,NA,NA
