Year,Plot,Line,Check,Pedigree,Field row,Field column,Rep,Block,DF,DPM,100SdW,TSW,PoM,Area harvested,Plants harvested,Yd,PHI,SdFe,SdZn
2013,4653,MGC_043,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,37,1,34,33,60,20.86046512,136.08,10.3,1.8,35,788.5255814,73.41834232,NA,NA
2013,4654,MGC_043,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,38,1,34,33,60,20.86046512,185.976,10.3,1.8,51,1077.651628,73.41834232,NA,NA
2013,4655,MGC_709,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,39,1,34,34,61,24.53023256,104.328,12.1,1.8,27,592.4051163,69.78567695,NA,NA
2013,4656,MGC_709,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,40,1,34,34,61,24.53023256,154.224,12.1,1.8,35,875.7293023,69.78567695,NA,NA
2013,4657,MGC_740,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,41,1,34,34,61,27.11860465,140.616,10.3,1.8,29,814.8097674,73.39222615,NA,NA
2013,4658,MGC_740,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,42,1,34,34,61,27.11860465,190.512,10.3,1.8,28,1103.935814,73.39222615,NA,NA
2013,4659,MGC_227,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,43,1,34,39,65,20.55813953,167.832,11.6,1.8,35,958.4204651,75.12520868,NA,NA
2013,4660,MGC_227,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,9,44,1,34,39,65,20.55813953,122.472,11.6,1.8,35,699.387907,75.12520868,NA,NA
2013,4661,MGC_792,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,44,1,34,34,60,22.30697674,213.192,12.8,1.8,47,1200.926512,76.11668186,NA,NA
2013,4662,MGC_792,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,43,1,34,34,60,22.30697674,163.296,12.8,1.8,41,919.8586047,76.11668186,NA,NA
2013,4663,DOR_390,check,DOR364/G18521//DOR365/LM30630,10,42,1,34,39,64,18.14651163,90.72,13.3,1.8,27,508.1023256,75.83201268,NA,NA
2013,4664,DOR_390,check,DOR364/G18521//DOR365/LM30630,10,41,1,34,39,64,18.14651163,149.688,13.3,1.8,32,838.3688372,75.83201268,NA,NA
2013,4665,MGC_117,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,40,1,34,33,62,26.39302326,272.16,12.7,1.8,42,1534.855814,80.00895456,NA,NA
2013,4666,MGC_117,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,39,1,34,33,62,26.42325581,285.768,12.6,1.8,41,1613.444651,80.00895456,NA,NA
2013,4667,MGC_562,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,38,1,34,34,63,20.46511628,213.192,12,1.8,30,1211.944186,76.4084507,NA,NA
2013,4668,MGC_562,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,37,1,34,34,63,20.30232558,235.872,12.7,1.8,30,1330.208372,76.4084507,NA,NA
2013,4669,MGC_159,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,36,1,34,40,62,22.51162791,117.936,12,1.8,30,670.4372093,69.80023502,NA,NA
2013,4670,MGC_159,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,35,1,34,40,62,22.51162791,244.944,12,1.8,42,1392.446512,69.80023502,NA,NA
2013,4671,MGC_500,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,34,1,33,35,66,22.48604651,204.12,12.1,1.8,30,1159.053488,69.61916988,NA,NA
2013,4672,MGC_500,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,33,1,33,35,66,22.48604651,167.832,12.1,1.8,28,952.9995349,69.61916988,NA,NA
2013,4673,MGC_203,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,32,1,33,38,67,28.42325581,131.544,12.7,1.8,19,741.8469767,73.61765967,NA,NA
2013,4674,MGC_203,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,31,1,33,38,67,28.42325581,258.552,12.7,1.8,48,1458.113023,73.61765967,NA,NA
2013,4675,MGC_129,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,30,1,33,34,62,20.18604651,145.152,13.2,1.8,28,813.9013953,75.55240219,NA,NA
2013,4676,MGC_129,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,29,1,33,34,62,20.18604651,213.192,13.2,1.8,47,1195.417674,75.55240219,NA,NA
2013,4677,MGC_427,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,28,1,33,42,66,16.40930233,113.4,11.8,1.8,37,646.1162791,73.58131958,NA,NA
2013,4678,MGC_427,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,27,1,33,42,66,16.40930233,176.904,11.8,1.8,52,1007.941395,73.58131958,NA,NA
2013,4679,MGC_107,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,26,1,33,35,62,22.58837209,204.12,11.7,1.8,30,1164.327907,75.88199513,NA,NA
2013,4680,MGC_107,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,10,25,1,33,35,62,22.20465116,240.408,13.2,1.8,39,1348.024186,75.88199513,NA,NA
2013,4681,MGC_428,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,25,1,35,39,66,18.10465116,72.576,13.5,1.8,24,405.544186,60.52951178,NA,NA
2013,4682,MGC_428,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,26,1,35,39,66,18.10465116,158.76,13.5,1.8,36,887.127907,60.52951178,NA,NA
2013,4683,MGC_749,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,27,1,35,35,60,20.58139535,181.44,11.5,1.8,30,1037.302326,74.59893048,NA,NA
2013,4684,MGC_749,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,28,1,35,35,60,20.44186047,213.192,12.1,1.8,43,1210.566977,74.59893048,NA,NA
2013,4685,MGC_187,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,29,1,35,36,61,24.75348837,158.76,11.3,1.8,33,909.6906977,72.73519164,NA,NA
2013,4686,MGC_187,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,30,1,35,36,61,24.75348837,181.44,11.3,1.8,37,1039.646512,72.73519164,NA,NA
2013,4687,MGC_185,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,31,1,35,33,61,22.79302326,231.336,10.9,1.8,27,1331.526977,73.89277389,NA,NA
2013,4688,MGC_185,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,32,1,35,33,61,22.79302326,163.296,10.9,1.8,25,939.9013953,73.89277389,NA,NA
2013,4689,MGC_723,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,33,1,35,40,64,18.33488372,31.752,12.4,1.8,5,179.6818605,64.1313933,NA,NA
2013,4690,MGC_723,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,34,1,35,40,64,18.33488372,272.16,12.4,1.8,45,1540.130233,64.1313933,NA,NA
2013,4691,MGC_890,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,35,1,36,38,62,22.23023256,86.184,13.1,1.8,18,483.8106977,76.25461655,NA,NA
2013,4692,MGC_890,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,36,1,36,38,62,22.23023256,113.4,13.1,1.8,24,636.5930233,76.25461655,NA,NA
2013,4693,MGC_169,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,37,1,36,40,67,22.51162791,158.76,12,1.8,25,902.5116279,68.09388703,NA,NA
2013,4694,MGC_169,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,2,11,1,36,40,67,25.58139535,NA,NA,1.8,NA,NA,68.09388703,NA,NA
2013,4695,MGC_504,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,39,1,36,37,63,22.61395349,131.544,11.6,1.8,28,751.1944186,78.24630542,NA,NA
2013,4696,MGC_504,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,40,1,36,37,63,22.61395349,181.44,11.6,1.8,43,1036.130233,78.24630542,NA,NA
2013,4697,MGC_486,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,41,1,36,35,65,20.23255814,176.904,13,1.8,33,994.227907,54.48584203,NA,NA
2013,4698,MGC_486,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,11,42,1,36,35,65,20.23255814,231.336,13,1.8,47,1300.144186,54.48584203,NA,NA
2013,4699,DOR_390,check,DOR364/G18521//DOR365/LM30630,11,43,1,36,39,65,15.79534884,154.224,15.1,1.8,33,845.8409302,76.16484917,NA,NA
2013,4700,DOR_390,check,DOR364/G18521//DOR365/LM30630,11,44,1,36,39,65,15.79534884,113.4,15.1,1.8,26,621.9418605,76.16484917,NA,NA
2013,4701,MGC_445,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,44,1,36,40,66,20.1627907,158.76,13.3,1.8,38,889.1790698,68.4596577,NA,NA
2013,4702,MGC_445,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,43,1,36,40,66,20.1627907,213.192,13.3,1.8,38,1194.040465,68.4596577,NA,NA
2013,4703,MGC_865,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,42,1,36,34,64,25.03255814,190.512,10.3,1.8,42,1103.935814,76.58015646,NA,NA
2013,4704,MGC_865,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,41,1,36,34,64,24.94883721,195.048,10.6,1.8,45,1126.44,76.58015646,NA,NA
2013,4705,MGC_554,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,40,1,36,36,62,24.66976744,108.864,11.6,1.8,29,621.6781395,72.44879463,NA,NA
2013,4706,MGC_554,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,39,1,36,36,62,24.66976744,172.368,11.6,1.8,46,984.3237209,72.44879463,NA,NA
2013,4707,MGC_594,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,38,1,36,36,67,22.23023256,204.12,13.1,1.8,32,1145.867442,74.08630559,NA,NA
2013,4708,MGC_594,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,37,1,36,36,67,22.23023256,18.144,13.1,1.8,13,101.8548837,74.08630559,NA,NA
2013,4709,MGC_556,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,36,1,36,32,58,22.61395349,176.904,11.6,1.8,36,1010.226977,67.59124088,NA,NA
2013,4710,MGC_556,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,35,1,36,32,58,22.61395349,267.624,11.6,1.8,41,1528.292093,67.59124088,NA,NA
2013,4711,MGC_769,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,34,1,35,34,62,18.66976744,190.512,10.8,1.8,36,1097.782326,75.74515061,NA,NA
2013,4712,MGC_769,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,33,1,35,34,62,18.62790698,317.52,11,1.8,42,1825.534884,75.74515061,NA,NA
2013,4713,MGC_732,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,32,1,35,38,66,24.78139535,127.008,11.2,1.8,23,728.5730233,70.75856444,NA,NA
2013,4714,MGC_732,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,31,1,35,38,66,24.78139535,285.768,11.2,1.8,43,1639.289302,70.75856444,NA,NA
2013,4715,MGC_294,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,30,1,35,34,65,24.66976744,204.12,11.6,1.8,28,1165.646512,66.58153958,NA,NA
2013,4716,MGC_294,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,29,1,35,34,65,24.53023256,190.512,12.1,1.8,34,1081.783256,66.58153958,NA,NA
2013,4717,DOR_390,check,DOR364/G18521//DOR365/LM30630,12,28,1,35,39,65,18.54418605,90.72,11.4,1.8,27,519.2372093,77.69212238,NA,NA
2013,4718,DOR_390,check,DOR364/G18521//DOR365/LM30630,12,27,1,35,39,65,18.54418605,213.192,11.4,1.8,41,1220.207442,77.69212238,NA,NA
2013,4719,MGC_755,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,26,1,35,33,60,26.66511628,213.192,11.8,1.8,33,1214.698605,70.94808677,NA,NA
2013,4720,MGC_755,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,12,25,1,35,33,60,26.39302326,308.448,12.7,1.8,45,1739.503256,70.94808677,NA,NA
2013,4721,MGC_891,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,25,1,37,35,63,26.42325581,95.256,12.6,1.8,33,537.8148837,66.84210526,NA,NA
2013,4722,MGC_891,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,26,1,37,35,63,26.42325581,158.76,12.6,1.8,35,896.3581395,66.84210526,NA,NA
2013,4723,MGC_787,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,27,1,37,34,61,24.69767442,181.44,11.5,1.8,39,1037.302326,77.13026445,NA,NA
2013,4724,MGC_787,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,28,1,37,34,61,24.50232558,235.872,12.2,1.8,47,1337.826977,77.13026445,NA,NA
2013,4725,MGC_731,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,29,1,37,36,64,24.61395349,199.584,11.8,1.8,27,1137.164651,72.85841101,NA,NA
2013,4726,MGC_731,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,30,1,37,36,64,24.64186047,276.696,11.7,1.8,43,1578.311163,72.85841101,NA,NA
2013,4727,DOR_390,check,DOR364/G18521//DOR365/LM30630,13,31,1,37,39,65,20.20930233,231.336,13.1,1.8,31,1298.649767,73.79261364,NA,NA
2013,4728,DOR_390,check,DOR364/G18521//DOR365/LM30630,13,32,1,37,39,65,20.51162791,190.512,11.8,1.8,28,1085.475349,73.79261364,NA,NA
2013,4729,MGC_089,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,33,1,37,36,61,26.60465116,31.752,12,1.8,25,180.5023256,77.17409588,NA,NA
2013,4730,MGC_089,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,34,1,37,36,61,26.60465116,122.472,12,1.8,47,696.2232558,77.17409588,NA,NA
2013,4731,MGC_839,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,35,1,38,34,61,24.08372093,172.368,13.7,1.8,39,960.9404651,74.05817835,NA,NA
2013,4732,MGC_839,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,36,1,38,34,61,24.08372093,122.472,13.7,1.8,31,682.7734884,74.05817835,NA,NA
2013,4733,MGC_876,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,37,1,38,36,64,26.15116279,303.912,13.5,1.8,22,1698.216279,77.19865804,NA,NA
2013,4734,MGC_876,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,38,1,38,36,64,26.33255814,276.696,12.9,1.8,26,1556.86186,77.19865804,NA,NA
2013,4735,MGC_232,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,39,1,38,40,65,24.13953488,149.688,13.5,1.8,33,836.4348837,76.90324537,NA,NA
2013,4736,MGC_232,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,40,1,38,40,65,24.13953488,149.688,13.5,1.8,29,836.4348837,76.90324537,NA,NA
2013,4737,MGC_881,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,41,1,38,32,58,26.15116279,158.76,13.5,1.8,30,887.127907,79.83421011,NA,NA
2013,4738,MGC_881,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,42,1,38,32,58,26.15116279,331.128,13.5,1.8,26,1850.295349,79.83421011,NA,NA
2013,4739,MGC_325,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,43,1,38,32,60,30.62790698,326.592,12.2,1.8,42,1852.375814,73.18216175,NA,NA
2013,4740,MGC_325,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,13,44,1,38,32,60,30.87209302,367.416,11.5,1.8,44,2100.537209,73.18216175,NA,NA
2013,4741,DOR_390,check,DOR364/G18521//DOR365/LM30630,14,44,1,38,40,65,20.06976744,226.8,13.7,1.8,32,1264.395349,76.82485635,NA,NA
2013,4742,DOR_390,check,DOR364/G18521//DOR365/LM30630,14,43,1,38,40,65,20.04651163,276.696,13.8,1.8,33,1540.774884,76.82485635,NA,NA
2013,4743,MGC_119,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,42,1,38,35,64,26.78604651,172.368,11.4,1.8,24,986.5506977,72.20143885,NA,NA
2013,4744,MGC_119,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,41,1,38,35,64,26.78604651,208.656,11.4,1.8,36,1194.245581,72.20143885,NA,NA
2013,4745,MGC_857,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,40,1,38,34,65,28.94418605,145.152,11.1,1.8,31,833.5925581,63.18984547,NA,NA
2013,4746,MGC_857,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,39,1,38,34,65,28.94418605,217.728,11.1,1.8,34,1250.388837,63.18984547,NA,NA
2013,4747,MGC_621,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,38,1,38,37,66,24.50232558,131.544,12.2,1.8,28,746.095814,72.39713477,NA,NA
2013,4748,MGC_621,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,37,1,38,37,66,24.50232558,181.44,12.2,1.8,40,1029.097674,72.39713477,NA,NA
2013,4749,MGC_830,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,36,1,38,35,64,28.74883721,394.632,11.7,1.8,39,2251.033953,69.65826717,NA,NA
2013,4750,MGC_830,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,35,1,38,35,64,28.74883721,353.808,11.7,1.8,41,2018.168372,69.65826717,NA,NA
2013,4751,MGC_763,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,34,1,37,38,68,24.13953488,235.872,13.5,1.8,34,1318.018605,78.51186658,NA,NA
2013,4752,MGC_763,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,33,1,37,38,68,24.41860465,185.976,12.5,1.8,35,1051.22093,78.51186658,NA,NA
2013,4753,MGC_742,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,32,1,37,33,65,30.55813953,312.984,12.4,1.8,38,1771.149767,72.74635713,NA,NA
2013,4754,MGC_742,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,31,1,37,33,65,30.24418605,362.88,13.3,1.8,50,2032.409302,72.74635713,NA,NA
2013,4755,MGC_735,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,30,1,37,34,67,24.33488372,235.872,12.8,1.8,40,1328.684651,70.59237124,NA,NA
2013,4756,MGC_735,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,29,1,37,34,67,24.3627907,258.552,12.7,1.8,48,1458.113023,70.59237124,NA,NA
2013,4757,MGC_496,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,28,1,37,37,62,26.7255814,235.872,11.6,1.8,38,1346.969302,57.86120592,NA,NA
2013,4758,MGC_496,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,27,1,37,37,62,26.7255814,131.544,11.6,1.8,39,751.1944186,57.86120592,NA,NA
2013,4759,MGC_895,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,26,1,37,34,59,28.58604651,235.872,12.2,1.8,40,1337.826977,76.33667502,NA,NA
2013,4760,MGC_895,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,14,25,1,37,34,59,28.3255814,290.304,13,1.8,46,1631.553488,76.33667502,NA,NA
2013,4761,MGC_712,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,25,1,39,33,58,22.48604651,104.328,12.1,1.8,25,592.4051163,72.43107769,NA,NA
2013,4762,MGC_712,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,26,1,39,33,58,22.48604651,208.656,12.1,1.8,38,1184.810233,72.43107769,NA,NA
2013,4763,DOR_390,check,DOR364/G18521//DOR365/LM30630,15,27,1,39,40,65,19.81395349,104.328,14.8,1.8,31,574.2083721,73.37662338,NA,NA
2013,4764,DOR_390,check,DOR364/G18521//DOR365/LM30630,15,28,1,39,40,65,19.81395349,154.224,14.8,1.8,35,848.8297674,73.37662338,NA,NA
2013,4765,MGC_620,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,29,1,39,32,58,22.5372093,195.048,11.9,1.8,30,1110.06,69.83390693,NA,NA
2013,4766,MGC_620,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,30,1,39,32,58,22.17906977,226.8,13.3,1.8,40,1270.255814,69.83390693,NA,NA
2013,4767,MGC_083,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,31,1,39,34,59,28.81395349,240.408,11.5,1.8,38,1374.425581,69.99612853,NA,NA
2013,4768,MGC_083,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,32,1,39,34,59,28.78139535,249.48,11.6,1.8,48,1424.67907,69.99612853,NA,NA
2013,4769,MGC_210,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,33,1,39,39,66,24.33488372,149.688,12.8,1.8,28,843.2037209,74.13026419,NA,NA
2013,4770,MGC_210,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,34,1,39,39,66,24.33488372,281.232,12.8,1.8,34,1584.20093,74.13026419,NA,NA
2013,4771,MGC_064,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,35,1,40,34,63,26.33255814,254.016,12.9,1.8,44,1429.250233,76.1197198,NA,NA
2013,4772,MGC_064,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,36,1,40,34,63,26.66511628,249.48,11.8,1.8,45,1421.455814,76.1197198,NA,NA
2013,4773,MGC_098,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,37,1,40,34,63,31.11627907,190.512,10.8,1.8,35,1097.782326,67.94680729,NA,NA
2013,4774,MGC_098,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,38,1,40,34,63,30.97674419,303.912,11.2,1.8,42,1743.371163,67.94680729,NA,NA
2013,4775,MGC_348,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,39,1,40,38,63,26.60465116,254.016,12,1.8,43,1444.018605,77.43572395,NA,NA
2013,4776,MGC_348,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,40,1,40,38,63,26.51395349,217.728,12.3,1.8,48,1233.510698,77.43572395,NA,NA
2013,4777,MGC_358,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,41,1,40,33,63,26.7255814,240.408,11.6,1.8,28,1372.872558,67.6879085,NA,NA
2013,4778,MGC_358,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,15,42,1,40,33,63,26.9372093,249.48,10.9,1.8,37,1435.960465,67.6879085,NA,NA
2013,4779,DOR_390,check,DOR364/G18521//DOR365/LM30630,15,43,1,40,39,65,22.25581395,231.336,13,1.8,33,1300.144186,77.35849057,NA,NA
2013,4780,DOR_390,check,DOR364/G18521//DOR365/LM30630,15,44,1,40,39,65,22.40930233,272.16,12.4,1.8,33,1540.130233,77.35849057,NA,NA
2013,4781,MGC_843,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,44,1,40,36,62,26.5744186,276.696,12.1,1.8,40,1571.161395,76.42619312,NA,NA
2013,4782,MGC_843,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,43,1,40,36,62,26.87674419,326.592,11.1,1.8,46,1875.583256,76.42619312,NA,NA
2013,4783,MGC_197,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,42,1,40,32,61,28.97674419,340.2,11,1.8,33,1955.930233,75.5203665,NA,NA
2013,4784,MGC_197,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,41,1,40,32,61,29.0744186,394.632,10.7,1.8,46,2276.526977,75.5203665,NA,NA
2013,4785,MGC_318,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,40,1,40,37,64,22.74186047,190.512,11.1,1.8,38,1094.090233,77.61853737,NA,NA
2013,4786,MGC_318,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,39,1,40,37,64,22.5627907,331.128,11.8,1.8,52,1886.659535,77.61853737,NA,NA
2013,4787,MGC_378,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,38,1,40,36,64,30.31395349,163.296,13.1,1.8,37,916.6939535,74.56180287,NA,NA
2013,4788,MGC_378,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,37,1,40,36,64,30.31395349,294.84,13.1,1.8,45,1655.14186,74.56180287,NA,NA
2013,4789,MGC_439,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,36,1,40,36,68,26.78604651,344.736,11.4,1.8,37,1973.101395,69.61405761,NA,NA
2013,4790,MGC_439,NA,SXB412/INB827//ALB213/SEN56///SCR2/MIB778//SCR9/INB841,16,35,1,40,36,68,26.60465116,367.416,12,1.8,32,2088.669767,69.61405761,NA,NA
