Condition,Trait,Trait_abbrev,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI,Year,Location,Treatment,Nitrogen,Fungicide,Water,p_MI_FDR_dentro_trait,z_R2,z_NMI,MI_advantage
2016__KIE__HN_NF_RF,Straw,Straw,216,0.4100442466335701,0.5329868181331047,0.1311212680014519,0.033767847441564816,0.09735342055988709,10.868798720053967,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.008333333333333333,1.385684682437097,0.9781535068564889,-0.40753117558060803
2016__KIE__HN_NF_RF,Biomass,SDM,216,0.8454640750240388,0.8998011407613807,0.3930305398871523,0.03303474961616411,0.3599957902709882,38.57099164532455,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.005,1.0903567515844068,1.1719175102421269,0.08156075865772006
2016__KIE__HN_NF_RF,Grain,GN,216,0.7580995795085289,0.8555960418676096,0.3410974966893193,0.03386965729183062,0.3072278393974887,31.25813024995663,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.005,0.6924331667098115,0.8085346739254069,0.11610150721559542
2016__KIE__HN_NF_RF,Crude_protein,GP,216,0.1637184186399808,-0.4904011717215017,0.10310942498998733,0.03361320837370234,0.069496216616285,7.8870124529853545,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.005921052631578947,-0.7632648687153653,-0.5197360711947099,0.24352879752065537
2016__KIE__HN_NF_RF,Grain_per_spike,GpS,216,0.2105183709057113,0.4370175877302659,0.08683033532404599,0.034528975030602795,0.0523013602934432,5.230235188753085,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.006999999999999999,0.11634435761797356,-0.08207911765680287,-0.19842347527477644
2016__KIE__HN_NF_RF,Spike_number,SN,216,3.7626678854341795e-4,0.05248335893497183,0.028265243892440207,0.03319071633857605,0,-0.591268333889531,0.705,2016,KIE,HN_NF_RF,HN,NF,RF,0.7737804878048781,-0.5982832658276435,-0.6769486151522218,-0.07866534932457836
2016__KIE__HN_NF_RF,TGW,TGW,216,0.32772022969373155,0.47730027745031495,0.10675492509463624,0.03328545489998408,0.07346947019465216,7.4290119344061205,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.013999999999999999,1.0539284257616979,0.7339261283217994,-0.3200022974398985
2016__KIE__HN_WF_RF,Harvest_Index,HI,216,0.5007643129277315,0.7040450588837684,0.20829461588186918,0.035190506724245604,0.1731041091576236,18.334766839958757,0.005,2016,KIE,HN_WF_RF,HN,WF,RF,0.005,0.09300326291198356,0.05177270941814024,-0.041230553493843324
2016__KIE__HN_WF_RF,Straw,Straw,216,0.05209787797769876,0.15479703259148117,0.04446687084229241,0.03406235166518128,0.010404519177111125,1.0276015174443882,0.13,2016,KIE,HN_WF_RF,HN,WF,RF,0.1625,-0.8146585372016832,-0.9893579296844337,-0.17469939248275046
2016__KIE__HN_WF_RF,Biomass,SDM,216,0.6586315202592935,0.7909072506221793,0.25292582747858966,0.033036675838243386,0.21988915164034628,23.072511831060613,0.005,2016,KIE,HN_WF_RF,HN,WF,RF,0.005,0.1847437170374312,-0.20810595793434145,-0.39284967497177264
2016__KIE__HN_WF_RF,Grain,GN,216,0.5798371857142125,0.7406911251622429,0.24260942663168966,0.03438648385149601,0.20822294278019365,20.618856041803035,0.005,2016,KIE,HN_WF_RF,HN,WF,RF,0.005,-1.0797744580923607,-0.8335832085537149,0.2461912495386458
2016__KIE__HN_WF_RF,Crude_protein,GP,216,0.5730770552319654,-0.748331130401648,0.24052861177182758,0.0338533363123914,0.20667527545943618,23.027677534009015,0.005,2016,KIE,HN_WF_RF,HN,WF,RF,0.005921052631578947,1.4174585987011106,1.7226863269756953,0.3052277282745848
2016__KIE__HN_WF_RF,Grain_per_spike,GpS,216,0.15956087815463008,0.42507412567427566,0.08073534185089522,0.03262920902406342,0.0481061328268318,5.462729662093206,0.005,2016,KIE,HN_WF_RF,HN,WF,RF,0.006999999999999999,-0.29566680291694586,-0.19456955217386707,0.10109725074307879
2016__KIE__HN_WF_RF,Spike_number,SN,216,0.00254463763732718,0.04828111789852224,0.04132963770603644,0.03377823462670743,0.007551403079329007,0.7751551386876111,0.195,2016,KIE,HN_WF_RF,HN,WF,RF,0.36562500000000003,-0.5676133330348394,-0.3392367962119933,0.2283765368228461
2016__KIE__HN_WF_RF,TGW,TGW,216,0.0770467571248887,0.22248538325057451,0.04735304816951077,0.03346897715052332,0.013884071018987448,1.3275218441457297,0.11,2016,KIE,HN_WF_RF,HN,WF,RF,0.154,-0.6036597209453591,-0.5722537019144246,0.03140601903093454
2016__KIE__LN_NF_RF,Harvest_Index,HI,215,0.32292318037233037,0.5611787292617547,0.15174312027271672,0.035049829209002153,0.11669329106371457,10.964726637153847,0.005,2016,KIE,LN_NF_RF,LN,NF,RF,0.005,-1.0595897835737906,-0.9013576088426922,0.1582321747310984
2016__KIE__LN_NF_RF,Straw,Straw,215,0.10528966696157459,0.275539134004685,0.09509654478652967,0.033637436579063706,0.06145910820746596,7.192259347081246,0.005,2016,KIE,LN_NF_RF,LN,NF,RF,0.008333333333333333,-0.4876816421136651,0.165923922157555,0.6536055642712201
2016__KIE__LN_NF_RF,Biomass,SDM,215,0.6170623757518202,0.7550629090294382,0.25699824429618995,0.03447820213442279,0.22252004216176716,21.235854430659824,0.005,2016,KIE,LN_NF_RF,LN,NF,RF,0.005,-0.016749856437153803,-0.18219219183982188,-0.1654423354026681
2016__KIE__LN_NF_RF,Grain,GN,215,0.7129024424881871,0.8237665724842427,0.30924480895525225,0.03458672112993111,0.27465808782532114,26.77659046964916,0.005,2016,KIE,LN_NF_RF,LN,NF,RF,0.005,0.24310277715441192,0.2683253175003439,0.025222540345931965
2016__KIE__LN_NF_RF,Crude_protein,GP,215,0.3587333997441694,-0.5832874495882537,0.1357638866896196,0.03343782106656643,0.10232606562305319,9.749075384969458,0.005,2016,KIE,LN_NF_RF,LN,NF,RF,0.005921052631578947,0.27561328793523693,0.01692301775197672,-0.2586902701832602
2016__KIE__LN_NF_RF,Grain_per_spike,GpS,215,0.17579357934165415,0.40551570914535495,0.07743958846500291,0.03457622138901614,0.04286336707598677,4.594859505467763,0.005,2016,KIE,LN_NF_RF,LN,NF,RF,0.006999999999999999,-0.16441909637548838,-0.3351485796705825,-0.1707294832950941
2016__KIE__LN_NF_RF,Spike_number,SN,215,3.340138700947535e-4,0.0068499601535898,0.02137266024129675,0.03512918349344889,0,-1.3742927135723573,0.945,2016,KIE,LN_NF_RF,LN,NF,RF,0.9664772727272727,-0.5988809007616527,-0.6769486151522218,-0.07806771439056914
2016__KIE__LN_NF_RF,TGW,TGW,215,0.16333077915678254,0.26334371754932506,0.058089984771404715,0.033095502493560205,0.02499448227784451,2.752245039154426,0.01,2016,KIE,LN_NF_RF,LN,NF,RF,0.023333333333333334,-0.03310324879612099,-0.32870083002436806,-0.2955975812282471
2016__QLB__HN_NF_RF,Harvest_Index,HI,220,0.7864897070331639,0.8786575229766205,0.3513070167841766,0.03269238710362401,0.3186146296805526,33.74193090998163,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.005,1.9447970392912324,2.510352347554852,0.5655553082636198
2016__QLB__HN_NF_RF,Straw,Straw,220,0.39429283762633427,0.6052303860523038,0.16006082416011472,0.034227892707038694,0.12583293145307603,11.905017952258742,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.008333333333333333,1.2888587078114147,1.622598261169865,0.3337395533584504
2016__QLB__HN_NF_RF,Biomass,SDM,220,0.77058040188732,0.866932261936291,0.3907876693294645,0.03219969637047633,0.3585879729589882,43.572684180253034,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.005,0.7273813025104519,1.1580507802395112,0.4306694777290594
2016__QLB__HN_NF_RF,Grain,GN,220,0.8524110202914428,0.9174058817894435,0.4430247943608238,0.03214911997439983,0.410875674386424,45.32532273053172,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.005,1.6300367234891968,2.5276613952379305,0.8976246717487337
2016__QLB__HN_NF_RF,Crude_protein,GP,220,0.04187138665872192,-0.240637203248001,0.05507490153118831,0.03232544584264141,0.022749455688546902,2.529946801667704,0.02,2016,QLB,HN_NF_RF,HN,NF,RF,0.02142857142857143,-1.4123648468878542,-1.2838904882776683,0.12847435861018597
2016__QLB__HN_NF_RF,Grain_per_spike,GpS,220,0.4006269715645323,0.6214050252728738,0.14022795520273265,0.03238400685438626,0.10784394834834639,11.139647733751396,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.006999999999999999,1.6534463804298878,1.4072346118666765,-0.24621176856321125
2016__QLB__HN_NF_RF,Spike_number,SN,220,0.11898982213290146,0.3398578858691671,0.0719422458087257,0.032101337902576965,0.039840907906148734,4.130369858057521,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.03214285714285715,1.0794139660676665,1.1048057602758696,0.025391794208203144
2016__QLB__HN_NF_RF,TGW,TGW,220,0.5724979654119337,0.7142807233057032,0.22459606450919872,0.032382817636617385,0.19221324687258134,21.087973825821827,0.005,2016,QLB,HN_NF_RF,HN,NF,RF,0.013999999999999999,2.672530781832124,3.3369249872457876,0.6643942054136636
2016__QLB__HN_WF_RF,Harvest_Index,HI,220,0.40116944458277737,0.6116080535097457,0.17996990368242313,0.03403407558085893,0.1459358281015642,14.713955248431462,0.005,2016,QLB,HN_WF_RF,HN,WF,RF,0.005,-0.5524736921130309,-0.40726889367390307,0.1452047984391278
2016__QLB__HN_WF_RF,Straw,Straw,220,0.00492461766523067,0.13644421654091277,0.039005005532129204,0.03328953477165086,0.005715470760478347,0.6226092440240832,0.265,2016,QLB,HN_WF_RF,HN,WF,RF,0.2839285714285714,-1.1046387481102757,-1.0954634265854752,0.009175321524800495
2016__QLB__HN_WF_RF,Biomass,SDM,220,0.34341539073321925,0.6084524661478731,0.1451616377763313,0.03333900058619732,0.11182263719013397,11.803661316476468,0.005,2016,QLB,HN_WF_RF,HN,WF,RF,0.005,-1.3431689958070157,-1.272540359636618,0.07062863617039761
2016__QLB__HN_WF_RF,Grain,GN,220,0.4444139302339073,0.6544496599291121,0.18150795993540983,0.03320386798395245,0.14830409195145738,16.74571849109946,0.005,2016,QLB,HN_WF_RF,HN,WF,RF,0.005,-2.426093896698381,-1.827410986828254,0.5986829098701272
2016__QLB__HN_WF_RF,Crude_protein,GP,220,0.31035672099459033,-0.5529761133306661,0.13864731994943236,0.03224550702321435,0.106401812926218,11.943579760926838,0.005,2016,QLB,HN_WF_RF,HN,WF,RF,0.005921052631578947,0.017902446646636,0.08354796123077296,0.06564551458413696
2016__QLB__HN_WF_RF,Grain_per_spike,GpS,220,0.11345398827458124,0.32487673486867685,0.05881479151769161,0.03287326781291439,0.025941523704777217,2.6764234797448503,0.015,2016,QLB,HN_WF_RF,HN,WF,RF,0.01909090909090909,-0.6684589514814292,-0.7888892954736786,-0.12043034399224939
2016__QLB__HN_WF_RF,Spike_number,SN,220,0.012522665122926551,0.11021339659534664,0.04371689543274518,0.03311602821768443,0.010600867215060747,1.0996188087826366,0.145,2016,QLB,HN_WF_RF,HN,WF,RF,0.31071428571428567,-0.4264818321387941,-0.20285948073137586,0.22362235140741824
2016__QLB__HN_WF_RF,TGW,TGW,220,3.138282003824044e-4,0.012257202909902346,0.03493020880037172,0.032112701601226666,0.0028175071991450515,0.30735584497118995,0.36,2016,QLB,HN_WF_RF,HN,WF,RF,0.3978947368421053,-1.111059216168955,-0.8148453879898216,0.29621382817913333
2016__QLB__LN_NF_RF,Harvest_Index,HI,220,0.6312213106515278,0.7733307788102309,0.26325621999655197,0.03326556598135279,0.2299906540151992,22.959356508836677,0.005,2016,QLB,LN_NF_RF,LN,NF,RF,0.005,0.9384984882362862,1.0129410178549685,0.07444252961868225
2016__QLB__LN_NF_RF,Straw,Straw,220,0.27391858984569656,0.5495861109076259,0.1393713266169137,0.03332727182640671,0.10604405479050699,10.419945851237987,0.005,2016,QLB,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.548902437496839,1.1748083462806689,0.6259059087838299
2016__QLB__LN_NF_RF,Biomass,SDM,220,0.719860237011746,0.8664814637417377,0.3497550280305593,0.03318034111774698,0.3165746869128123,35.966262057269695,0.005,2016,QLB,LN_NF_RF,LN,NF,RF,0.005,0.48153098759328433,0.7442279857909024,0.2626969981976181
2016__QLB__LN_NF_RF,Grain,GN,220,0.6273843433472026,0.7771580554819878,0.2607484926175938,0.03221645414572771,0.2285320384718661,24.348186538305733,0.005,2016,QLB,LN_NF_RF,LN,NF,RF,0.005,-0.6070811799347638,-0.4967318976413904,0.11034928229337343
2016__QLB__LN_NF_RF,Crude_protein,GP,220,0.2075428519232762,-0.45593616697565126,0.11222416287123901,0.03304280311948654,0.07918135975175247,8.222047912280676,0.005,2016,QLB,LN_NF_RF,LN,NF,RF,0.005921052631578947,-0.5298046175704374,-0.36141612003298834,0.16838849753744906
2016__QLB__LN_NF_RF,Grain_per_spike,GpS,220,0.06323852488916355,0.1590641429481075,0.04392787441881251,0.0318277862951723,0.012100088123640211,1.3281836986542335,0.105,2016,QLB,LN_NF_RF,LN,NF,RF,0.11025,-1.074470515811892,-1.1600322466614268,-0.08556173084953489
2016__QLB__LN_NF_RF,Spike_number,SN,220,0.0642062270496508,0.2773344302756068,0.06339183062033209,0.03386537846325808,0.029526452157074008,3.090129092189656,0.01,2016,QLB,LN_NF_RF,LN,NF,RF,0.05,0.3045422782777689,0.6435254424586887,0.3389831641809198
2016__QLB__LN_NF_RF,TGW,TGW,220,0.49888518894834705,0.6839566557535937,0.2225541407488237,0.03332978767139755,0.18922435307742616,20.191475661220057,0.005,2016,QLB,LN_NF_RF,LN,NF,RF,0.013999999999999999,2.1857634168540576,3.271405030277129,1.0856416134230713
2017__GGE__HN_NF_RF,Harvest_Index,HI,220,0.34670652305977423,0.6035297498633518,0.1715475244649328,0.034115584151036264,0.13743194031389652,14.372519513957396,0.005,2017,GGE,HN_NF_RF,HN,NF,RF,0.005,-0.9054493155625642,-0.5509525619380452,0.35449675362451905
2017__GGE__HN_NF_RF,Straw,Straw,220,0.06122151346433704,0.2097361140068634,0.06534817494304207,0.033453247593535226,0.031894927349506844,3.3495204866805177,0.015,2017,GGE,HN_NF_RF,HN,NF,RF,0.021774193548387097,-0.7585743546553855,-0.5030651395204742,0.2555092151349113
2017__GGE__HN_NF_RF,Biomass,SDM,220,0.5129135474541854,0.7173822148842294,0.2264208500454792,0.031483093968961734,0.19493775607651748,23.503220405812897,0.005,2017,GGE,HN_NF_RF,HN,NF,RF,0.005,-0.5215790954201377,-0.4538724096769587,0.06770668574317901
2017__GGE__HN_NF_RF,Grain,GN,220,0.6180603546501664,0.750568850971752,0.26203614124870683,0.0317871756334226,0.23024896561528424,26.502958041344122,0.005,2017,GGE,HN_NF_RF,HN,NF,RF,0.005,-0.6997762431544505,-0.46825455094995194,0.23152169220449859
2017__GGE__HN_NF_RF,Crude_protein,GP,220,0.28686819846274925,-0.5099384096966691,0.0998417593005005,0.03253892077673986,0.06730283852376065,7.2534152657420785,0.005,2017,GGE,HN_NF_RF,HN,NF,RF,0.005921052631578947,-0.10722492998956382,-0.555590524518789,-0.4483655945292252
2017__GGE__HN_NF_RF,Grain_per_spike,GpS,220,0.16126841894634547,0.37240326152493763,0.0634199885316665,0.0325608320558346,0.0308591564758319,3.3593573748024874,0.005,2017,GGE,HN_NF_RF,HN,NF,RF,0.006999999999999999,-0.28186067107502066,-0.6570283531019125,-0.3751676820268919
2017__GGE__HN_NF_RF,Spike_number,SN,220,0.00688741112947023,0.1624406214253112,0.029785993337899743,0.033012480290939075,0,-0.3497290824339472,0.62,2017,GGE,HN_NF_RF,HN,NF,RF,0.7153846153846153,-0.5061881523683931,-0.6769486151522218,-0.17076046278382873
2017__GGE__HN_NF_RF,TGW,TGW,220,0.08443351552523885,0.252661118092222,0.04624492528228303,0.032955710127525226,0.013289215154757804,1.3361247802278402,0.105,2017,GGE,HN_NF_RF,HN,NF,RF,0.15206896551724136,-0.5548144919646717,-0.5852936201243176,-0.03047912815964593
2017__GGE__HN_WF_RF,Harvest_Index,HI,220,0.2480414149885569,0.5197500324011202,0.13643628436844973,0.0323241991542091,0.10411208521424063,10.95327814472437,0.005,2017,GGE,HN_WF_RF,HN,WF,RF,0.005,-1.5449004698574023,-1.1139325925178347,0.43096787733956754
2017__GGE__HN_WF_RF,Straw,Straw,220,0.05388116122327907,0.250092695378755,0.039675447490970954,0.03297883417266407,0.006696613318306885,0.6808427734365904,0.23,2017,GGE,HN_WF_RF,HN,WF,RF,0.25243902439024396,-0.8036964614783214,-1.07326177512462,-0.26956531364629865
2017__GGE__HN_WF_RF,Biomass,SDM,220,0.4029153693629863,0.6863887120132085,0.20577372507049568,0.03327590044925057,0.1724978246212451,17.32265310812038,0.005,2017,GGE,HN_WF_RF,HN,WF,RF,0.005,-1.05476124871908,-0.6749014225432658,0.37985982617581426
2017__GGE__HN_WF_RF,Grain,GN,220,0.6897158571748899,0.799220119123423,0.3011499383862035,0.03334242570788901,0.2678075126783145,29.271011780670637,0.005,2017,GGE,HN_WF_RF,HN,WF,RF,0.005,0.012591773623495034,0.15470010967197156,0.14210833604847653
2017__GGE__HN_WF_RF,Crude_protein,GP,220,0.4925174593822942,-0.69464846193291,0.19278221670371667,0.033578491952035265,0.1592037247516814,16.803588062791444,0.005,2017,GGE,HN_WF_RF,HN,WF,RF,0.005921052631578947,0.9883038539581368,0.946684002126197,-0.041619851831939836
2017__GGE__HN_WF_RF,Grain_per_spike,GpS,220,0.16978093429296529,0.4458292714537679,0.07696809186814538,0.033534082209540794,0.04343400965860458,4.438948155917189,0.005,2017,GGE,HN_WF_RF,HN,WF,RF,0.006999999999999999,-0.21303367159597497,-0.3198474231579735,-0.10681375156199852
2017__GGE__HN_WF_RF,Spike_number,SN,220,0.037124755087606084,0.17166846046781584,0.04266195250346842,0.032367685309616145,0.010294267193852277,1.084217265106822,0.14,2017,GGE,HN_WF_RF,HN,WF,RF,0.31071428571428567,-0.07850424970520671,-0.21657116447566693,-0.13806691477046024
2017__GGE__HN_WF_RF,TGW,TGW,220,0.023099892862275085,0.08721141871826804,0.020188277444290387,0.03476568093836331,0,-1.4672538532473236,0.935,2017,GGE,HN_WF_RF,HN,WF,RF,0.935,-0.9603854719287019,-0.8766083555285479,0.08377711640015406
2017__GGE__LN_NF_RF,Harvest_Index,HI,220,0.4414432341356897,0.6446109893329878,0.1910618274975573,0.03272569168049555,0.15833613581706174,17.811462721899638,0.005,2017,GGE,LN_NF_RF,LN,NF,RF,0.005,-0.2914582052719446,-0.19775040699411833,0.09370779827782627
2017__GGE__LN_NF_RF,Straw,Straw,220,0.040340249250753066,0.09662859300248504,0.03641602769620367,0.032901807130451245,0.0035142205657524225,0.38804456472655974,0.335,2017,GGE,LN_NF_RF,LN,NF,RF,0.35058139534883725,-0.8869342212532159,-1.145274118427858,-0.25833989717464223
2017__GGE__LN_NF_RF,Biomass,SDM,220,0.5493920737549474,0.6855738942765535,0.21147650672905358,0.031876514779286776,0.1795999919497668,18.32350185894802,0.005,2017,GGE,LN_NF_RF,LN,NF,RF,0.005,-0.3447607195186141,-0.6049464390816002,-0.2601857195629861
2017__GGE__LN_NF_RF,Grain,GN,220,0.6106973364172069,0.7792396161453373,0.24353141385591678,0.034263207868764196,0.2092682059871526,21.993702024228764,0.005,2017,GGE,LN_NF_RF,LN,NF,RF,0.005,-0.7729761860939818,-0.8162462336899393,-0.04327004759595754
2017__GGE__LN_NF_RF,Crude_protein,GP,220,0.38061082825198034,-0.6194789899866452,0.15528273739095505,0.032876749057494645,0.1224059883334604,13.160696010655574,0.005,2017,GGE,LN_NF_RF,LN,NF,RF,0.005921052631578947,0.39215809116913475,0.3451631210087851,-0.04699497016034965
2017__GGE__LN_NF_RF,Grain_per_spike,GpS,220,0.11148890728584099,0.34689484568614304,0.07960188412548372,0.03425375272717194,0.04534813139831178,4.776171995991772,0.005,2017,GGE,LN_NF_RF,LN,NF,RF,0.006999999999999999,-0.6843473960458215,-0.26852234294911853,0.415825053096703
2017__GGE__LN_NF_RF,Spike_number,SN,220,0.0019194615561592171,0.08156517133148883,0.030346209185322656,0.03402853952864208,0,-0.3609255938372533,0.585,2017,GGE,LN_NF_RF,LN,NF,RF,0.7153846153846153,-0.5764559663896665,-0.6769486151522218,-0.10049264876255537
2017__GGE__LN_NF_RF,TGW,TGW,220,0.07981791275985345,0.16009196283168886,0.05647809164602299,0.033996784970329444,0.02248130667569355,2.226005401680085,0.02,2017,GGE,LN_NF_RF,LN,NF,RF,0.04,-0.5853353458683891,-0.38379250225926737,0.20154284360912172
2017__HAN__HN_NF_RF,Harvest_Index,HI,220,0.6377740662130453,0.74233727593921,0.2290521174128873,0.03331506940708043,0.19573704800580688,20.092920355067122,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.005,0.9809670689689991,0.4341841144723095,-0.5467829544966896
2017__HAN__HN_NF_RF,Straw,Straw,220,0.4792638564278312,0.5009156838326863,0.12981844272925727,0.033208619683059375,0.09660982304619789,9.684759540447025,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.008333333333333333,1.811186691715118,0.9613271112482665,-0.8498595804668515
2017__HAN__HN_NF_RF,Biomass,SDM,220,0.8877343868941453,0.8774809396888366,0.4012102593063181,0.032379662469785866,0.36883059683653224,39.230780506334874,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.005,1.2952490170257058,1.2589386572513865,-0.03631035977431929
2017__HAN__HN_NF_RF,Grain,GN,220,0.735212566846482,0.7856172836027792,0.2612282854050382,0.03169007315593655,0.22953821224910162,27.378039440226786,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.005,0.4649003849194848,-0.4800432690085376,-0.9449436539280225
2017__HAN__HN_NF_RF,Crude_protein,GP,220,0.38848275583579417,-0.6290426736840918,0.16901016411956205,0.03396816183954111,0.13504200228002095,14.835941947483393,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.005921052631578947,0.43409319569933685,0.5517200177852762,0.11762682208593939
2017__HAN__HN_NF_RF,Grain_per_spike,GpS,220,0.2032395714673935,0.40599561598755796,0.09175734674807531,0.03267510189961178,0.059082244848463535,6.244485109419468,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.006999999999999999,0.05749243139523754,0.09974288271744845,0.04225045132221091
2017__HAN__HN_NF_RF,Spike_number,SN,220,0.037364217035874885,-0.09259958413866554,0.03945962556586919,0.03337044603316397,0.00608917953270522,0.6022038625373153,0.225,2017,HAN,HN_NF_RF,HN,NF,RF,0.405,-0.07511724518798706,-0.4046299646655874,-0.32951271947760036
2017__HAN__HN_NF_RF,TGW,TGW,220,0.32928870155292894,0.4284972078686825,0.10947175802029915,0.03346745700295518,0.07600430101734398,7.781384677374293,0.005,2017,HAN,HN_NF_RF,HN,NF,RF,0.013999999999999999,1.0643000073080269,0.7894925076608065,-0.2748074996472204
2017__HAN__HN_WF_RF,Harvest_Index,HI,220,0.16465143910074473,0.48019699881101974,0.11697950860550527,0.033518892690412375,0.08346061591509289,8.749325623865122,0.005,2017,HAN,HN_WF_RF,HN,WF,RF,0.005,-2.0853530916656164,-1.4628646266692031,0.6224884649964133
2017__HAN__HN_WF_RF,Straw,Straw,220,0.1754401390182359,0.4175754946101441,0.08473091428337604,0.03251150023669079,0.052219414046685245,5.507865954912696,0.005,2017,HAN,HN_WF_RF,HN,WF,RF,0.008333333333333333,-0.05645750056431736,-0.04315524551870993,0.013302255045607426
2017__HAN__HN_WF_RF,Biomass,SDM,220,0.6550286340320625,0.8358271865121181,0.3487893903021344,0.03218926578626789,0.3166001245158665,37.6039775560088,0.005,2017,HAN,HN_WF_RF,HN,WF,RF,0.005,0.16727984018000308,0.7444785412929973,0.5771987011129942
2017__HAN__HN_WF_RF,Grain,GN,220,0.5815797448507006,0.7365287412023914,0.23299237433590905,0.03369215920494558,0.19930021513096347,20.779275337197028,0.005,2017,HAN,HN_WF_RF,HN,WF,RF,0.005,-1.0624506887733187,-0.9815776122035665,0.08087307656975218
2017__HAN__HN_WF_RF,Crude_protein,GP,220,0.25174469242430003,-0.5059939254943284,0.1336143187841014,0.03317310900858018,0.10044120977552123,10.824004657841515,0.005,2017,HAN,HN_WF_RF,HN,WF,RF,0.005921052631578947,-0.2943338536308496,-0.013888120664279675,0.2804457329665699
2017__HAN__HN_WF_RF,Grain_per_spike,GpS,220,0.11963276674583093,0.33491262967491814,0.05813883864174201,0.03343504962861906,0.02470378901312295,2.766308550524154,0.015,2017,HAN,HN_WF_RF,HN,WF,RF,0.01909090909090909,-0.6185011228837154,-0.8220777970243455,-0.20357667414063008
2017__HAN__HN_WF_RF,Spike_number,SN,220,0.011030387730825259,-0.011829514788726733,0.028651401941765676,0.03247958488910735,0,-0.4216241258106875,0.64,2017,HAN,HN_WF_RF,HN,WF,RF,0.72,-0.44758894458205484,-0.6769486151522218,-0.22935967057016698
2017__HAN__HN_WF_RF,TGW,TGW,220,0.11461002955163165,0.27626829254548835,0.05083567230271297,0.033686345213541996,0.017149327089170975,1.9640696910187503,0.055,2017,HAN,HN_WF_RF,HN,WF,RF,0.0924,-0.3552711120988552,-0.5006755690423703,-0.14540445694351511
2017__HAN__LN_NF_RF,Harvest_Index,HI,220,0.46980758098278264,0.6488327144249787,0.19990615950232615,0.03182906334336683,0.16807709615895933,19.106661492269257,0.005,2017,HAN,LN_NF_RF,LN,NF,RF,0.005,-0.1076281291005301,-0.03316487279068011,0.07446325630984998
2017__HAN__LN_NF_RF,Straw,Straw,220,0.3214920450202874,0.4812845494553794,0.09404951424491761,0.03333131224220892,0.06071820200270869,6.498862919337195,0.005,2017,HAN,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.841342698649027,0.1491584264689249,-0.6921842721801021
2017__HAN__LN_NF_RF,Biomass,SDM,220,0.7938619483887961,0.8405008367941487,0.34813621527534144,0.03265888566608361,0.31547732960925784,33.57481985005196,0.005,2017,HAN,LN_NF_RF,LN,NF,RF,0.005,0.8402313997683777,0.733419227214713,-0.10681217255366471
2017__HAN__LN_NF_RF,Grain,GN,220,0.710615394253732,0.8295419326845597,0.31377344780854177,0.03203560994423533,0.28173783786430645,33.2919917337125,0.005,2017,HAN,LN_NF_RF,LN,NF,RF,0.005,0.22036593270213595,0.3857516725566972,0.16538573985456123
2017__HAN__LN_NF_RF,Crude_protein,GP,220,0.3935372853933715,-0.6268630644134271,0.17655196559503783,0.03412856230505025,0.1424234032899876,14.89695121013922,0.005,2017,HAN,LN_NF_RF,LN,NF,RF,0.005921052631578947,0.46101953910013704,0.6723814299148962,0.2113618908147592
2017__HAN__LN_NF_RF,Grain_per_spike,GpS,220,0.13351479240012634,0.3493325369231896,0.05496889662622117,0.03307943862734374,0.021889457998877426,2.3569402105775508,0.03,2017,HAN,LN_NF_RF,LN,NF,RF,0.03405405405405405,-0.5062595428605221,-0.8975410040106031,-0.391281461150081
2017__HAN__LN_NF_RF,Spike_number,SN,220,7.806624626947777e-4,-0.028812774722837657,0.0349254846603648,0.03354604419827532,0.0013794404620894804,0.14422250758579827,0.425,2017,HAN,LN_NF_RF,LN,NF,RF,0.6375,-0.5925634010015324,-0.6152576495557486,-0.0226942485542162
2017__HAN__LN_NF_RF,TGW,TGW,220,0.07416437692444271,0.11678603427193275,0.06824026539498769,0.03259520314270916,0.03564506225227853,3.7782309960770717,0.005,2017,HAN,LN_NF_RF,LN,NF,RF,0.013999999999999999,-0.6227195728140097,-0.09522798373344009,0.5274915890805696
2017__KAL__HN_NF_RF,Harvest_Index,HI,220,0.3895916933163016,0.661510286651302,0.18394351439667195,0.032735025438520436,0.1512084889581515,16.90864003467898,0.005,2017,KAL,HN_NF_RF,HN,NF,RF,0.005,-0.627509401861026,-0.3181807880563897,0.3093286138046363
