Environment_1,Environment_2,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI,NMI_bins_4,NMI_bins_6,NMI_bins_8,p_MI_FDR,Year_1,Location_1,Treatment_1,Nitrogen_1,Fungicide_1,Water_1,Year_2,Location_2,Treatment_2,Nitrogen_2,Fungicide_2,Water_2,same_year,same_location,same_management,same_nitrogen,same_fungicide,same_water,z_R2,z_NMI,MI_advantage
2015__GGE__HN_WF_RF,2015__HAN__HN_NF_RF,220,0.32083148988505755,0.5434304615610015,0.1354898318607292,0.0327688937634884,0.10272093809724078,10.934103989384875,0.001,0.10581425160455822,0.1354898318607292,0.14531260192410886,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2015,HAN,HN_NF_RF,HN,NF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.839353844462628,-0.8355712337903665,0.0037826106722614883
2016__HAN__HN_NF_RF,2016__KAL__LN_NF_RF,220,0.7474328998057036,0.8014053633715197,0.29675271141103005,0.03310904706640898,0.26364366434462105,27.285243217285768,0.001,0.31753885335178983,0.29675271141103005,0.3031385417761864,0.0010112359550561798,2016,HAN,HN_NF_RF,HN,NF,RF,2016,KAL,LN_NF_RF,LN,NF,RF,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.8414453090972032,1.8451205899128165,0.003675280815613302
2016__KIE__HN_WF_RF,2016__QLB__HN_NF_RF,216,0.12253461206782863,0.31438573929196584,0.06162730163252137,0.033782028504286715,0.027845273128234656,2.858902820347939,0.009,0.04996767903243366,0.06162730163252137,0.0886375764567925,0.009036511156186611,2016,KIE,HN_WF_RF,HN,WF,RF,2016,QLB,HN_NF_RF,HN,NF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-2.0854681090752756,-2.0828691609221544,0.0025989481531212277
2015__QLB__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.240635813390598,0.5443335142753147,0.10653950637259942,0.034195860161425964,0.07234364621117345,7.503269754224684,0.001,0.10690794511661,0.10653950637259942,0.14965510876798208,0.0010112359550561798,2015,QLB,HN_WF_RF,HN,WF,RF,2017,KIE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.3433102231007017,-1.3416039109900009,0.001706312110700825
2015__QLB__LN_NF_RF,2017__GGE__LN_NF_RF,220,0.2829476474832083,0.5015411663276289,0.12184693452988647,0.03355151839352613,0.08829541613636034,9.233871770073764,0.001,0.11411960084867472,0.12184693452988647,0.12774085736820417,0.0010112359550561798,2015,QLB,LN_NF_RF,LN,NF,RF,2017,GGE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-1.0774190976069224,-1.075875258429723,0.0015438391771993576
2016__KAL__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.469202890266564,0.6581473321199349,0.191836451198543,0.033363704001920715,0.1584727471966223,17.42460193605867,0.001,0.18891006404127134,0.191836451198543,0.20292583058749397,0.0010112359550561798,2016,KAL,LN_NF_RF,LN,NF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.09302451928731167,0.09315662394940236,1.3210466209068183e-4
2016__KIE__HN_WF_RF,2017__QLB__HN_NF_RF,216,0.1700719595721234,0.3988056537944009,0.0797237968069671,0.034167586646492734,0.04555621016047437,4.599496835797677,0.002,0.08392461424847744,0.0797237968069671,0.12227996698114472,0.0020142421159715157,2016,KIE,HN_WF_RF,HN,WF,RF,2017,QLB,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.7867394176354179,-1.7878358539456027,-0.0010964363101848562
2016__GGE__HN_NF_RF,2016__GGE__LN_NF_RF,220,0.8032827456484268,0.82714030530307725,0.3173870414721906,0.03318250583138038,0.2842045356408102,30.137286902002607,0.001,0.2916568671645856,0.3173870414721906,0.3100754948377398,0.0010112359550561798,2016,GGE,HN_NF_RF,HN,NF,RF,2016,GGE,LN_NF_RF,LN,NF,RF,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.192410439497194,2.187628828849671,-0.004781610647523138
2017__KIE__LN_NF_RF,2017__QLB__HN_WF_RF,212,0.3190624025737557,0.5573991206471592,0.13595705741147335,0.03449571160894382,0.10146134580252952,10.33217978707147,0.001,0.12680222020222548,0.13595705741147335,0.1500501566723509,0.0010112359550561798,2017,KIE,LN_NF_RF,LN,NF,RF,2017,QLB,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.8504709379752671,-0.8565538435458171,-0.0060829055705500235
2016__KIE__HN_NF_RF,2016__QLB__HN_WF_RF,216,0.31937911268299995,0.5407506638564402,0.13564826063114752,0.03408552974492207,0.10156273088622544,9.987428710521915,0.001,0.15337338177327847,0.13564826063114752,0.15080792437267776,0.0010112359550561798,2016,KIE,HN_NF_RF,HN,NF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.8484807050012507,-0.8548649449592289,-0.0063842399579782105
2015__GGE__HN_WF_RF,2015__KIE__HN_NF_RF,220,0.6499585854639225,0.773869482652722,0.25978035027407864,0.03352015702506372,0.22626019324901492,23.685336038192396,0.001,0.315689710622328,0.25978035027407864,0.2828361655021309,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2015,KIE,HN_NF_RF,HN,NF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1.2289085164272517,1.2223771922302467,-0.006531324197005084
2015__KAL__LN_NF_RF,2016__HAN__HN_WF_RF,220,0.42458102554913457,0.6275437696872024,0.1742642554221265,0.03319212537992454,0.14107213004220198,14.668414914532697,0.001,0.15564216799746639,0.1742642554221265,0.15170707546864995,0.0010112359550561798,2015,KAL,LN_NF_RF,LN,NF,RF,2016,HAN,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.187383033015428,-0.19670729534275078,-0.00932426232732278
2016__KIE__LN_NF_RF,2016__QLB__HN_WF_RF,215,0.3177617706931829,0.5526612572146153,0.13429622520227968,0.03354465374104561,0.10075157146123408,10.132233756591564,0.001,0.12531517936751815,0.13429622520227968,0.13159740997014344,0.0010112359550561798,2016,KIE,LN_NF_RF,LN,NF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.8586442181460499,-0.8683774455798772,-0.009733227433827318
2015__GGE__HN_WF_RF,2017__HAN__HN_NF_RF,220,0.2702232414028488,0.4885638133019278,0.11550889376455747,0.032731112717921146,0.08277778104663633,8.927489663535571,0.001,0.10988479093587879,0.11550889376455747,0.12303188193324933,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2017,HAN,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.1573803360288124,-1.1677894312511752,-0.010409095222362774
2016__KAL__HN_NF_RF,2016__QLB__HN_WF_RF,220,0.21525192902333845,0.47233395130252503,0.09498215732267626,0.0330018185518374,0.06198033877083886,6.669334331763957,0.001,0.09065911144475888,0.09498215732267626,0.11882174034436613,0.0010112359550561798,2016,KAL,HN_NF_RF,HN,NF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.5028246882274534,-1.5142385299133772,-0.011413841685923742
2015__KIE__HN_NF_RF,2017__HAN__HN_WF_RF,220,0.5019751217415479,0.6892557885305669,0.20358711207406585,0.033467860289825374,0.17011925178424048,18.434580203563712,0.001,0.23110125047219846,0.20358711207406585,0.2171577344410668,0.0010112359550561798,2015,KIE,HN_NF_RF,HN,NF,RF,2017,HAN,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.29896797928371954,0.28716706828375516,-0.011800910999964387
2015__HAN__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.40597719806653815,0.6196153564404975,0.16669559574758594,0.03294935523040882,0.13374624051717712,14.809711403709112,0.001,0.1510842967858101,0.16669559574758594,0.17119367498559732,0.0010112359550561798,2015,HAN,HN_WF_RF,HN,WF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.30429105021488995,-0.31874383181614796,-0.014452781601258013
2015__QLB__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.24178091978133825,0.4753843222710439,0.1050359498851578,0.033447774900937796,0.07158817498422,7.438037205774336,0.001,0.09427444305905834,0.1050359498851578,0.14367255827108819,0.0010112359550561798,2015,QLB,HN_WF_RF,HN,WF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-1.3361142781937136,-1.354188743402198,-0.018074465208484325
2015__KAL__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.44889909117313936,0.6381857270781983,0.1837782212952773,0.03447676390268397,0.14930145739259332,14.785851160006805,0.001,0.15342170171787575,0.1837782212952773,0.20746401542120696,0.0010112359550561798,2015,KAL,HN_WF_RF,HN,WF,RF,2017,KIE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.03456626254771883,-0.059621061115904525,-0.025054798568185696
2015__HAN__HN_NF_RF,2016__QLB__HN_WF_RF,220,0.2503661283648256,0.5124166727712256,0.10763105146495966,0.033261237196597404,0.07436981426836226,7.895749417376488,0.001,0.09488900090946556,0.10763105146495966,0.1197751350451151,0.0010112359550561798,2015,HAN,HN_NF_RF,HN,NF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.2821641051081896,-1.3078514866369304,-0.025687381528740838
2016__QLB__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.5163005343590079,0.7008277781847484,0.2074236113797241,0.032742225940180676,0.17468138543954342,19.12470929508821,0.001,0.2163600453493563,0.2074236113797241,0.21047016175589048,0.0010112359550561798,2016,QLB,LN_NF_RF,LN,NF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.38899007749109704,0.3631642544711897,-0.025825823019907324
2016__QLB__HN_WF_RF,2017__KAL__HN_NF_RF,220,0.39607558878942134,0.6367501958154658,0.1616627240857783,0.032364423754900326,0.12929830033087797,13.69942070381252,0.001,0.1646484039967066,0.1616627240857783,0.1653871702516226,0.0010112359550561798,2016,QLB,HN_WF_RF,HN,WF,RF,2017,KAL,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.36651359601921,-0.3928387540672372,-0.026325158048027153
2015__QLB__HN_NF_RF,2016__GGE__HN_WF_RF,220,0.3780860554007338,0.6192220350157498,0.15531488485930461,0.03282549269473515,0.12248939216456947,13.03579711120598,0.001,0.1743751410440907,0.15531488485930461,0.1733131249384754,0.0010112359550561798,2015,QLB,HN_NF_RF,HN,NF,RF,2016,GGE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.4795613374467422,-0.5062632831900538,-0.026701945743311584
2016__GGE__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.4907482692294663,0.6695423834827541,0.19803324170013004,0.03309056914495191,0.16494267255517814,16.59364137053474,0.001,0.18686306501306316,0.19803324170013004,0.18761340697239198,0.0010112359550561798,2016,GGE,HN_NF_RF,HN,NF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.22841749348685378,0.2009342909893483,-0.027483202497505466
2015__QLB__HN_NF_RF,2016__GGE__HN_NF_RF,220,0.4697566741187353,0.6993198582239678,0.1902699343184769,0.033269959445218066,0.15699997487325884,16.818188415186505,0.001,0.19824867476144825,0.1902699343184769,0.20004993189990278,0.0010112359550561798,2015,QLB,HN_NF_RF,HN,NF,RF,2016,GGE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.09650454360891927,0.06862280689644254,-0.027881736712476735
2015__HAN__LN_NF_RF,2016__QLB__HN_WF_RF,220,0.28960315839858947,0.5519753413387579,0.12189050825738357,0.03285430325513516,0.0890362050022484,9.710202168652781,0.001,0.12837005335769622,0.12189050825738357,0.13964082499655095,0.0010112359550561798,2015,HAN,LN_NF_RF,LN,NF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.035595307029716,-1.0635350085334856,-0.027939701503769676
2016__GGE__LN_NF_RF,2017__GGE__HN_NF_RF,220,0.3970572638937214,0.6429069721575765,0.16255981090571783,0.03303379826555859,0.12952601264015923,14.002475168346677,0.001,0.18394952913591756,0.16255981090571783,0.17524774456470874,0.0010112359550561798,2016,GGE,LN_NF_RF,LN,NF,RF,2017,GGE,HN_NF_RF,HN,NF,RF,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,-0.36034466706708124,-0.389045464331961,-0.028700797264879785
2015__KAL__HN_NF_RF,2016__KIE__HN_WF_RF,216,0.3062382529497411,0.5465878374355493,0.12954102207579068,0.034307767130650604,0.09523325494514008,9.751924009991525,0.001,0.12650959700224645,0.12954102207579068,0.13390466618349398,0.0010112359550561798,2015,KAL,HN_NF_RF,HN,NF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.9310589732177615,-0.9603029697756259,-0.02924399655786436
2016__GGE__HN_NF_RF,2017__KAL__HN_WF_RF,220,0.30089571513240215,0.5247572733471203,0.12616251841006124,0.033027854428447925,0.09313466398161331,9.748331010578662,0.001,0.1196849718935309,0.12616251841006124,0.14938836660561233,0.0010112359550561798,2016,GGE,HN_NF_RF,HN,NF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.9646319303752351,-0.9952618333768768,-0.0306299030016417
2016__KIE__HN_NF_RF,2017__KAL__HN_WF_RF,216,0.4865611148162947,0.6612069684087688,0.19649853021473665,0.03333970829321334,0.1631588219215233,18.00003673308979,0.001,0.18613373930753843,0.19649853021473665,0.19297795503754644,0.0010112359550561798,2016,KIE,HN_NF_RF,HN,NF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.2021050628534373,0.17121845209040296,-0.03088661076303434
2016__KIE__LN_NF_RF,2016__QLB__LN_NF_RF,215,0.4322596369759826,0.6259895191866504,0.17645291559684967,0.03393493223173969,0.14251798336510998,15.176041259980682,0.001,0.15298605919610148,0.17645291559684967,0.1781704572089033,0.0010112359550561798,2016,KIE,LN_NF_RF,LN,NF,RF,2016,QLB,LN_NF_RF,LN,NF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.13912999274198387,-0.17262190186616183,-0.03349190912417796
2015__HAN__HN_NF_RF,2016__GGE__HN_WF_RF,220,0.5616218572160425,0.690238528594693,0.2243160200530032,0.03306097199888074,0.19125504805412247,19.476741685768275,0.001,0.19915183377304924,0.2243160200530032,0.22478175538707182,0.0010112359550561798,2015,HAN,HN_NF_RF,HN,NF,RF,2016,GGE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.6737930835945003,0.6392525540903395,-0.034540529504160755
2016__KAL__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.3611419487184929,0.62745538409524515,0.14990082775045957,0.034279552043851476,0.1156212757066081,11.606247105458683,0.001,0.15851934205318077,0.14990082775045957,0.17065918669171587,0.0010112359550561798,2016,KAL,LN_NF_RF,LN,NF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.58603952949029,-0.6206741191387023,-0.03463458964841226
2015__KIE__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.2749146078647779,0.5188497669588737,0.11656232934627332,0.033476996222799815,0.0830853331234735,8.549747228257699,0.001,0.12313868684969273,0.11656232934627332,0.1487432340286964,0.0010112359550561798,2015,KIE,HN_WF_RF,HN,WF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-1.1278993944573397,-1.1626661503015785,-0.03476675584423883
2015__GGE__HN_NF_RF,2017__KIE__LN_NF_RF,212,0.5096285899884999,0.6714479850578027,0.20584862932463358,0.0342885725706091,0.17156005675402447,17.285976004101595,0.001,0.19745254902275675,0.20584862932463358,0.20484247899594654,0.0010112359550561798,2015,GGE,HN_NF_RF,HN,NF,RF,2017,KIE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.34706301769918685,0.3111683650062169,-0.03589465269296993
2017__HAN__HN_WF_RF,2017__KAL__HN_WF_RF,220,0.5107434198485814,0.6911942207671459,0.20533674574950658,0.0334831844751443,0.1718535612743623,17.70758533274527,0.001,0.23407344427306773,0.20533674574950658,0.2259890202669397,0.0010112359550561798,2017,HAN,HN_WF_RF,HN,WF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.3540687023400923,0.31605763817624777,-0.03801106416384453
2016__HAN__LN_NF_RF,2016__KIE__HN_NF_RF,216,0.6259457087579126,0.749930339727789,0.24908712222847748,0.03384132895235282,0.21524579327612467,22.157079039783582,0.001,0.2698499021915244,0.24908712222847748,0.25878613438787407,0.0010112359550561798,2016,HAN,LN_NF_RF,LN,NF,RF,2016,KIE,HN_NF_RF,HN,NF,RF,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.0780095787983712,1.0388965078119754,-0.039113070986395826
2017__GGE__HN_NF_RF,2017__HAN__HN_WF_RF,220,0.5374366132490906,0.7084034418442154,0.2145529058400583,0.03288406536365345,0.18166884047640483,18.99697003822078,0.001,0.25070005890450564,0.2145529058400583,0.236914838853027,0.0010112359550561798,2017,GGE,HN_NF_RF,HN,NF,RF,2017,HAN,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.5218109755951316,0.47956306290930445,-0.042247912685827116
2015__HAN__HN_NF_RF,2017__HAN__HN_WF_RF,220,0.48216301378444326,0.6608611372511454,0.1936449429724483,0.03288167139309374,0.16076327157935455,16.705342657258484,0.001,0.1753976978816725,0.1936449429724483,0.19642241027666882,0.0010112359550561798,2015,HAN,HN_NF_RF,HN,NF,RF,2017,HAN,HN_WF_RF,HN,WF,RF,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.1744670259194966,0.13131276340818862,-0.04315426251130797
2015__KAL__HN_NF_RF,2017__KAL__HN_WF_RF,220,0.3410649552925095,0.5920253799383534,0.14021765494597263,0.03268706989011306,0.10753058505585958,11.776809290016846,0.001,0.13267276752098034,0.14021765494597263,0.14114467391591368,0.0010112359550561798,2015,KAL,HN_NF_RF,HN,NF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.712205045428023,-0.7554509078579801,-0.043245862429957094
2016__QLB__LN_NF_RF,2017__HAN__LN_NF_RF,220,0.3366029531408391,0.5872773479542214,0.13879088942244952,0.032965198727275054,0.10582569069517447,11.167733643907763,0.001,0.14570850611875338,0.13879088942244952,0.15735147998392182,0.0010112359550561798,2016,QLB,LN_NF_RF,LN,NF,RF,2017,HAN,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.7402446423754528,-0.783851473020793,-0.04360683064534021
2015__GGE__HN_WF_RF,2015__QLB__HN_WF_RF,220,0.2788129943406699,0.5182556363861763,0.11724092493091785,0.033268846226729924,0.08397207870418794,8.249071539651236,0.001,0.11318545006435993,0.11724092493091785,0.1368536805976036,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2015,QLB,HN_WF_RF,HN,WF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,-1.1034016058382998,-1.147894516217578,-0.04449291037927816
2016__KIE__LN_NF_RF,2017__GGE__LN_NF_RF,215,0.47592554264768966,0.6066253712960951,0.19253054829551453,0.03420110939062896,0.15832943890488557,15.40278282602928,0.001,0.17704275609282127,0.19253054829551453,0.17839796466075206,0.0010112359550561798,2016,KIE,LN_NF_RF,LN,NF,RF,2017,GGE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.13527023248444123,0.09076935786905425,-0.04450087461538697
2015__GGE__HN_NF_RF,2015__HAN__HN_WF_RF,220,0.5533469460236499,0.7150143973673385,0.22061378527450218,0.033099834934423006,0.18751395034007917,20.144631957872587,0.001,0.2411798803065687,0.22061378527450218,0.21413001745280028,0.0010112359550561798,2015,GGE,HN_NF_RF,HN,NF,RF,2015,HAN,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.6217928454225838,0.5769323940509568,-0.044860451371627086
2016__HAN__HN_NF_RF,2016__HAN__HN_WF_RF,220,0.4839996220881125,0.6751694719462649,0.19425171717681694,0.032908962144720603,0.16134275503209633,16.37704824901115,0.001,0.17803639222366457,0.19425171717681694,0.19403198070442373,0.0010112359550561798,2016,HAN,HN_NF_RF,HN,NF,RF,2016,HAN,HN_WF_RF,HN,WF,RF,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.18600842702928957,0.14096594658474115,-0.04504248044454842
2015__KAL__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.3640566639185589,0.5657449721913864,0.14904240832704477,0.03296997354650791,0.11607243478053686,12.596406167828745,0.001,0.14127663188552445,0.14904240832704477,0.1460859149606849,0.0010112359550561798,2015,KAL,LN_NF_RF,LN,NF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.5677232139332029,-0.6131585961987596,-0.045435382265556656
2015__GGE__LN_NF_RF,2015__HAN__LN_NF_RF,220,0.7465761488587835,0.8336915300654222,0.2933265853215397,0.033060352633513077,0.2602662326880266,26.69309572569892,0.001,0.3182183489514295,0.2933265853215397,0.28629986651188993,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2015,HAN,LN_NF_RF,LN,NF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1.8360614140609863,1.7888584718262086,-0.04720294223477772
2016__KAL__HN_NF_RF,2016__KIE__HN_WF_RF,216,0.2259386046643158,0.4111170649805308,0.09788810205350769,0.03403224378514391,0.06385585826836378,6.802181905158896,0.001,0.07817859025346849,0.09788810205350769,0.1114379870922969,0.0010112359550561798,2016,KAL,HN_NF_RF,HN,NF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.4356687193382984,-1.4829956476962187,-0.047326928357920295
2016__HAN__HN_NF_RF,2017__GGE__LN_NF_RF,220,0.4416969936579908,0.6298822853214473,0.17841350393780026,0.03321423840819677,0.1451992655296035,15.418253030497024,0.001,0.16986651757044824,0.17841350393780026,0.17266208593312923,0.0010112359550561798,2016,HAN,HN_NF_RF,HN,NF,RF,2017,GGE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.07982484930686023,-0.1279564196001607,-0.04813157029330045
2015__GGE__LN_NF_RF,2015__HAN__HN_WF_RF,220,0.665445035435261,0.8023373886387586,0.26283796176428564,0.03328076782092487,0.22955719394336077,23.46348767025511,0.001,0.3256793846627268,0.26283796176428564,0.27711163944794287,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2015,HAN,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.3262266710543862,1.2772994708305356,-0.04892720022385055
2015__GGE__LN_NF_RF,2017__KAL__HN_NF_RF,220,0.6740516442782489,0.7527619841882534,0.26550816164625285,0.03271914898408379,0.23278901266216906,25.049025939960238,0.001,0.28829790024728075,0.26550816164625285,0.2573552988529465,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2017,KAL,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.3803113251711983,1.3311359314550106,-0.04917539371618762
2016__KAL__LN_NF_RF,2017__HAN__HN_WF_RF,220,0.501926832132755,0.7015873731425706,0.2001288470124002,0.032274547364055,0.1678542996483452,17.85993226107604,0.001,0.22123867723021023,0.2001288470124002,0.2043637935511276,0.0010112359550561798,2016,KAL,LN_NF_RF,LN,NF,RF,2017,HAN,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.298664523319048,0.24943691783601882,-0.04922760548302921
2016__KIE__LN_NF_RF,2017__QLB__HN_NF_RF,215,0.3398044924078603,0.6090306455118454,0.14016978756525852,0.03354654155533351,0.10662324600992501,10.790836711465534,0.001,0.13054855281238362,0.14016978756525852,0.14305238386906627,0.0010112359550561798,2016,KIE,LN_NF_RF,LN,NF,RF,2017,QLB,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.7201259002486615,-0.7705655931388171,-0.050439692890155596
2015__HAN__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.3697156158440869,0.5992510032269972,0.15138664522558778,0.03355685644587012,0.11782978877971767,11.930294298265059,0.001,0.15671667764138011,0.15138664522558778,0.18280988913366525,0.0010112359550561798,2015,HAN,LN_NF_RF,LN,NF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.5321618838972492,-0.5838841449959247,-0.051722261098675504
2015__HAN__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.5775175106165105,0.7386441848557377,0.23014471319145927,0.03414054440857648,0.1960041687828828,20.296022718664567,0.001,0.24871208719472626,0.23014471319145927,0.24623813377040787,0.0010112359550561798,2015,HAN,HN_WF_RF,HN,WF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.7736827070000619,0.7183646186460714,-0.05531808835399055
2015__GGE__HN_NF_RF,2016__KAL__LN_NF_RF,220,0.7492060900266996,0.7972467500267663,0.29401846126251585,0.033335605958673346,0.2606828553038425,27.919312548310547,0.001,0.3221791585082272,0.29401846126251585,0.2941520248931631,0.0010112359550561798,2015,GGE,HN_NF_RF,HN,NF,RF,2016,KAL,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.8525881856395727,1.7957986776369812,-0.05678950800259153
2015__GGE__LN_NF_RF,2016__QLB__LN_NF_RF,220,0.3442285239718679,0.5716132376889831,0.14118751343353123,0.033284507545608785,0.10790300588792244,11.650914372287993,0.001,0.12286823364707426,0.14118751343353123,0.13877219473653807,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2016,QLB,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.6923249136688948,-0.7492470266364245,-0.05692211296752969
2015__KAL__HN_WF_RF,2016__QLB__HN_NF_RF,220,0.12890856121692573,0.34246462642917114,0.0594587954491559,0.03284740767542788,0.02661138777372802,2.7263629872517026,0.016,0.05135485444983663,0.0594587954491559,0.08664365962978243,0.01601617795753286,2015,KAL,HN_WF_RF,HN,WF,RF,2016,QLB,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-2.0454136763275934,-2.1034235379100776,-0.05800986158248422
