Environment_1,Environment_2,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI,NMI_bins_4,NMI_bins_6,NMI_bins_8,p_MI_FDR,Year_1,Location_1,Treatment_1,Nitrogen_1,Fungicide_1,Water_1,Year_2,Location_2,Treatment_2,Nitrogen_2,Fungicide_2,Water_2,same_year,same_location,same_management,same_nitrogen,same_fungicide,same_water,z_R2,z_NMI,MI_advantage
2015__GGE__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.5187002482592141,0.6636796546065267,0.22616346499587858,0.034596718612613764,0.19156674638326482,18.926002708878745,0.001,0.18997084587270519,0.22616346499587858,0.2049908840661356,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2017,KIE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.40407008154840957,0.6444449043685058,0.2403748228200962
2016__QLB__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.299177884415061,0.5901422396097468,0.14278265396579198,0.03404151137880994,0.10874114258698205,11.514845415534777,0.001,0.13971433457583957,0.14278265396579198,0.16021020482063736,0.0010112359550561798,2016,QLB,LN_NF_RF,LN,NF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.9754269231387702,-0.7352851317026986,0.24014179143607162
2016__GGE__LN_NF_RF,2017__GGE__LN_NF_RF,220,0.48667859031870275,0.6969238658199175,0.21206242399975817,0.032593075134246835,0.17946934886551133,19.478715099341514,0.001,0.18941184287719962,0.21206242399975817,0.19253500549294728,0.0010112359550561798,2016,GGE,LN_NF_RF,LN,NF,RF,2017,GGE,LN_NF_RF,LN,NF,RF,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2028432887947863,0.4429233705854122,0.2400800817906259
2016__QLB__HN_WF_RF,2017__HAN__LN_NF_RF,220,0.3905745004129764,0.6251398883147473,0.17666092089875288,0.03348220823028286,0.14317871266847002,14.953614439480788,0.001,0.20542280518989942,0.17666092089875288,0.18985281301091747,0.0010112359550561798,2016,QLB,HN_WF_RF,HN,WF,RF,2017,HAN,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.4010828982303175,-0.16161530458495793,0.23946759364535958
2015__GGE__HN_WF_RF,2016__KIE__HN_NF_RF,216,0.4133224568306919,0.625020540849498,0.1853628939885271,0.033647481017058,0.1517154129714691,16.365597619883342,0.001,0.19164915787222436,0.1853628939885271,0.18620885890278144,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2016,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.2581328261216218,-0.019408773305621903,0.2387240528159999
2015__GGE__HN_NF_RF,2016__KIE__HN_NF_RF,216,0.6827723274265141,0.771390466664285,0.28672234469946056,0.03352482135275052,0.25319752334671003,26.624053147247203,0.001,0.30231100415750894,0.28672234469946056,0.277956400366393,0.0010112359550561798,2015,GGE,HN_NF_RF,HN,NF,RF,2016,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.4351128318204178,1.6711061084572703,0.23599327663685243
2015__KAL__HN_WF_RF,2016__QLB__HN_WF_RF,220,0.3963495538582904,0.6091230284622711,0.17807809379326164,0.03293549003750524,0.1451426037557564,16.13186854964599,0.001,0.15934840991714116,0.17807809379326164,0.17166459146741744,0.0010112359550561798,2015,KAL,HN_WF_RF,HN,WF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.3647919764754167,-0.1289003058827911,0.2358916705926256
2015__KAL__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.4687291093506367,0.6802164826921014,0.2057490906421577,0.03353319041594306,0.17221590022621464,17.567244870276713,0.001,0.1870767029274975,0.2057490906421577,0.18684655107127685,0.0010112359550561798,2015,KAL,LN_NF_RF,LN,NF,RF,2017,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.09004724014839169,0.3220935728654636,0.2320463327170719
2015__KIE__HN_WF_RF,2015__QLB__LN_NF_RF,220,0.20423159777961405,0.4431402602232578,0.10542632034437205,0.03299057388387546,0.07243574646049658,7.333951279394094,0.001,0.08884956958866265,0.10542632034437205,0.11784299636479209,0.0010112359550561798,2015,KIE,HN_WF_RF,HN,WF,RF,2015,QLB,LN_NF_RF,LN,NF,RF,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.572077376997565,-1.3400696815428688,0.23200769545469613
2016__GGE__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.30430189132725527,0.5972276558236133,0.14344292842718434,0.03336390682932563,0.1100790215978587,11.60029082222034,0.001,0.15116307475054638,0.14344292842718434,0.17418814713166983,0.0010112359550561798,2016,GGE,HN_NF_RF,HN,NF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.9432272325760965,-0.7129984018591595,0.230228830716937
2015__GGE__HN_WF_RF,2016__GGE__LN_NF_RF,220,0.38622819050610496,0.6086767382496633,0.17385257248257577,0.03320412794361624,0.14064844453895953,14.920863531547953,0.001,0.15478125512718013,0.17385257248257577,0.18422694469983378,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2016,GGE,LN_NF_RF,LN,NF,RF,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,-0.4283954753772544,-0.20376515653395158,0.22463031884330284
2015__GGE__HN_NF_RF,2015__KIE__HN_WF_RF,220,0.4104553911463858,0.6147241960295949,0.18322177795529385,0.0334475308341293,0.14977424712116455,16.27260990025156,0.001,0.1736912423900544,0.18322177795529385,0.1893663049411635,0.0010112359550561798,2015,GGE,HN_NF_RF,HN,NF,RF,2015,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.27614970811251344,-0.05174520921315078,0.22440449889936265
2016__HAN__HN_WF_RF,2017__KAL__HN_NF_RF,220,0.4653038640642516,0.6631207632013434,0.2034753707639691,0.03318553736207392,0.17028983340189519,17.72675292863504,0.001,0.19026836975668243,0.2034753707639691,0.1855114071326955,0.0010112359550561798,2016,HAN,HN_WF_RF,HN,WF,RF,2017,KAL,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.06852271057362061,0.290008660384414,0.22148594981079336
2017__KAL__HN_NF_RF,2017__QLB__HN_NF_RF,220,0.4437721286241558,0.670189278891938,0.19545380160077555,0.03345541759513685,0.1619983840056387,16.8392126198214,0.001,0.1943604218479207,0.19545380160077555,0.18546343071048277,0.0010112359550561798,2017,KAL,HN_NF_RF,HN,NF,RF,2017,QLB,HN_NF_RF,HN,NF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.06678452658065925,0.15188758127079638,0.21867210785145563
2015__KIE__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.23610100658839825,0.46868473991761667,0.11711139390133583,0.033479592164614665,0.08363180173672116,8.77470585602216,0.001,0.12761465036936867,0.11711139390133583,0.14022856590549068,0.0010112359550561798,2015,KIE,HN_NF_RF,HN,NF,RF,2017,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.3718073305977345,-1.1535629367430942,0.21824439385464034
2015__QLB__HN_NF_RF,2016__KAL__HN_NF_RF,220,0.37781679230439064,0.6550649994646771,0.17025885236384436,0.03333633035989065,0.13692252200395372,14.19668867674863,0.001,0.1832693458354676,0.17025885236384436,0.1781154955546978,0.0010112359550561798,2015,QLB,HN_NF_RF,HN,NF,RF,2016,KAL,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.4812534093995657,-0.2658325245698825,0.2154208848296832
2015__KAL__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.22182736836424535,0.48941413702335246,0.11187650164931985,0.03381435401877796,0.0780621476305419,8.331714490456514,0.001,0.09411706176300799,0.11187650164931985,0.13172867990911222,0.0010112359550561798,2015,KAL,HN_WF_RF,HN,WF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.4615040741613485,-1.2463436556102199,0.21516041855112866
2015__KAL__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.2631575567990028,0.540935545412833,0.1275279407382746,0.03388548294986918,0.09364245778840541,9.96335422293942,0.001,0.09894217327976608,0.1275279407382746,0.15251496028820224,0.0010112359550561798,2015,KAL,HN_NF_RF,HN,NF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-1.2017816925757459,-0.9868028746099087,0.21497881796583718
2015__KIE__HN_WF_RF,2015__KIE__LN_NF_RF,220,0.6732411733569217,0.804621808489657,0.2812742929751117,0.03298678718721971,0.248287505787892,26.886774953059238,0.001,0.28833367595014825,0.2812742929751117,0.28594654198446906,0.0010112359550561798,2015,KIE,HN_WF_RF,HN,WF,RF,2015,KIE,LN_NF_RF,LN,NF,RF,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1.3752182577097405,1.5893137834631685,0.21409552575342805
2015__HAN__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.4390058775291385,0.6351266388025577,0.19347958820599484,0.03362171871504901,0.15985786949094583,17.056582607680905,0.001,0.17105928574187926,0.19347958820599484,0.19975771668167572,0.0010112359550561798,2015,HAN,LN_NF_RF,LN,NF,RF,2017,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.096736049487142,0.11623034445991676,0.21296639394705874
2015__KIE__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.6353513030047996,0.7720234640460265,0.26670055354621375,0.03286691078173392,0.23383364276447982,24.996903337823362,0.001,0.2312689392383094,0.26670055354621375,0.2481764616689487,0.0010112359550561798,2015,KIE,LN_NF_RF,LN,NF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.1371151244187485,1.34853764617462,0.2114225217558714
2017__GGE__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.3747668070407488,0.6032795568653747,0.1686380864671701,0.033113263629502815,0.13552482283766729,14.30901057164768,0.001,0.17461432307032998,0.1686380864671701,0.1920765777877727,0.0010112359550561798,2017,GGE,LN_NF_RF,LN,NF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.5004197734175889,-0.2891157538217967,0.2113040195957922
2017__GGE__HN_NF_RF,2017__GGE__HN_WF_RF,220,0.6750844166594008,0.7705786558324834,0.28179724595369987,0.033015546795498465,0.24878169915820142,25.97733450238362,0.001,0.24915777215241838,0.28179724595369987,0.28192838841865914,0.0010112359550561798,2017,GGE,HN_NF_RF,HN,NF,RF,2017,GGE,HN_WF_RF,HN,WF,RF,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1.3868013537103137,1.597546182689865,0.21074482897955127
2016__KAL__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.5804285721234661,0.739515831338787,0.24676181579823947,0.03373887611027953,0.21302293968795993,21.536445437615335,0.001,0.2590080339335267,0.24676181579823947,0.23814650251445255,0.0010112359550561798,2016,KAL,HN_WF_RF,HN,WF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.7919760624422273,1.001867645711278,0.20989158326905077
2015__KAL__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.44731491935888734,0.6923195084485406,0.19685375633129826,0.03407427701184393,0.16277947931945433,16.58369182308328,0.001,0.20586314323469554,0.19685375633129826,0.20365830735021914,0.0010112359550561798,2015,KAL,LN_NF_RF,LN,NF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.04452133151837726,0.164899266258407,0.20942059777678426
2015__GGE__HN_WF_RF,2017__GGE__HN_WF_RF,220,0.6273349678231276,0.7489425964849011,0.2639854963067167,0.03350176377900765,0.23048373252770904,23.66986434030204,0.001,0.2608300644599745,0.2639854963067167,0.24693328422064367,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2017,GGE,HN_WF_RF,HN,WF,RF,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1.0867397996544077,1.2927339869198897,0.20599418726548202
2015__QLB__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.21761673230437392,0.4629979206933276,0.10979810215336874,0.03400822966785316,0.07578987248551558,8.072938749358453,0.001,0.09094287024366045,0.10979810215336874,0.12445669339550629,0.0010112359550561798,2015,QLB,LN_NF_RF,LN,NF,RF,2017,KAL,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.4879640654383384,-1.2841957946120919,0.2037682708262465
2016__GGE__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.5330692914787792,0.7287690970361638,0.22830200305723594,0.03360119265662387,0.19470081040061207,20.561923008992842,0.001,0.2314768342101712,0.22830200305723594,0.2309275410458176,0.0010112359550561798,2016,GGE,HN_WF_RF,HN,WF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.4943663581304306,0.6966529422397378,0.20228658410930722
2015__GGE__LN_NF_RF,2017__HAN__LN_NF_RF,220,0.6953100193886176,0.7855733307788102,0.28884446627199806,0.03301036447796575,0.2558341017940323,28.04971562703881,0.001,0.3234138089686691,0.28884446627199806,0.2924968748647177,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2017,HAN,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.5139007430133347,1.7150269047991353,0.20112616178580067
2016__QLB__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.5357891476301618,0.7139121957816559,0.2287340097425706,0.03310556198225546,0.19562844776031513,20.48273526051899,0.001,0.19756899150112364,0.2287340097425706,0.20323706706877495,0.0010112359550561798,2016,QLB,HN_NF_RF,HN,NF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.5114581630304361,0.7121057620092393,0.20064759897880313
2015__QLB__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.2318560729177524,0.518924629911372,0.11506345410311378,0.03421227553584776,0.08085117856726601,8.47464987727537,0.001,0.10828216705449531,0.11506345410311378,0.1312143527189904,0.0010112359550561798,2015,QLB,LN_NF_RF,LN,NF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-1.3984828509465816,-1.1998832668107027,0.19859958413587897
2017__GGE__HN_NF_RF,2017__HAN__LN_NF_RF,220,0.5000949715690571,0.6691952688729481,0.21544646805642392,0.03343817586221723,0.1820082921942067,19.667382526671997,0.001,0.23927857269589212,0.21544646805642392,0.22979124651882032,0.0010112359550561798,2017,GGE,HN_NF_RF,HN,NF,RF,2017,HAN,LN_NF_RF,LN,NF,RF,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.28715295740670277,0.4852177362153893,0.1980647788086865
2016__KAL__LN_NF_RF,2017__QLB__HN_WF_RF,220,0.16643381963334372,0.43297025295413694,0.08960294851829605,0.03347649052164451,0.05612645799665154,6.073640598571712,0.001,0.08102759793341857,0.08960294851829605,0.12242499877978157,0.0010112359550561798,2016,KAL,LN_NF_RF,LN,NF,RF,2017,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.8096017951184813,-1.6117539691197318,0.1978478259987495
2015__GGE__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.5010418265426062,0.7042415365746197,0.21594474135063094,0.033711668452558366,0.18223307289807256,19.3790186231652,0.001,0.22269143122473406,0.21594474135063094,0.20300016353930816,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2016,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.29310307372747735,0.48896219051983075,0.1958591167923534
2016__KIE__HN_NF_RF,2017__KAL__HN_NF_RF,216,0.7155452709764167,0.7847735743459673,0.2968460385169127,0.03371188009851549,0.2631341584183972,28.15437044702639,0.001,0.3040360180931368,0.2968460385169127,0.2725352481552178,0.0010112359550561798,2016,KIE,HN_NF_RF,HN,NF,RF,2017,KAL,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.641060766555528,1.8366331102236089,0.19557234366808096
2015__GGE__LN_NF_RF,2015__KIE__HN_NF_RF,220,0.7036327761706354,0.8008925804252154,0.29193182459290035,0.03330635587185531,0.258625468721045,26.575907824712104,0.001,0.333604401319582,0.29193182459290035,0.2999806689223023,0.0010112359550561798,2015,GGE,LN_NF_RF,LN,NF,RF,2015,KIE,HN_NF_RF,HN,NF,RF,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.5662016468961133,1.7615262071207691,0.19532456022465583
2015__QLB__HN_NF_RF,2017__GGE__LN_NF_RF,220,0.2796573365367571,0.5473524058536146,0.13147067653435596,0.03306823479870076,0.0984024417356552,10.371710527626085,0.001,0.14735773959228937,0.13147067653435596,0.14949137625133954,0.0010112359550561798,2015,QLB,HN_NF_RF,HN,NF,RF,2017,GGE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-1.0980956884363706,-0.9075098477894745,0.1905858406468961
2016__QLB__HN_WF_RF,2017__GGE__LN_NF_RF,220,0.5133999597971186,0.7157029916095186,0.21960071590662172,0.03307012709628177,0.18653058881033996,19.580391475597075,0.001,0.22554324032871445,0.21960071590662172,0.21563762630924796,0.0010112359550561798,2016,QLB,HN_WF_RF,HN,WF,RF,2017,GGE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.37076262289408474,0.5605513068422812,0.18978868394819642
2015__GGE__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.26000518401265466,0.5041625578289559,0.12378326247657861,0.032852740471471534,0.09093052200510708,9.926794667462751,0.001,0.12995030568297736,0.12378326247657861,0.15463430352958615,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2017,QLB,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.221591468401192,-1.0319789926774103,0.1896124757237816
2015__QLB__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.24645699058756707,0.4719894259279105,0.11918771376410264,0.03338792012980968,0.08579979363429296,8.983505508698748,0.001,0.11155287479338145,0.11918771376410264,0.14158742249903553,0.0010112359550561798,2015,QLB,LN_NF_RF,LN,NF,RF,2017,KIE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.3067294558096154,-1.1174479746789956,0.18928148113061982
2015__KAL__LN_NF_RF,2017__KIE__LN_NF_RF,212,0.4356597583187412,0.6370320645144226,0.19185906008031064,0.03470834687073902,0.15715071320957164,16.15372810083786,0.001,0.18006590301639422,0.19185906008031064,0.1911372373912175,0.0010112359550561798,2015,KAL,LN_NF_RF,LN,NF,RF,2017,KIE,LN_NF_RF,LN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.1177633441428534,0.07113384455467328,0.1888971886975267
2016__HAN__HN_NF_RF,2017__KAL__HN_NF_RF,220,0.7095942517716292,0.7989834500712825,0.2932997613031515,0.03291435418215455,0.26038540712099695,27.338381144607485,0.001,0.29178033063156344,0.2932997613031515,0.2695584051609536,0.0010112359550561798,2016,HAN,HN_NF_RF,HN,NF,RF,2017,KAL,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1.6036640611625936,1.7908437099309054,0.18717964876831172
2015__HAN__HN_WF_RF,2016__HAN__LN_NF_RF,220,0.528617170464661,0.6948332891926767,0.224931931856495,0.032847797276778466,0.19208413457971651,20.613471303781626,0.001,0.23959261410267604,0.224931931856495,0.24674513699692596,0.0010112359550561798,2015,HAN,HN_WF_RF,HN,WF,RF,2016,HAN,LN_NF_RF,LN,NF,RF,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.4663888550827628,0.6530636889258621,0.1866748338430993
2015__GGE__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.35299061332542986,0.6241360573788307,0.16002672387916503,0.03421091603239339,0.12581580784677165,12.626138323376688,0.001,0.1738138196207895,0.16002672387916503,0.15919221589977495,0.0010112359550561798,2015,GGE,HN_NF_RF,HN,NF,RF,2017,KIE,HN_NF_RF,HN,NF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.6372632069417326,-0.4508510022185673,0.18641220472316528
2015__KAL__LN_NF_RF,2015__KIE__HN_WF_RF,220,0.4307496433233952,0.6437691237046597,0.18837994234373837,0.033429841073305266,0.1549501012704331,16.183199842557332,0.001,0.159644970916419,0.18837994234373837,0.19176636920688936,0.0010112359550561798,2015,KAL,LN_NF_RF,LN,NF,RF,2015,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.14861891990349957,0.034475489517090056,0.18309440942058963
2015__KIE__LN_NF_RF,2016__QLB__HN_WF_RF,220,0.3173341485874958,0.547179975544198,0.14529139068679267,0.03330524459985686,0.1119861460869358,12.412913620721781,0.001,0.14237028350058228,0.14529139068679267,0.17536623888495748,0.0010112359550561798,2015,KIE,LN_NF_RF,LN,NF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-0.8613314314376859,-0.6812290356305887,0.1801023958070972
2015__GGE__HN_WF_RF,2016__GGE__HN_WF_RF,220,0.5851023611456948,0.7360306091974103,0.24635606946214833,0.033423911179353866,0.21293215828279446,22.93946022875375,0.001,0.2321367146067197,0.24635606946214833,0.21929022312401467,0.0010112359550561798,2015,GGE,HN_WF_RF,HN,WF,RF,2016,GGE,HN_WF_RF,HN,WF,RF,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.8213465459036827,1.000355385906549,0.17900884000286632
2016__GGE__HN_WF_RF,2017__GGE__HN_NF_RF,220,0.6098586480306106,0.7445450600970344,0.25512846216383395,0.03302121168923005,0.2221072504746039,24.407528945686888,0.001,0.2744367973857813,0.25512846216383395,0.24446652772317218,0.0010112359550561798,2016,GGE,HN_WF_RF,HN,WF,RF,2017,GGE,HN_NF_RF,HN,NF,RF,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0.9769171356462526,1.1531964121174558,0.17627927647120323
2016__HAN__LN_NF_RF,2017__QLB__HN_NF_RF,220,0.3589096419041995,0.6155559186985456,0.1612166049093659,0.03382961431693296,0.12738699059243294,12.877694169736591,0.001,0.14909919445704262,0.1612166049093659,0.16741215415978888,0.0010112359550561798,2016,HAN,LN_NF_RF,LN,NF,RF,2017,QLB,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.6000675333343394,-0.4246778392473968,0.17538969408694255
2016__GGE__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.39374410917635044,0.6069941339884934,0.17375083179811243,0.0333102813725941,0.14044055042551834,14.53627349245045,0.001,0.1684999837792499,0.17375083179811243,0.17776321616443314,0.0010112359550561798,2016,GGE,HN_WF_RF,HN,WF,RF,2017,QLB,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.3811648100750311,-0.2072283097074884,0.1739365003675427
2015__KIE__HN_WF_RF,2016__GGE__HN_WF_RF,220,0.5207312161695146,0.6750240895285214,0.22173348783960475,0.033406527754980396,0.18832696008462435,20.157647956146864,0.001,0.18021623574862933,0.22173348783960475,0.20504593327037138,0.0010112359550561798,2015,KIE,HN_WF_RF,HN,WF,RF,2016,GGE,HN_WF_RF,HN,WF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.4168328547794061,0.5904757177667315,0.17364286298732534
2015__HAN__HN_WF_RF,2015__KIE__HN_WF_RF,220,0.5019605068629545,0.6768543301984076,0.21389965956040574,0.03271077207704953,0.1811888874833562,19.813316276991557,0.001,0.20752534554584462,0.21389965956040574,0.19592489042323039,0.0010112359550561798,2015,HAN,HN_WF_RF,HN,WF,RF,2015,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.29887613815696384,0.47156788351960494,0.1726917453626411
2015__HAN__HN_WF_RF,2016__QLB__HN_WF_RF,220,0.5058255752083349,0.6996309089782096,0.21544353702635755,0.03285836824167782,0.18258516878467973,19.217876492529747,0.001,0.23044955541397757,0.21544353702635755,0.2047028859834321,0.0010112359550561798,2015,HAN,HN_WF_RF,HN,WF,RF,2016,QLB,HN_WF_RF,HN,WF,RF,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.32316455284053053,0.494827493615283,0.17166294077475247
2017__HAN__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.5636233823787103,0.695826337536765,0.23778381074060537,0.033410273752147626,0.20437353698845773,20.90883829642946,0.001,0.2339822022238942,0.23778381074060537,0.23358533411433283,0.0010112359550561798,2017,HAN,LN_NF_RF,LN,NF,RF,2017,KIE,HN_WF_RF,HN,WF,RF,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.6863708361221038,0.8577836891616714,0.17141285303956755
2016__KAL__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.3292430374476451,0.5680530589474989,0.14953662396380546,0.03358580590421018,0.11595081805959528,11.723090439556922,0.001,0.14006438382410025,0.14953662396380546,0.16197523316569112,0.0010112359550561798,2016,KAL,HN_WF_RF,HN,WF,RF,2017,QLB,HN_NF_RF,HN,NF,RF,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.7864949718440224,-0.6151845185594862,0.1713104532845362
2017__KIE__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.6387960308274108,0.7653606517941592,0.26737458640728395,0.03466265594783078,0.23271193045945318,23.984438020918187,0.001,0.2793047580400857,0.26737458640728395,0.26048052937053867,0.0010112359550561798,2017,KIE,HN_WF_RF,HN,WF,RF,2017,KIE,LN_NF_RF,LN,NF,RF,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1.1587620838903963,1.3298518764592244,0.17108979256882817
2016__KIE__HN_WF_RF,2017__HAN__LN_NF_RF,216,0.4816283177207297,0.6808130604079591,0.20708441447559867,0.03378530391927153,0.17329911055632713,18.146194179348132,0.001,0.23705076490576116,0.20708441447559867,0.20879136533522566,0.0010112359550561798,2016,KIE,HN_WF_RF,HN,WF,RF,2017,HAN,LN_NF_RF,LN,NF,RF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.1711069508665762,0.34013796686124737,0.16903101599467116
2015__QLB__HN_NF_RF,2015__QLB__HN_WF_RF,220,0.39630888631974254,0.6422071079605326,0.17449083423244277,0.03342113607391851,0.14106969815852427,14.693052202426964,0.001,0.17782548552765973,0.17449083423244277,0.17353441623038704,0.0010112359550561798,2015,QLB,HN_NF_RF,HN,NF,RF,2015,QLB,HN_WF_RF,HN,WF,RF,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.36504753470935875,-0.19674780628140476,0.168299728427954
