BRISONr,Merito_multicarater,DP_indice_local,n_ambientes,Fracao_ambientes,Entropia_Shannon,Entropia_normalizada,Fracao_quartil_superior,Fracao_quartil_inferior,genotype,RYear,Genotipo,Quadrante,Pareto,Z_merito,Z_estabilidade,Escore_integrado_exploratorio,Rank_exploratorio
BRISONr_87,0.07605301164037033,0.28950272496888063,45,1,1.237842390507598,0.8929145390937256,0.2,0.06666666666666667,BRISONr_87,NA,BRISONr_87,Inferior e instável,FALSE,0.23868613504847666,-0.43694085454170656,-0.1982547194932299,105
BRISONr_101,0.17457430701095708,0.40960261843406315,45,1,1.3179604187903342,0.9507074801383784,0.3333333333333333,0.1111111111111111,BRISONr_101,NA,BRISONr_101,Superior e instável,FALSE,0.5408596638465918,-0.7427037444928393,-0.20184408064624748,106
BRISONr_211,-0.36153742739971517,0.32174332344012707,45,1,0.8918225865584928,0.6433140114903529,0,0.6222222222222222,BRISONr_211,NA,BRISONr_211,Inferior e estável,FALSE,-1.1034424538589676,0.8836110549790165,-0.21983139887995107,107
BRISONr_155,0.14359826517281102,0.374581558911661,45,1,1.2998984157577391,0.9376784990365551,0.3333333333333333,0.1111111111111111,BRISONr_155,NA,BRISONr_155,Superior e instável,FALSE,0.44585340316738953,-0.6737718153886573,-0.22791841222126774,108
BRISONr_41,0.13597608017580792,0.30138275503616374,45,1,1.2939998576642744,0.9334235887816367,0.35555555555555557,0.08888888888888889,BRISONr_41,NA,BRISONr_41,Superior e instável,FALSE,0.4224754874687284,-0.651260525384894,-0.2287850379161656,109
BRISONr_150,-0.25437116730324233,0.29366724740080885,45,1,0.9812079668975191,0.7077919339618965,0.022222222222222223,0.4444444444444444,BRISONr_150,NA,BRISONr_150,Inferior e estável,FALSE,-0.7747540534513169,0.5424801909568544,-0.23227386249446247,110
BRISONr_66,0.12380699631898305,0.2618927919829189,45,1,1.2867907320579774,0.9282233039009615,0.24444444444444444,0.1111111111111111,BRISONr_66,NA,BRISONr_66,Superior e instável,FALSE,0.38515183071588827,-0.6237475782162097,-0.23859574750032148,111
BRISONr_57,0.14571106781340618,0.4495569588957493,45,1,1.3049271123976458,0.9413059368888194,0.4222222222222222,0.15555555555555556,BRISONr_57,NA,BRISONr_57,Superior e instável,FALSE,0.45233355577968676,-0.6929633612899032,-0.24062980551021645,112
BRISONr_56,0.1674314917509006,0.3147730143899679,45,1,1.3231141655735699,0.9544251226014641,0.3111111111111111,0.1111111111111111,BRISONr_56,NA,BRISONr_56,Superior e instável,FALSE,0.5189520175396121,-0.7623725324584815,-0.2434205149188694,113
BRISONr_105,0.03241133643350521,0.25485212367448645,45,1,1.2225358760941498,0.8818732228749371,0.1111111111111111,0.1111111111111111,BRISONr_105,NA,BRISONr_105,Inferior e instável,FALSE,0.10483325633514326,-0.3785249875708134,-0.27369173123567014,114
BRISONr_79,0.10756169668931943,0.2719351752252068,45,1,1.283258024286105,0.9256749939092663,0.2222222222222222,0.08888888888888889,BRISONr_79,NA,BRISONr_79,Superior e instável,FALSE,0.33532605957662953,-0.61026533257396,-0.27493927299733045,115
BRISONr_202,0.12043199721182649,0.4284339262502281,45,1,1.2939998576642744,0.9334235887816367,0.26666666666666666,0.08888888888888889,BRISONr_202,NA,BRISONr_202,Superior e instável,FALSE,0.3748004098777447,-0.651260525384894,-0.2764601155071493,116
BRISONr_193,0.025500752453415546,0.26640941907376736,45,1,1.2189766825023505,0.8793058074027108,0.15555555555555556,0.08888888888888889,BRISONr_193,NA,BRISONr_193,Inferior e instável,FALSE,0.08363788390865728,-0.36494166129768557,-0.2813037773890283,117
BRISONr_159,-0.23525476665527417,0.24596593334913255,45,1,1.010525350663527,0.7289399560474256,0.022222222222222223,0.5111111111111111,BRISONr_159,NA,BRISONr_159,Inferior e estável,FALSE,-0.7161223614908429,0.4305931640511693,-0.28552919743967353,118
BRISONr_93,0.061589388897151036,0.2802335899086467,45,1,1.2499130695694007,0.9016216935050382,0.2,0.08888888888888889,BRISONr_93,NA,BRISONr_93,Inferior e instável,FALSE,0.19432492453978847,-0.4830074614305423,-0.28868253689075385,119
BRISONr_179,0.11487013546232297,0.28824824814034133,45,1,1.2939998576642744,0.9334235887816367,0.26666666666666666,0.08888888888888889,BRISONr_179,NA,BRISONr_179,Superior e instável,FALSE,0.35774168785005517,-0.651260525384894,-0.2935188375348388,120
BRISONr_18,0.11671995615470747,0.3376530496859036,45,1,1.2970710925907123,0.935639016480525,0.3111111111111111,0.08888888888888889,BRISONr_18,NA,BRISONr_18,Superior e instável,FALSE,0.3634152515619314,-0.6629816034862234,-0.299566351924292,121
BRISONr_38,0.08159349827954511,0.3260994102708631,45,1,1.2709857536082898,0.9168224218856008,0.13333333333333333,0.15555555555555556,BRISONr_38,NA,BRISONr_38,Superior e instável,FALSE,0.25567929772179326,-0.5634293703175113,-0.307750072595718,122
BRISONr_15,0.12257511919776586,0.2861499683963539,45,1,1.3048400678132839,0.9412431474937217,0.28888888888888886,0.1111111111111111,BRISONr_15,NA,BRISONr_15,Superior e instável,FALSE,0.3813735546044782,-0.6926311638527023,-0.3112576092482241,123
BRISONr_212,-0.5659084416115829,0.40167776407657824,44,0.9777777777777777,0.7519304663146794,0.5424031774227569,0.045454545454545456,0.7727272727272727,BRISONr_212,NA,BRISONr_212,Inferior e estável,FALSE,-1.7302664345644296,1.417496122846526,-0.3127703117179037,124
BRISONr_121,0.10458058933612319,0.3015395968261106,45,1,1.2922333886497555,0.9321493507380714,0.17777777777777778,0.13333333333333333,BRISONr_121,NA,BRISONr_121,Superior e instável,FALSE,0.3261827395943564,-0.6445189631864038,-0.3183362235920474,125
BRISONr_190,-0.6342241033603099,0.45813154309820786,45,1,0.6994078215740921,0.5045160978719478,0.044444444444444446,0.8,BRISONr_190,NA,BRISONr_190,Inferior e estável,FALSE,-1.9397966128384985,1.6179438371497885,-0.32185277568870996,126
BRISONr_115,0.12140341525807365,0.34017285305803513,45,1,1.3087170628955584,0.944039808283096,0.24444444444444444,0.1111111111111111,BRISONr_115,NA,BRISONr_115,Superior e instável,FALSE,0.3777798349641541,-0.707427349506438,-0.3296475145422839,127
BRISONr_135,-0.17497248668943494,0.28432522664722437,45,1,1.0707755932128136,0.7724013191165321,0.022222222222222223,0.35555555555555557,BRISONr_135,NA,BRISONr_135,Inferior e estável,FALSE,-0.5312312758351441,0.20065380237448932,-0.33057747346065475,128
BRISONr_1,0.055775342270574235,0.2677632531750449,45,1,1.2581347775096645,0.9075524021415662,0.13333333333333333,0.15555555555555556,BRISONr_1,NA,BRISONr_1,Inferior e instável,FALSE,0.17649272918404213,-0.5143848334656816,-0.3378921042816395,129
BRISONr_156,0.13569556033280197,0.41019180419489887,45,1,1.3229764481529522,0.9543257804815796,0.28888888888888886,0.15555555555555556,BRISONr_156,NA,BRISONr_156,Superior e instável,FALSE,0.4216151082934429,-0.7618469469263957,-0.34023183863295275,130
BRISONr_11,0.11436068899189465,0.5348650009328014,45,1,1.3087170628955584,0.944039808283096,0.37777777777777777,0.1111111111111111,BRISONr_11,NA,BRISONr_11,Superior e instável,FALSE,0.35617917045598296,-0.707427349506438,-0.3512481790504551,131
BRISONr_22,0.09278185913542937,0.3327344912411134,45,1,1.2919173458074766,0.9319213740174394,0.24444444444444444,0.08888888888888889,BRISONr_22,NA,BRISONr_22,Superior e instável,FALSE,0.2899949902689964,-0.6433128155205813,-0.3533178252515849,132
BRISONr_147,0.09084567564800146,0.29817087764706635,45,1,1.2904347649767252,0.9308519180113182,0.24444444444444444,0.08888888888888889,BRISONr_147,NA,BRISONr_147,Superior e instável,FALSE,0.2840565442244532,-0.6376546857698465,-0.3535981415453933,133
BRISONr_120,-0.3104730400527912,0.3028980258587092,45,1,0.9709757364418463,0.7004109398940804,0.044444444444444446,0.5555555555555556,BRISONr_120,NA,BRISONr_120,Inferior e estável,FALSE,-0.9468234603460126,0.5815305323323507,-0.36529292801366187,134
BRISONr_69,0.021249890476099476,0.2527351860567729,45,1,1.2387811634184482,0.893591720605228,0.08888888888888889,0.15555555555555556,BRISONr_69,NA,BRISONr_69,Inferior e instável,FALSE,0.07060011416265764,-0.44052359271414954,-0.3699234785514919,135
BRISONr_138,0.11491563709750663,0.35614845895789604,45,1,1.3170059007180985,0.9500189408937516,0.28888888888888886,0.13333333333333333,BRISONr_138,NA,BRISONr_138,Superior e instável,FALSE,0.35788124539056265,-0.739060916398675,-0.38117967100811234,136
BRISONr_112,0.14112759691948853,0.41344534038730624,45,1,1.3397942802855756,0.9664572819896989,0.3333333333333333,0.13333333333333333,BRISONr_112,NA,BRISONr_112,Superior e instável,FALSE,0.4382756450615129,-0.826030615269267,-0.3877549702077541,137
BRISONr_196,-1.3904005725460906,0.6406026601952722,43,0.9555555555555556,0.11045304667259806,0.07967503134281723,0,0.9767441860465116,BRISONr_196,NA,BRISONr_196,Inferior e estável,FALSE,-4.259056740595441,3.865634124645331,-0.3934226159501102,138
BRISONr_110,-0.20171234081967931,0.27356484440149187,45,1,1.0659600211050013,0.7689276181170401,0,0.4222222222222222,BRISONr_110,NA,BRISONr_110,Inferior e estável,FALSE,-0.6132447740508311,0.21903197862286822,-0.3942127954279629,139
BRISONr_50,0.08008957362641245,0.3028840960140497,45,1,1.2939998576642744,0.9334235887816367,0.26666666666666666,0.08888888888888889,BRISONr_50,NA,BRISONr_50,Inferior e instável,FALSE,0.2510666277627333,-0.651260525384894,-0.4001938976221607,140
BRISONr_139,-0.2835102721441488,0.2916884835688858,45,1,1.0043949075985639,0.7245177761432884,0.022222222222222223,0.5777777777777777,BRISONr_139,NA,BRISONr_139,Inferior e estável,FALSE,-0.8641262658514359,0.45398942115336627,-0.41013684469806966,141
BRISONr_158,0.12477267821038399,0.4229351886255553,45,1,1.3377257466092165,0.9649651503513014,0.35555555555555557,0.15555555555555556,BRISONr_158,NA,BRISONr_158,Superior e instável,FALSE,0.3881136625079232,-0.8181362518107357,-0.4300225893028125,142
BRISONr_203,-0.42156839328948426,0.3293779132989515,45,1,0.904285827008438,0.6523043390856242,0.022222222222222223,0.6666666666666666,BRISONr_203,NA,BRISONr_203,Inferior e estável,FALSE,-1.2875627370103233,0.8360462746191855,-0.45151646239113785,143
BRISONr_169,-0.24486334690681194,0.28511494649782015,45,1,1.0509102142926898,0.7580714772898107,0.022222222222222223,0.4666666666666667,BRISONr_169,NA,BRISONr_169,Inferior e estável,FALSE,-0.7455927271658548,0.2764681452731424,-0.4691245818927124,144
BRISONr_27,-0.029284486663539794,0.29517636845789075,45,1,1.2282625659134265,0.886004156376427,0.08888888888888889,0.15555555555555556,BRISONr_27,NA,BRISONr_27,Inferior e instável,FALSE,-0.08439329115607161,-0.4003803585344683,-0.48477364969053993,145
BRISONr_177,0.11469467571708836,0.4243995322504179,45,1,1.3486110089511913,0.9728172073510726,0.28888888888888886,0.15555555555555556,BRISONr_177,NA,BRISONr_177,Superior e instável,FALSE,0.35720353728900006,-0.85967882771903,-0.50247529043003,146
BRISONr_102,0.05083754103670175,0.2832141007682996,45,1,1.2973600023992549,0.9358474208545494,0.26666666666666666,0.1111111111111111,BRISONr_102,NA,BRISONr_102,Inferior e instável,FALSE,0.1613480559666375,-0.6640842004907764,-0.502736144524139,147
BRISONr_153,-0.1818166193693052,0.2578714798392329,45,1,1.110614375734428,0.8011389261060257,0.044444444444444446,0.4222222222222222,BRISONr_153,NA,BRISONr_153,Inferior e estável,FALSE,-0.5522228362451012,0.04861285058076793,-0.5036099856643332,148
BRISONr_72,0.0808965248905396,0.3098836027227012,45,1,1.3250046162194216,0.9557887944873719,0.17777777777777778,0.17777777777777778,BRISONr_72,NA,BRISONr_72,Superior e instável,FALSE,0.25354161867847597,-0.769587258846227,-0.5160456401677511,149
BRISONr_213,0.10152246460173979,0.30946255820359675,45,1,1.3430940258939212,0.9688375453023766,0.28888888888888886,0.13333333333333333,BRISONr_213,NA,BRISONr_213,Superior e instável,FALSE,0.3168032004904754,-0.8386237828114185,-0.5218205823209431,150
BRISONr_181,-0.0072612182856071975,0.3130970580463651,45,1,1.257623463487866,0.9071835670397733,0.08888888888888889,0.17777777777777778,BRISONr_181,NA,BRISONr_181,Inferior e instável,FALSE,-0.01684597870554308,-0.5124334517813256,-0.5292794304868687,151
BRISONr_209,-0.498992761744152,0.4197452338914141,42,0.9333333333333333,0.863325877053891,0.6227579807483817,0.023809523809523808,0.6904761904761905,BRISONr_209,NA,BRISONr_209,Inferior e estável,FALSE,-1.525030124572679,0.9923660560566263,-0.5326640685160526,152
BRISONr_134,0.09719548840497332,0.3431717574477473,45,1,1.3458516764194788,0.9708267696712399,0.24444444444444444,0.15555555555555556,BRISONr_134,NA,BRISONr_134,Superior e instável,FALSE,0.3035319816998146,-0.8491480956563888,-0.5456161139565743,153
BRISONr_149,0.007543469786058528,0.30662554520866037,45,1,1.2739646198420633,0.9189712196570692,0.17777777777777778,0.1111111111111111,BRISONr_149,NA,BRISONr_149,Inferior e instável,FALSE,0.028561309338562053,-0.574797932025023,-0.546236622686461,154
BRISONr_24,0.08837093481272126,0.4106880109571544,45,1,1.3410618591213772,0.9673716468398723,0.2,0.17777777777777778,BRISONr_24,NA,BRISONr_24,Superior e instável,FALSE,0.2764662951494226,-0.8308682102074227,-0.5544019150580002,155
BRISONr_157,0.013621165113826496,0.3042984413027464,45,1,1.287875331648095,0.9290056771259679,0.15555555555555556,0.13333333333333333,BRISONr_157,NA,BRISONr_157,Inferior e instável,FALSE,0.04720213858510636,-0.627886850140674,-0.5806847115555677,156
BRISONr_165,-0.21716346842080397,0.296083808253963,45,1,1.105927335005032,0.7977579408976535,0.044444444444444446,0.4666666666666667,BRISONr_165,NA,BRISONr_165,Inferior e estável,FALSE,-0.6606347493204385,0.06650049895974852,-0.59413425036069,157
BRISONr_219,-0.03247259737550915,0.34619789519905636,45,1,1.255904393540193,0.9059435201955488,0.06666666666666667,0.24444444444444444,BRISONr_219,NA,BRISONr_219,Inferior e instável,FALSE,-0.0941715087526955,-0.5058727836458881,-0.6000442923985836,158
BRISONr_31,0.06683966126899187,0.3178913316183683,45,1,1.3377257466092165,0.9649651503513014,0.2,0.15555555555555556,BRISONr_31,NA,BRISONr_31,Inferior e instável,FALSE,0.21042797438076766,-0.8181362518107357,-0.607708277429968,159
BRISONr_119,0.07587127738178179,0.34313232624647083,45,1,1.349087981264605,0.9731612701466743,0.2,0.17777777777777778,BRISONr_119,NA,BRISONr_119,Inferior e instável,FALSE,0.2381287399998768,-0.8614991475159853,-0.6233704075161085,160
BRISONr_136,0.07870499083106369,0.45656992293887144,45,1,1.3557877496418116,0.9779941314531245,0.24444444444444444,0.15555555555555556,BRISONr_136,NA,BRISONr_136,Inferior e instável,FALSE,0.24681998983932857,-0.8870681809149172,-0.6402481910755886,161
BRISONr_137,-0.2679791756991352,0.3792914605181682,45,1,1.0801759580241173,0.77918224896443955,0.022222222222222223,0.4444444444444444,BRISONr_137,NA,BRISONr_137,Inferior e estável,FALSE,-0.8164910190630068,0.1647781976834227,-0.6517128213795841,162
BRISONr_92,0.05352593093863238,0.2638803778807334,45,1,1.3397942802855756,0.9664572819896989,0.26666666666666666,0.13333333333333333,BRISONr_92,NA,BRISONr_92,Inferior e instável,FALSE,0.16959358563000534,-0.826030615269267,-0.6564370296392616,163
BRISONr_189,0.07319473109239696,0.3651921111432753,45,1,1.3593528423293608,0.9805658022234429,0.28888888888888886,0.15555555555555556,BRISONr_189,NA,BRISONr_189,Inferior e instável,FALSE,0.2299195357439574,-0.9006740205299641,-0.6707544847860067,164
BRISONr_184,-0.37102156013833376,0.34328024843628197,41,0.9111111111111111,1.0061114311469912,0.725755986148731,0.024390243902439025,0.5609756097560976,BRISONr_184,NA,BRISONr_184,Inferior e estável,FALSE,-1.1325311280023416,0.4474384711102107,-0.685092656892131,165
BRISONr_86,-0.12918006957611775,0.33499513591228064,45,1,1.2055108317022238,0.8695922493173641,0.044444444444444446,0.28888888888888886,BRISONr_86,NA,BRISONr_86,Inferior e estável,FALSE,-0.39078188142475223,-0.3135505132059309,-0.7043323946306832,166
BRISONr_178,0.057609186532686076,0.365839202113591,45,1,1.3558111575776415,0.9780110167095942,0.24444444444444444,0.2,BRISONr_178,NA,BRISONr_178,Inferior e instável,FALSE,0.1821172917708831,-0.8871575150917633,-0.7050402233208802,167
BRISONr_52,-0.05809258710864861,0.349572758224653,45,1,1.2640792194559862,0.9118404105999716,0.1111111111111111,0.26666666666666666,BRISONr_52,NA,BRISONr_52,Inferior e instável,FALSE,-0.17275028379126944,-0.5370712348613802,-0.7098215186526496,168
BRISONr_97,-0.16112210820213266,0.2596170928017538,45,1,1.1839344088183352,0.8540281501700094,0.044444444444444446,0.3111111111111111,BRISONr_97,NA,BRISONr_97,Inferior e estável,FALSE,-0.4887509397113144,-0.2312061325815874,-0.7199570722929018,169
BRISONr_16,-0.24675606531282207,0.3618700371195692,45,1,1.115554997985569,0.804702831716339,0.044444444444444446,0.5333333333333333,BRISONr_16,NA,BRISONr_16,Inferior e estável,FALSE,-0.7513978619604585,0.029757432267992816,-0.7216404296924658,170
BRISONr_191,-0.28384357855289166,0.368753829940088,45,1,1.086048565422559,0.7834184397498494,0.044444444444444446,0.5555555555555556,BRISONr_191,NA,BRISONr_191,Inferior e estável,FALSE,-0.8651485460937126,0.14236594605687028,-0.7227826000368424,171
BRISONr_197,0.05825671362042321,0.4904411218179568,43,0.9555555555555556,1.361278107820875,0.9819545877119441,0.3488372093023256,0.20930232558139536,BRISONr_197,NA,BRISONr_197,Inferior e instável,FALSE,0.18410331463383778,-0.9080216144888565,-0.7239182998550188,172
BRISONr_144,-0.22106333278591347,0.3318609151372526,45,1,1.1375984137085073,0.8206037949902075,0.044444444444444446,0.4222222222222222,BRISONr_144,NA,BRISONr_144,Inferior e estável,FALSE,-0.6725959783380483,-0.05436918243168768,-0.7269651607697359,173
BRISONr_207,0.07589011344598012,0.36872878522825153,45,1,1.3774382532977856,0.9936116685817356,0.26666666666666666,0.24444444444444444,BRISONr_207,NA,BRISONr_207,Inferior e instável,FALSE,0.2381865118751457,-0.9696952838109906,-0.7315087719358448,174
BRISONr_34,0.06888739457127761,0.43434436685567995,45,1,1.371850166702852,0.9895807161724511,0.3111111111111111,0.2,BRISONr_34,NA,BRISONr_34,Inferior e instável,FALSE,0.21670855357597213,-0.9483688789656999,-0.7316603253897278,175
BRISONr_73,-0.12230666143659698,0.33400787500362766,45,1,1.2215548191012064,0.8811655398456627,0.06666666666666667,0.28888888888888886,BRISONr_73,NA,BRISONr_73,Inferior e instável,FALSE,-0.3697005305901311,-0.3747808761916552,-0.7444814067817862,176
BRISONr_164,-0.24710785739526564,0.3231460661464267,45,1,1.1230949749502237,0.8101417754040012,0.044444444444444446,0.4888888888888889,BRISONr_164,NA,BRISONr_164,Inferior e estável,FALSE,-0.7524768393993498,9.818221301361927e-4,-0.7514950172692136,177
BRISONr_215,0.06326668519225,0.3494178281325458,45,1,1.3774382532977856,0.9936116685817356,0.24444444444444444,0.2,BRISONr_215,NA,BRISONr_215,Inferior e instável,FALSE,0.19946934066245112,-0.9696952838109906,-0.7702259431485394,178
BRISONr_188,-0.09203190326560866,0.34712611640680174,45,1,1.2541620042973882,0.9046866520356024,0.08888888888888889,0.2222222222222222,BRISONr_188,NA,BRISONr_188,Inferior e instável,FALSE,-0.276845168958657,-0.49922311962245913,-0.7760682885811161,179
BRISONr_130,-0.06178396350546794,0.3015288270310978,45,1,1.2825417973299897,0.9251583453703971,0.1111111111111111,0.26666666666666666,BRISONr_130,NA,BRISONr_130,Inferior e instável,FALSE,-0.1840720617658004,-0.6075319200242918,-0.7916039817900922,180
BRISONr_161,-0.10187938502002017,0.31307516422037585,45,1,1.251228243357361,0.9025703908559368,0.1111111111111111,0.24444444444444444,BRISONr_161,NA,BRISONr_161,Inferior e instável,FALSE,-0.30704826667791363,-0.4880266980095499,-0.7950749646874635,181
BRISONr_173,-0.3362107703308088,0.43444020765540653,45,1,1.068017942687256,0.7704120947476687,0.022222222222222223,0.5333333333333333,BRISONr_173,NA,BRISONr_173,Inferior e estável,FALSE,-1.0257633560518962,0.2111781152194603,-0.8145852408324359,182
BRISONr_176,-0.3163527985578107,0.4115217184696387,45,1,1.086103353655681,0.7834579611059616,0.022222222222222223,0.5333333333333333,BRISONr_176,NA,BRISONr_176,Inferior e estável,FALSE,-0.964857199846284,0.14215685193843267,-0.8227003479078514,183
BRISONr_200,-0.016993390065839196,0.4312844722559894,45,1,1.3274374776086308,0.9575437330180631,0.15555555555555556,0.17777777777777778,BRISONr_200,NA,BRISONr_200,Inferior e instável,FALSE,-0.04669541053284836,-0.7788720446199108,-0.8255674551527591,184
BRISONr_174,-0.30918387738967823,0.5556743585722327,45,1,1.101007273062789,0.7942088664151832,0.13333333333333333,0.5333333333333333,BRISONr_174,NA,BRISONr_174,Inferior e estável,FALSE,-0.9428694844097205,0.08527745079498228,-0.8575920336147382,185
BRISONr_7,0.009809990067741624,0.38909404502255446,45,1,1.35997324360658,0.9810133271464455,0.26666666666666666,0.2222222222222222,BRISONr_7,NA,BRISONr_7,Inferior e instável,FALSE,0.03551292755503496,-0.9030417234242797,-0.8675287958692447,186
BRISONr_217,0.016905173487222046,0.7165069738558677,44,0.9777777777777777,1.3679231610973162,0.9867479804161263,0.3181818181818182,0.2727272727272727,BRISONr_217,NA,BRISONr_217,Inferior e instável,FALSE,0.05727448279311554,-0.9333818328720849,-0.8761073500789693,187
BRISONr_195,-0.2812537380848808,0.3787247622924022,45,1,1.130368224781062,0.8153883161350497,0.044444444444444446,0.4666666666666667,BRISONr_195,NA,BRISONr_195,Inferior e estável,FALSE,-0.8572052762625626,-0.02677584908670415,-0.8839811253492668,188
BRISONr_218,0.022521145680845362,0.45939856700253723,45,1,1.3774382532977856,0.9936116685817356,0.24444444444444444,0.28888888888888886,BRISONr_218,NA,BRISONr_218,Inferior e instável,FALSE,0.07449916633991635,-0.9696952838109906,-0.8951961174710742,189
BRISONr_20,-0.17265374055726715,0.32464332076077274,45,1,1.221849075944871,0.8813778012902139,0.044444444444444446,0.37777777777777777,BRISONr_20,NA,BRISONr_20,Inferior e instável,FALSE,-0.5241194763149634,-0.37590387965086725,-0.9000233559658306,190
BRISONr_199,-0.4000879697302295,0.4784404830662211,42,0.9333333333333333,1.0399120416752654,0.7501379727428112,0.047619047619047616,0.5238095238095238,BRISONr_199,NA,BRISONr_199,Inferior e estável,FALSE,-1.2216803776426044,0.3184416325863557,-0.9032387450562487,191
BRISONr_111,-0.02653754878733035,0.30483216304524174,45,1,1.3458516764194788,0.9708267696712399,0.15555555555555556,0.24444444444444444,BRISONr_111,NA,BRISONr_111,Inferior e instável,FALSE,-0.07596818967601923,-0.8491480956563888,-0.9251162853324081,192
BRISONr_140,-0.0371409305210258,0.42004660371751706,45,1,1.3377257466092165,0.9649651503513014,0.2,0.35555555555555557,BRISONr_140,NA,BRISONr_140,Inferior e instável,FALSE,-0.10848969950404362,-0.8181362518107357,-0.9266259513147793,193
BRISONr_210,-0.4084402435075932,0.5018611052653955,42,0.9333333333333333,1.039418535067454,0.7497819829749436,0.09523809523809523,0.6190476190476191,BRISONr_210,NA,BRISONr_210,Inferior e estável,FALSE,-1.2472975402194928,0.3203250539566602,-0.9269724862628326,194
BRISONr_108,-0.18543727471942525,0.3894711884261554,45,1,1.2215548191012064,0.8811655398456627,0.06666666666666667,0.4444444444444444,BRISONr_108,NA,BRISONr_108,Inferior e instável,FALSE,-0.5633277065129172,-0.3747808761916552,-0.9381085827045723,195
BRISONr_114,-0.11402012739281508,0.3298585518693484,45,1,1.2809687974957915,0.9240236658403387,0.1111111111111111,0.3111111111111111,BRISONr_114,NA,BRISONr_114,Inferior e instável,FALSE,-0.344284997591944,-0.6015287146845428,-0.9458137122764868,196
BRISONr_2,-0.844895293696039,0.6328159371961869,45,1,0.6994078215740921,0.5045160978719478,0.044444444444444446,0.8,BRISONr_2,NA,BRISONr_2,Inferior e estável,FALSE,-2.5859437910743615,1.6179438371497885,-0.9679999539245729,197
BRISONr_28,-0.575228726411953,0.5274219027771211,45,1,0.9173156569241493,0.661703374587136,0.044444444444444446,0.6888888888888889,BRISONr_28,NA,BRISONr_28,Inferior e estável,FALSE,-1.7588525725860382,0.7863191590623724,-0.9725334135236658,198
BRISONr_117,-0.052930020283429635,0.3046050926029529,45,1,1.3379402791106856,0.9651199028392908,0.13333333333333333,0.28888888888888886,BRISONr_117,NA,BRISONr_117,Inferior e instável,FALSE,-0.15691623462083767,-0.8189549948457757,-0.9758712294666134,199
BRISONr_128,-0.13616824610822015,0.3688904879802783,45,1,1.2740648061026811,0.9190434887677484,0.17777777777777778,0.4666666666666667,BRISONr_128,NA,BRISONr_128,Inferior e instável,FALSE,-0.4122152370726519,-0.5751802834287769,-0.9873955205014289,200
BRISONr_13,-0.14135512457474994,0.38770613142506366,45,1,1.2739646198420633,0.9189712196570692,0.1111111111111111,0.4222222222222222,BRISONr_13,NA,BRISONr_13,Inferior e instável,FALSE,-0.4281238521977651,-0.574797932025023,-1.0029217842227882,201
BRISONr_186,-0.14642164012364015,0.34994090153033885,45,1,1.2727256000919012,0.918077455832508,0.13333333333333333,0.37777777777777777,BRISONr_186,NA,BRISONr_186,Inferior e instável,FALSE,-0.4436633036063155,-0.5700693301405738,-1.0137326337468893,202
BRISONr_103,-0.12904252269988065,0.3734405137533807,45,1,1.2867907320579774,0.9282233039009615,0.1111111111111111,0.4222222222222222,BRISONr_103,NA,BRISONr_103,Inferior e instável,FALSE,-0.3903600129869553,-0.6237475782162097,-1.014107591203165,203
BRISONr_198,-0.2283310863379018,0.44710147759302227,45,1,1.2112665501006208,0.8737441225124244,0.06666666666666667,0.4444444444444444,BRISONr_198,NA,BRISONr_198,Inferior e estável,FALSE,-0.6948868214393155,-0.3355166690008302,-1.0304034904401456,204
BRISONr_43,-0.1218628413456662,0.3182270407249951,45,1,1.2970710925907123,0.935639016480525,0.08888888888888889,0.3333333333333333,BRISONr_43,NA,BRISONr_43,Inferior e instável,FALSE,-0.3683392951077555,-0.6629816034862234,-1.0313208985939788,205
BRISONr_14,-0.022918899824764694,0.3973523214920399,45,1,1.3774382532977856,0.9936116685817356,0.2,0.28888888888888886,BRISONr_14,NA,BRISONr_14,Inferior e instável,FALSE,-0.06486947317633188,-0.9696952838109906,-1.0345647569873224,206
BRISONr_162,-0.17242956836268572,0.3064318327141702,45,1,1.257623463487866,0.9071835670397733,0.08888888888888889,0.37777777777777777,BRISONr_162,NA,BRISONr_162,Inferior e instável,FALSE,-0.5234319203623108,-0.5124334517813256,-1.0358653721436364,207
BRISONr_124,-0.07638413838973572,0.44133688419698636,45,1,1.3379402791106856,0.9651199028392908,0.13333333333333333,0.28888888888888886,BRISONr_124,NA,BRISONr_124,Inferior e instável,FALSE,-0.2288520897714607,-0.8189549948457757,-1.0478070846172365,208
BRISONr_40,-0.048292863637540415,0.42840392756134466,45,1,1.3624474851916286,0.982798115178801,0.2,0.3333333333333333,BRISONr_40,NA,BRISONr_40,Inferior e instável,FALSE,-0.14269366495194244,-0.9124844328081396,-1.055178097760082,209
BRISONr_185,-0.12242630925954924,0.37071149398755043,42,0.9333333333333333,1.3040227205006245,0.9406535560363929,0.09523809523809523,0.3333333333333333,BRISONr_185,NA,BRISONr_185,Inferior e instável,FALSE,-0.37006750104802555,-0.6895118350103774,-1.059579336058403,210
BRISONr_59,-0.16883415483580272,0.42421046288573067,45,1,1.2690045562069894,0.9153932900526617,0.1111111111111111,0.37777777777777777,BRISONr_59,NA,BRISONr_59,Inferior e instável,FALSE,-0.5124044689994345,-0.5558683175061825,-1.068272786505617,211
