Trait,Trait_abbrev,Environment_1,Environment_2,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI
Straw,Straw,2015__GGE__HN_WF_RF,2017__GGE__HN_WF_RF,220,0.07901048929767854,0.42736119641840836,0.11419213915216293,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__GGE__LN_NF_RF,220,0.1962635186402591,0.4628052044651561,0.09542701744931523,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__HAN__HN_NF_RF,220,0.18390322974203666,0.35359708784366317,0.0779586407730992,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__HAN__HN_WF_RF,220,0.13798631016698906,0.4686058502335699,0.09029761560829447,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__HAN__LN_NF_RF,220,0.24471801485803563,0.39498599708108173,0.1093100291098538,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__KAL__HN_NF_RF,220,0.013713540576819451,0.36926683308633346,0.09158486185759618,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__KAL__HN_WF_RF,220,0.3297612092826344,0.5618365518446099,0.11319224581107971,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__KAL__LN_NF_RF,220,0.1124876389784606,0.343223094391507,0.04834756033617125,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.21564082376505833,0.4100074862952499,0.07738002665631463,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__KIE__HN_WF_RF,216,0.21282796682140862,0.446232986818133,0.10865552559953891,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.1953036536170363,0.3445017777234812,0.09962284268522906,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.04281700347575839,0.18780365484636233,0.03680785479055014,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__QLB__HN_WF_RF,220,0.10706776392359157,0.29692048483345823,0.06350963967012488,NA,NA,NA,NA
Straw,Straw,2015__GGE__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.1528121545270865,0.3434270805745423,0.0838882404278219,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__HAN__HN_NF_RF,220,0.16056674566377183,0.343796735094076,0.06556921355468551,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__HAN__HN_WF_RF,220,0.12324778221363807,0.344394042701859,0.0660395498164458,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__HAN__LN_NF_RF,220,0.1415633328008746,0.3610916078281106,0.06394712007347007,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__KAL__HN_NF_RF,217,0.08552431244926091,0.36758903028509415,0.06146611649271208,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__KAL__HN_WF_RF,218,0.019066615734945908,0.39821239623807453,0.0807890510257558,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__KAL__LN_NF_RF,216,0.20076474055647522,0.39350671001083604,0.09414485012656647,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__KIE__HN_NF_RF,220,0.20022186830461147,0.4076939981855373,0.09087211809203748,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__KIE__HN_WF_RF,220,0.21087519812505157,0.4476696550830314,0.09765833015076611,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__KIE__LN_NF_RF,220,0.17706782104859645,0.36730586094002693,0.07933236512832556,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__QLB__HN_NF_RF,220,0.09844598744930355,0.28630531434721607,0.047444898512554935,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__QLB__HN_WF_RF,220,0.01440543245313194,0.12979945115319813,0.06050622308940344,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2015__QLB__LN_NF_RF,220,0.11629797041944147,0.3638955725982318,0.06377160745076015,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__GGE__HN_NF_RF,220,0.11407239642885794,0.4207660188320946,0.0718813773392791,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__GGE__HN_WF_RF,220,0.3402883279182908,0.5798448127215251,0.14467483320880814,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__GGE__LN_NF_RF,220,0.22724589858164887,0.49850842147377206,0.11432689905226626,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__HAN__HN_NF_RF,220,0.15186639840957136,0.34344962048426997,0.07090217010028245,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__HAN__HN_WF_RF,220,0.13171039549606006,0.3898728185593617,0.075801799333912,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__HAN__LN_NF_RF,220,0.1954660722094747,0.38087037861413364,0.07859658294914454,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__KAL__HN_NF_RF,216,0.08239434674450948,0.31188035104014095,0.07121374363507173,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__KAL__HN_WF_RF,196,0.08520041257827407,0.3399373650280105,0.05073860066616311,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__KAL__LN_NF_RF,204,0.1519495780230321,0.3559604497812582,0.08421007101311627,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__KIE__HN_NF_RF,216,0.1536120615246235,0.38087736219769225,0.07862807431984235,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.16368804354344246,0.3961204586861001,0.08948407899867997,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__KIE__LN_NF_RF,215,0.1751858816033026,0.3971902243473642,0.07788448317983507,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__QLB__HN_NF_RF,220,0.0690301938720438,0.19195550621819762,0.0535511553907025,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__QLB__HN_WF_RF,220,0.0671060164471629,0.26215943605145864,0.0536777794417941,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2016__QLB__LN_NF_RF,220,0.06702359152945318,0.21806010266928882,0.06623059568334977,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__GGE__HN_NF_RF,220,0.07298905629184707,0.40451248992747785,0.08443184137896496,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__GGE__HN_WF_RF,220,0.05890525985215959,0.3316826606109443,0.06836678831894029,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__GGE__LN_NF_RF,220,0.1984928026134669,0.42290843725170885,0.06887789566857828,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__HAN__HN_NF_RF,220,0.164805182759236,0.3778962375255687,0.09554260161730344,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__HAN__HN_WF_RF,220,0.17633954975688454,0.3700354440080468,0.06535084729303678,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__HAN__LN_NF_RF,220,0.15452615066967743,0.34352738317283044,0.05930034752262801,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__KAL__HN_NF_RF,220,0.020602066252184702,0.31119162867752714,0.06910626040413322,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.20528743287245854,0.42243397215194156,0.07699697310493081,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__KAL__LN_NF_RF,220,0.09269276647555606,0.30731025622242386,0.08193880301813826,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.15756059630170272,0.3856480475259002,0.07053860229376,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.13548529599924516,0.34740351754605314,0.06496041524084388,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__KIE__LN_NF_RF,212,0.11967635682420044,0.29841069127813463,0.05604487111140816,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__QLB__HN_NF_RF,220,0.05352370161147133,0.20547719806382175,0.03358586117286428,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__QLB__HN_WF_RF,220,0.046452966322228555,0.20988487741106598,0.041609536238850046,NA,NA,NA,NA
Straw,Straw,2015__GGE__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.1165839435093462,0.28930312234099503,0.07554855741302026,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__HAN__HN_WF_RF,220,0.2526849123841395,0.5083516000518418,0.12113886130495242,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__HAN__LN_NF_RF,220,0.3536597612321391,0.6132557209108378,0.16641373757466227,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__KAL__HN_NF_RF,217,0.2647738532758934,0.5865910831137229,0.15656055233844846,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__KAL__HN_WF_RF,218,0.015106663253435461,0.13941235986746736,0.034197575334115465,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__KAL__LN_NF_RF,216,0.28958762413798494,0.4437859464866216,0.08274170310310643,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__KIE__HN_NF_RF,220,0.20744495973959054,0.4107256160439078,0.0976139092805995,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__KIE__HN_WF_RF,220,0.08244540940073418,0.26941052501084733,0.04546702488486385,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__KIE__LN_NF_RF,220,0.15889466392664753,0.36000856516569657,0.062434119208522286,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__QLB__HN_NF_RF,220,0.21640797544726012,0.43345598800876806,0.08073644773012835,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__QLB__HN_WF_RF,220,0.012036555459237305,0.07917932188681585,0.034112702422411115,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2015__QLB__LN_NF_RF,220,0.3361928075345862,0.5555129801705144,0.1414088300939278,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__GGE__HN_NF_RF,220,0.15648433431653294,0.37870992826673733,0.08772986097918764,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__GGE__HN_WF_RF,220,0.13370085831351541,0.2962758434152471,0.0690938187208191,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__GGE__LN_NF_RF,220,0.18521534995166766,0.32807289406805923,0.05495167315554244,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__HAN__HN_NF_RF,220,0.3806577267773265,0.5231907496210477,0.11110530537501381,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__HAN__HN_WF_RF,220,0.07709267725375171,0.32043299166586836,0.06762626038955434,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__HAN__LN_NF_RF,220,0.39379477219899256,0.5837408361179514,0.12148345451199216,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__KAL__HN_NF_RF,216,0.21451189400430584,0.49049524285833357,0.1282578906313368,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__KAL__HN_WF_RF,196,0.10928370758444288,0.3713616332905673,0.06793720156590258,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__KAL__LN_NF_RF,204,0.29249168510642276,0.4636902700525122,0.11620545727272344,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__KIE__HN_NF_RF,216,0.31560935426836867,0.5324688314935876,0.12202126306960567,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__KIE__HN_WF_RF,216,0.11183973726043107,0.30616106407554267,0.07021041971298432,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__KIE__LN_NF_RF,215,0.08349339166240721,0.3592974957134923,0.07614160675194484,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__QLB__HN_NF_RF,220,0.2874817509886819,0.45587981720133214,0.1044202268569013,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__QLB__HN_WF_RF,220,0.002553332665460003,0.08709195719671142,0.03543621826249562,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2016__QLB__LN_NF_RF,220,0.1963332251851128,0.33739878171787924,0.10171225176357322,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__GGE__HN_NF_RF,220,0.019927455211694516,0.16831677589131255,0.06783485731788362,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__GGE__HN_WF_RF,220,0.009673378912549125,0.16018550345705865,0.04187858860703223,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__GGE__LN_NF_RF,220,0.12910403166114848,0.31734164304671963,0.06879169971890609,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__HAN__HN_NF_RF,220,0.31180446918738175,0.4475648445027978,0.10839353604621617,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__HAN__HN_WF_RF,220,0.15034818432880837,0.4324529620258871,0.09439145915353857,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__HAN__LN_NF_RF,220,0.20100742659416215,0.3718104618991001,0.0678710676229793,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__KAL__HN_NF_RF,220,0.008514249517944092,0.17243819838501548,0.043244507380972665,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__KAL__HN_WF_RF,220,0.06894241178829127,0.20860010255658928,0.04910519185879239,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__KAL__LN_NF_RF,220,0.005221863790853881,0.07641705594969092,0.04467094668474537,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.10931116108451211,0.3327211475766138,0.07067715463315186,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__KIE__HN_WF_RF,216,0.1820383857575773,0.39682777837316463,0.1027624475939132,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__KIE__LN_NF_RF,212,0.13210534361709808,0.3674364887347873,0.06253207701145594,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__QLB__HN_NF_RF,220,0.049504728648549,0.1768041788992635,0.051461955634235605,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.008566345594023904,0.11362931991457374,0.02975812571882202,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.14920007650340075,0.34021288944737776,0.05896790002034084,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__HAN__LN_NF_RF,220,0.15481716294811537,0.47763533807047104,0.12669252455613753,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__KAL__HN_NF_RF,217,0.15074496998270656,0.4376306505634709,0.09870438330473284,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__KAL__HN_WF_RF,218,3.602072258287923e-4,0.20995743828145405,0.03910723134172286,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__KAL__LN_NF_RF,216,0.2200512016568475,0.4267662153633646,0.10078222914198857,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__KIE__HN_NF_RF,220,0.21421006380049393,0.43732834449998026,0.12052243656629191,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__KIE__HN_WF_RF,220,0.15585700891871018,0.42246552802556026,0.08686448072573238,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__KIE__LN_NF_RF,220,0.18090867694971982,0.4116486253472555,0.09445567145536551,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__QLB__HN_NF_RF,220,0.12697300847027715,0.3397395513430969,0.07411490460307218,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__QLB__HN_WF_RF,220,0.046165505941444314,0.20789685737308622,0.05065581200424877,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2015__QLB__LN_NF_RF,220,0.16316789311875468,0.37291604447124194,0.08884854698218372,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__GGE__HN_NF_RF,220,0.07086936668903346,0.30759538608047876,0.06323841601952039,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__GGE__HN_WF_RF,220,0.15109701757803617,0.35703217008615884,0.08620357140733556,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__GGE__LN_NF_RF,220,0.1261559866549424,0.34082034001453826,0.09005356243620871,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__HAN__HN_NF_RF,220,0.21362956129869548,0.39894738621571824,0.10049008125024685,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__HAN__HN_WF_RF,220,0.119637179305139,0.46157001741208026,0.0754275352865746,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__HAN__LN_NF_RF,220,0.28069281794402173,0.4914523027335276,0.09343494632685936,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__KAL__HN_NF_RF,216,0.11021585169982548,0.33929077507472105,0.07749810294154784,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__KAL__HN_WF_RF,196,0.07164364321119536,0.3178445919562671,0.06785183173923878,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__KAL__LN_NF_RF,204,0.11857497691484321,0.29860556501826974,0.10478333863388513,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__KIE__HN_NF_RF,216,0.23266660466781322,0.4818692768430202,0.1370826984779803,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.1741642020884432,0.4084211529072744,0.10358336044520713,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__KIE__LN_NF_RF,215,0.08292921658687182,0.3717331980970321,0.07540399301066968,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__QLB__HN_NF_RF,220,0.09889262126730584,0.29607523821867093,0.05319747249761705,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__QLB__HN_WF_RF,220,0.02110064714915349,0.19534325465026514,0.06804891774522992,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2016__QLB__LN_NF_RF,220,0.0396202687284626,0.17592963040183024,0.07673866315239317,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__GGE__HN_NF_RF,220,0.09671446645002843,0.32671261051599493,0.06745661120629477,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__GGE__HN_WF_RF,220,0.06811185243340068,0.37048849619357277,0.08576415641444253,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__GGE__LN_NF_RF,220,0.16815872380141567,0.4167888517606487,0.07781837064927061,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__HAN__HN_NF_RF,220,0.3003122281281509,0.5108073232166706,0.12257387529522337,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__HAN__HN_WF_RF,220,0.2464887250307367,0.6047243650789179,0.17310825165405613,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__HAN__LN_NF_RF,220,0.2686341554575,0.530172486659191,0.1395245300654105,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__KAL__HN_NF_RF,220,2.623744877035294e-4,0.1970517798076219,0.05201202259653967,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__KAL__HN_WF_RF,220,0.14527221189893008,0.3863937834928971,0.08977347794502018,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__KAL__LN_NF_RF,220,0.01307990486419053,0.13508731397530754,0.03221538975214608,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.1815694581063401,0.40805501219541646,0.09606202421542236,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__KIE__HN_WF_RF,216,0.2595607569464156,0.48446397313614115,0.11320799979882228,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.19301110290352388,0.40892174112366225,0.08017342298184338,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.031578872229386684,0.2037889588252199,0.0513341664758077,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__QLB__HN_WF_RF,220,0.061184498328064454,0.253846717343897,0.06831324597340518,NA,NA,NA,NA
Straw,Straw,2015__HAN__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.14299361706822702,0.3647036283619684,0.06712027871891986,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__KAL__HN_NF_RF,217,0.16536941219042361,0.5247302432860289,0.12365807527544594,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__KAL__HN_WF_RF,218,0.0016457421726011007,0.09759658625943941,0.03391525445818186,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__KAL__LN_NF_RF,216,0.16385911862677463,0.3812453113278319,0.09720801580663288,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__KIE__HN_NF_RF,220,0.1256728375577081,0.3735967497450173,0.07230645209646977,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__KIE__HN_WF_RF,220,0.035695229808718816,0.22486264742509707,0.05572225765831697,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__KIE__LN_NF_RF,220,0.11137718881695305,0.34883891290015384,0.07238129529978177,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__QLB__HN_NF_RF,220,0.13045726947612163,0.4062875078185312,0.1002648691677178,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__QLB__HN_WF_RF,220,0.005044553311681334,0.0882595245206043,0.025466321951025904,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2015__QLB__LN_NF_RF,220,0.19913041007894675,0.4653229123817359,0.09137341811648358,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__GGE__HN_NF_RF,220,0.08642226948611971,0.3644996421789331,0.08027160620366287,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__GGE__HN_WF_RF,220,0.09876032696584583,0.32502437127739303,0.04712389907947478,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__GGE__LN_NF_RF,220,0.17252834438471043,0.3911767523371069,0.08134633312197824,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__HAN__HN_NF_RF,220,0.2776972589846543,0.4569324309856139,0.08614864514137392,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__HAN__HN_WF_RF,220,0.11093299769632878,0.29661732304762123,0.05755899215139212,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__HAN__LN_NF_RF,220,0.30873355043545,0.5550723249353386,0.13888373707874854,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__KAL__HN_NF_RF,216,0.12221744129483686,0.4377284797389823,0.10443945366402935,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__KAL__HN_WF_RF,196,0.1205930490405975,0.4173003211436859,0.08314208951079495,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__KAL__LN_NF_RF,204,0.23214155065184258,0.46276582962873963,0.11961856928642886,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__KIE__HN_NF_RF,216,0.18642963580932823,0.4540635158789697,0.11968491900772665,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.07928172581644054,0.3277652746519963,0.09486828480055928,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__KIE__LN_NF_RF,215,0.09526660701921912,0.3599290009418243,0.10275781693251915,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__QLB__HN_NF_RF,220,0.18728584499182668,0.4237987636859515,0.10161319072347237,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__QLB__HN_WF_RF,220,3.2747614900145873e-4,0.09347638662707156,0.04711390060556854,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2016__QLB__LN_NF_RF,220,0.1039999380332303,0.2972259006102681,0.08662342749438799,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__GGE__HN_NF_RF,220,0.02915218297724255,0.24918433701673026,0.05000302841526273,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__GGE__HN_WF_RF,220,0.010339446926301496,0.19481018578520592,0.04185254013306766,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__GGE__LN_NF_RF,220,0.099154294545863,0.35233485289891414,0.07125252278490078,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__HAN__HN_NF_RF,220,0.232341192312338,0.4497275488411669,0.11764815016953843,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__HAN__HN_WF_RF,220,0.12455523424831746,0.46716780399294505,0.10062759626221279,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__HAN__LN_NF_RF,220,0.2224871639183696,0.47241058699559907,0.10321956797666752,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__KAL__HN_NF_RF,220,0.0028783686642457223,0.1333844237953827,0.033334264920259885,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.043207336648067154,0.2294157091900847,0.07013668557828459,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__KAL__LN_NF_RF,220,0.002381050005444517,0.0778505942083702,0.05576377554782647,NA,NA,NA,NA
Straw,Straw,2015__HAN__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.10123773654720501,0.35897993189886257,0.08456953235082056,NA,NA,NA,NA
