Trait,Trait_abbrev,Environment_1,Environment_2,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI
Biomass,SDM,2017__HAN__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.3200748655891161,0.5818119249438528,0.13153009569738042,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_NF_RF,2017__KIE__HN_WF_RF,216,0.3597937534282479,0.5276688219673966,0.1263285728422959,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_NF_RF,2017__KIE__LN_NF_RF,212,0.28622942552675884,0.4656426442046718,0.0901933995994332,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_NF_RF,2017__QLB__HN_NF_RF,220,0.16279994884864601,0.3770521179062678,0.07045189193800454,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.07369380938801268,0.3238455339986363,0.0759325688064799,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.3378288280672418,0.521385302851862,0.11839260336147489,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__HAN__LN_NF_RF,220,0.4247606363362347,0.6624558358643774,0.2098914879492621,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__KAL__HN_NF_RF,220,0.1242006535298922,0.49195156173399524,0.16382429546926464,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__KAL__HN_WF_RF,220,0.2583693943964342,0.4221522232803458,0.14204079413899443,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__KAL__LN_NF_RF,220,0.01676592528880347,0.08366814490907964,0.06356405102644734,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.27905768399752146,0.5756852375087542,0.14525926046236765,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__KIE__HN_WF_RF,216,0.31281154361742225,0.5158825420640875,0.1469455465875592,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.26656347642407974,0.5482390902690577,0.14071268103379744,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.08038806839358222,0.2646061432523963,0.037033819796478504,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__QLB__HN_WF_RF,220,0.08004909749828226,0.2683421332897562,0.0638402638296041,NA,NA,NA,NA
Biomass,SDM,2017__HAN__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.25644422865616306,0.49919476172497934,0.12080364032553152,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__KAL__HN_NF_RF,220,0.11876910889900423,0.3970731927218632,0.12116447164959666,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.38647715922290227,0.5013924029234262,0.15356126898212194,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__KAL__LN_NF_RF,220,0.07107467558141628,0.18070471027763535,0.06146789075757184,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.2616345470522986,0.515598058393103,0.1565654561580193,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.362525632190965,0.49282796889698605,0.12210771578992298,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__KIE__LN_NF_RF,212,0.3503113680088379,0.5103382523523506,0.13643474965094773,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__QLB__HN_NF_RF,220,0.053173122601668336,0.18155108388790905,0.024390080495684325,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__QLB__HN_WF_RF,220,0.021964534956304578,0.16739038560150568,0.03378934254179094,NA,NA,NA,NA
Biomass,SDM,2017__HAN__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.2432033216884331,0.4828251522852651,0.10689213004888806,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__KAL__HN_WF_RF,220,0.1443156043226895,0.4572389737579101,0.127098101182072,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__KAL__LN_NF_RF,220,0.05185769725764156,0.3252790722573156,0.06384599994898926,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.05715786119037341,0.411286193822599,0.10647242664442985,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__KIE__HN_WF_RF,216,0.06672977146718975,0.45897664892413575,0.11625597082938945,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__KIE__LN_NF_RF,212,0.0595358115846525,0.3758849259376342,0.10546421703103086,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__QLB__HN_NF_RF,220,0.06018902040987122,0.31032496914849855,0.0748980724265218,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.02001031112212707,0.22255794165544368,0.039993401519931825,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.11021785572041959,0.4886280520446516,0.10493365048091541,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__KAL__LN_NF_RF,220,0.2115812429336048,0.41855823467427017,0.08239458815921458,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.1951524391034882,0.3564877200608564,0.08911261697707179,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__KIE__HN_WF_RF,216,0.36291840772240047,0.4495873968492123,0.10622924980478562,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.3065680659925699,0.4089255194945043,0.1010955719167746,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.051904630488213935,0.16165059758935665,0.033540335183930785,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__QLB__HN_WF_RF,220,0.09682390939114376,0.28088108507125426,0.05294284233149038,NA,NA,NA,NA
Biomass,SDM,2017__KAL__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.1661604766109153,0.37200205113178525,0.08582144237503771,NA,NA,NA,NA
Biomass,SDM,2017__KAL__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.015853668564492017,0.083939481755174,0.031490354110851645,NA,NA,NA,NA
Biomass,SDM,2017__KAL__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.06279927021302283,0.19719691827718833,0.039390086945758046,NA,NA,NA,NA
Biomass,SDM,2017__KAL__LN_NF_RF,2017__KIE__LN_NF_RF,212,0.030070249523682587,0.08419973475836688,0.055096946498257963,NA,NA,NA,NA
Biomass,SDM,2017__KAL__LN_NF_RF,2017__QLB__HN_NF_RF,220,0.013397537306472244,0.09946411364622486,0.03040128458140898,NA,NA,NA,NA
Biomass,SDM,2017__KAL__LN_NF_RF,2017__QLB__HN_WF_RF,220,0.04784351276979093,0.2357561857964759,0.0422985736127131,NA,NA,NA,NA
Biomass,SDM,2017__KAL__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.01238131323441254,0.11970720657263768,0.02710192109575279,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_NF_RF,2017__KIE__HN_WF_RF,214,0.4410082485560625,0.6737880007714183,0.21137641070246915,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_NF_RF,2017__KIE__LN_NF_RF,212,0.4601809433064335,0.6568785870908181,0.18538268130073968,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_NF_RF,2017__QLB__HN_NF_RF,215,0.061446831796433767,0.2824289405684755,0.05593019737449319,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_NF_RF,2017__QLB__HN_WF_RF,215,0.04475879145248853,0.19727112463474125,0.05379418138466314,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_NF_RF,2017__QLB__LN_NF_RF,215,0.22981105512105754,0.5344176386775822,0.11596400476748331,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.4429933243163177,0.6097900107431677,0.1537522643726443,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_WF_RF,2017__QLB__HN_NF_RF,216,0.07150316153772415,0.26896128794103286,0.04208641755513493,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_WF_RF,2017__QLB__HN_WF_RF,216,0.059521060907437646,0.23231522166255847,0.03260979954959248,NA,NA,NA,NA
Biomass,SDM,2017__KIE__HN_WF_RF,2017__QLB__LN_NF_RF,216,0.2610431912308023,0.4973040879267436,0.10755176484594789,NA,NA,NA,NA
Biomass,SDM,2017__KIE__LN_NF_RF,2017__QLB__HN_NF_RF,212,0.052405792365779566,0.23660913887150137,0.04126688552153489,NA,NA,NA,NA
Biomass,SDM,2017__KIE__LN_NF_RF,2017__QLB__HN_WF_RF,212,0.04013115429320077,0.17565771990433163,0.042264270066827134,NA,NA,NA,NA
Biomass,SDM,2017__KIE__LN_NF_RF,2017__QLB__LN_NF_RF,212,0.22325505377453256,0.450915814119268,0.10691245015367674,NA,NA,NA,NA
Biomass,SDM,2017__QLB__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.11130022418145279,0.3265074973374732,0.0680080455302132,NA,NA,NA,NA
Biomass,SDM,2017__QLB__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.3487809808775749,0.5410434851208421,0.10797109771152649,NA,NA,NA,NA
Biomass,SDM,2017__QLB__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.11897569474018224,0.3396843285642641,0.058739942510087385,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__GGE__HN_WF_RF,220,0.6225373440113001,0.7956464164361022,0.2848946201463391,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__GGE__LN_NF_RF,220,0.6876387821087298,0.8016375244417147,0.3052962865308963,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__HAN__HN_NF_RF,220,0.6504068525588033,0.7781577004784096,0.2619122100793921,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__HAN__HN_WF_RF,220,0.6033337442758518,0.7659106405278847,0.2547641620433186,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__HAN__LN_NF_RF,220,0.6882437399916138,0.81670432709917,0.27944160915606114,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__KAL__HN_NF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__KAL__HN_WF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__KAL__LN_NF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__KIE__HN_NF_RF,220,0.5809413817808605,0.7431577286532968,0.22020266484384443,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__KIE__HN_WF_RF,220,0.41577633843584794,0.6159999549201806,0.16556933879179966,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__KIE__LN_NF_RF,220,0.5531651208356833,0.7298851028101633,0.22628282683334702,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__QLB__HN_NF_RF,220,0.493076340643076,0.7022669514208596,0.19114501732519668,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__QLB__HN_WF_RF,220,0.29133151731903423,0.5679989631641525,0.10964584685560114,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2015__QLB__LN_NF_RF,220,0.5089588309149002,0.7064976924767417,0.1964153001074268,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__GGE__HN_NF_RF,220,0.6133685026085232,0.7546249077272447,0.26187098248213925,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__GGE__HN_WF_RF,220,0.6061927884116942,0.7661811194446166,0.2470452032429316,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__GGE__LN_NF_RF,220,0.5578575794572691,0.7132979832415771,0.2321352479274446,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__HAN__HN_NF_RF,220,0.643935521820396,0.7882059922350012,0.27479866269640263,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__HAN__HN_WF_RF,220,0.5035859203170308,0.686522824476088,0.19321943880398942,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__HAN__LN_NF_RF,220,0.6056996918529612,0.7551275477141715,0.24520294811687965,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__KAL__HN_NF_RF,220,0.6039957025761653,0.7384840783712662,0.22412666710581222,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__KAL__HN_WF_RF,220,0.5671336520808464,0.7203214191127165,0.20166760605905582,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__KAL__LN_NF_RF,220,0.6135359815581881,0.7576779384998563,0.23263928422610033,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__KIE__HN_NF_RF,216,0.6103749943386632,0.761966682146727,0.23493012959410736,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__KIE__HN_WF_RF,216,0.4142428421492104,0.6238512008954619,0.15348148259527059,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__KIE__LN_NF_RF,215,0.4574873295006454,0.6442391750585622,0.17915580135508313,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__QLB__HN_NF_RF,220,0.4861142932276533,0.6895420453841082,0.19966187024067203,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__QLB__HN_WF_RF,220,0.4730516821683484,0.6779655477479812,0.19249353317920972,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2016__QLB__LN_NF_RF,220,0.42639544237639065,0.6415106247499479,0.18639562507711685,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__GGE__HN_NF_RF,220,0.4968719335084708,0.7140046094115393,0.23781362458208352,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__GGE__HN_WF_RF,220,0.5809610348627506,0.7552965970371289,0.2576730819780557,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__GGE__LN_NF_RF,220,0.48868296394897015,0.6903140372922807,0.19984711489821144,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__HAN__HN_NF_RF,220,0.5928735577016121,0.7520294371221043,0.24197687130780338,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__HAN__HN_WF_RF,220,0.5201938560014049,0.7151000490243037,0.21695016190171965,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__HAN__LN_NF_RF,220,0.604661103829809,0.773131300609141,0.24631900632807832,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__KAL__HN_NF_RF,220,0.6749697896919625,0.7930306599122071,0.26479590756733534,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__KAL__HN_WF_RF,220,0.5329358311046829,0.7091461318697418,0.22945822505351707,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__KAL__LN_NF_RF,220,0.3442824104867525,0.557535937068572,0.13275331473103874,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.40180708869642545,0.6921514646574417,0.1976628112824809,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__KIE__HN_WF_RF,216,0.4922672853128807,0.7079734219269103,0.19614073965663875,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__KIE__LN_NF_RF,212,0.517105853552082,0.7092316934784059,0.19445269030675744,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__QLB__HN_NF_RF,220,0.4952979948595541,0.7001155170373543,0.2082821987933043,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.39158396101183834,0.6235192688053284,0.15270995202869223,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.359232859900146,0.5947651059657506,0.12670688246372844,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__GGE__LN_NF_RF,220,0.6789483353106628,0.8133695474549625,0.27074187227411534,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__HAN__HN_NF_RF,220,0.3214198921699346,0.5835875647318033,0.151568281321122,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__HAN__HN_WF_RF,220,0.6514032467687977,0.7973324016837313,0.27434229912254016,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__HAN__LN_NF_RF,220,0.4778381641417598,0.703318438209655,0.19172788559523113,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__KAL__HN_NF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__KAL__HN_WF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__KAL__LN_NF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__KIE__HN_NF_RF,220,0.5982658769507974,0.7665248530679636,0.22739036866705684,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__KIE__HN_WF_RF,220,0.4937437177745248,0.6552926525529266,0.19570379263312668,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__KIE__LN_NF_RF,220,0.5937818698259728,0.7531744645362696,0.229591171898544,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__QLB__HN_NF_RF,220,0.2927319771764789,0.5670015721587036,0.1397153033119463,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__QLB__HN_WF_RF,220,0.36037434588505274,0.6334187971577174,0.17251474446561163,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2015__QLB__LN_NF_RF,220,0.25656182564456254,0.5094312617277967,0.11139539178489692,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__GGE__HN_NF_RF,220,0.325516788630785,0.6230493116875067,0.16301194626450527,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__GGE__HN_WF_RF,220,0.5572774649720226,0.7488670877873135,0.230271111648753,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__GGE__LN_NF_RF,220,0.4434915992381276,0.6686159931929473,0.17897857284385857,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__HAN__HN_NF_RF,220,0.49893584666443835,0.7028383381324558,0.18008739912555236,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__HAN__HN_WF_RF,220,0.5978820605353916,0.7559806832973633,0.2150614254080284,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__HAN__LN_NF_RF,220,0.5140890212060395,0.71140575781994,0.2000592482871193,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__KAL__HN_NF_RF,220,0.316526062116577,0.5719175264703065,0.11867450501417993,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__KAL__HN_WF_RF,220,0.5774997921045206,0.7426381837340742,0.18923055650349913,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__KAL__LN_NF_RF,220,0.4510852674967338,0.6618799411708356,0.16563331051258467,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__KIE__HN_NF_RF,216,0.43995750855746724,0.6779980709463079,0.20324955081448454,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.5395567165323314,0.7078900677550338,0.1830695482312477,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__KIE__LN_NF_RF,215,0.42303116829668835,0.6217754594411843,0.16374249898268392,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__QLB__HN_NF_RF,220,0.24999609132217804,0.5208894248378535,0.11864532768084557,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__QLB__HN_WF_RF,220,0.5447095327860528,0.7215295582741191,0.20736550773800913,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2016__QLB__LN_NF_RF,220,0.2643753765740245,0.48644506178752756,0.09328016436443336,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__GGE__HN_NF_RF,220,0.5387015425533049,0.7199235897060232,0.22162242234561344,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__GGE__HN_WF_RF,220,0.6817276315468093,0.8195849275623651,0.2838928721363808,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__GGE__LN_NF_RF,220,0.585527407883249,0.7624563993621206,0.21639758827835776,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__HAN__HN_NF_RF,220,0.4299663047777337,0.6759144159627641,0.18034358076555973,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__HAN__HN_WF_RF,220,0.5572785669915138,0.7667682840930222,0.23813999256833313,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__HAN__LN_NF_RF,220,0.6219546707885482,0.7783380197562308,0.2632976527924815,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__KAL__HN_NF_RF,220,0.650334930941082,0.7936099355922079,0.27411293754273486,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__KAL__HN_WF_RF,220,0.5893157971152369,0.7489685173810879,0.22896390519696472,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__KAL__LN_NF_RF,220,0.4499110743971076,0.6129435431611097,0.15261037438098102,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.4273028049590856,0.7203844574850878,0.23619731411968284,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__KIE__HN_WF_RF,216,0.6052484610063991,0.7633610783648292,0.24078260885108344,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__KIE__LN_NF_RF,212,0.5455962509346703,0.725876676494629,0.2187436561524606,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__QLB__HN_NF_RF,220,0.36438163704164656,0.6126471433481909,0.1584651760006446,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__QLB__HN_WF_RF,220,0.5105241824981338,0.6825084665535914,0.19577924855566112,NA,NA,NA,NA
Grain,GN,2015__GGE__HN_WF_RF,2017__QLB__LN_NF_RF,220,0.33817220172121737,0.59594619723548,0.13719631562069742,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__HAN__HN_NF_RF,220,0.512266304044371,0.6861261220648812,0.1825401609246124,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__HAN__HN_WF_RF,220,0.5938316029782603,0.7519336425057618,0.22730309340651053,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__HAN__LN_NF_RF,220,0.6028185586206863,0.7605055701751915,0.2374449535372864,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__KAL__HN_NF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__KAL__HN_WF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__KAL__LN_NF_RF,0,NA,NA,NA,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__KIE__HN_NF_RF,220,0.5618258013168689,0.7363157390554651,0.19343356032348172,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__KIE__HN_WF_RF,220,0.38834142194064525,0.5778105858686036,0.14553983028853787,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__KIE__LN_NF_RF,220,0.5375833516781602,0.7350106782822335,0.22279310416939968,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__QLB__HN_NF_RF,220,0.39321823858672267,0.6318410034767811,0.1773101889348496,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__QLB__HN_WF_RF,220,0.30368399766197696,0.5701988583535723,0.12493420428462866,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2015__QLB__LN_NF_RF,220,0.3775628916133569,0.594963457171354,0.14631962934801118,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__GGE__HN_NF_RF,220,0.5010481206693312,0.7109234037517681,0.21974138067998927,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__GGE__HN_WF_RF,220,0.6017610191509462,0.7595566399756569,0.24395043910119205,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__GGE__LN_NF_RF,220,0.5036096039069888,0.7034649476228848,0.19730337882117488,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__HAN__HN_NF_RF,220,0.5879674052967001,0.7537706451485662,0.22587564978413494,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__HAN__HN_WF_RF,220,0.5293839923517601,0.6940736942348547,0.1620754542388185,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__HAN__LN_NF_RF,220,0.581162114114381,0.7461746955703442,0.24471756165045958,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__KAL__HN_NF_RF,220,0.4781897740345128,0.6543651352676333,0.18900158957323276,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__KAL__HN_WF_RF,220,0.5352535061265172,0.6996692268247465,0.1854608170980888,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__KAL__LN_NF_RF,220,0.5482910213212784,0.7120425102697464,0.18291136700685165,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__KIE__HN_NF_RF,216,0.5365397798295453,0.7319520356279545,0.2382116988328618,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.43273412206995726,0.6358982602793555,0.14962383194934847,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__KIE__LN_NF_RF,215,0.4729203693156726,0.652907580477674,0.15829671634139178,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__QLB__HN_NF_RF,220,0.3881831637181901,0.6193910843387073,0.15812055762895258,NA,NA,NA,NA
Grain,GN,2015__GGE__LN_NF_RF,2016__QLB__HN_WF_RF,220,0.4904905607770972,0.6888365462096324,0.1875145156756027,NA,NA,NA,NA
