Date,Location,Temperature.Air.Mean_C,Precipitation_mm_d,Relative.Air.Humidity_percent,Global.Radiation_MJ_m2_d,Wind.Speed_m_s,Temperature.Air.Min_C,Temperature.Air.Max_C
2019-06-06,HAN,16.8,0,73.9,12.53,3.4,11.8,22.4
2019-06-07,HAN,17,13.8,70.8,26.6,3.8,9,23.8
2019-06-08,HAN,15.7,0,60,20.77,5.4,11.5,19.7
2019-06-09,HAN,17.1,1.6,58,25.66,2.7,10,22.8
2019-06-10,HAN,20.1,0.9,63.5,18.68,2.3,14.1,25.7
2019-06-11,HAN,17.9,9.8,80.9,15.15,2.7,14.4,22.1
2019-06-12,HAN,16.5,3.3,89.9,12.49,2.4,12.4,19.4
2019-06-13,HAN,18.1,0,62,23.59,3.5,12,23.9
2019-06-14,HAN,21,2.8,58.6,23.99,3.6,10.5,28.5
2019-06-15,HAN,19.9,0,74,19.96,3.6,12.7,24.7
2019-06-16,HAN,17,0,79.5,16.39,2.1,11.5,21.6
2019-06-17,HAN,19.8,1.6,68.6,27.39,1.9,12,25.7
2019-06-18,HAN,22.6,1.6,58.8,25.45,2.6,14.3,29.2
2019-06-19,HAN,23,5.7,63.6,23.27,3.1,15.9,31.1
2019-06-20,HAN,19.5,0.5,74.6,18.07,3.1,14.9,24.9
2019-06-21,HAN,18,1.6,66.5,23.41,2.7,11.4,22.8
2019-06-22,HAN,18,1.6,65,25.16,2.9,9.9,24.2
2019-06-23,HAN,21,1.6,56.3,28.7,3.2,13.2,27.1
2019-06-24,HAN,22.9,1.6,50.3,28.95,3.4,14.5,29.1
2019-06-25,HAN,25.7,1.6,52.2,28.2,3,15.4,32.8
2019-06-26,HAN,25.7,1.6,61.7,28.91,4.1,15.2,32.6
2019-06-27,HAN,16.7,1.6,65.4,26.6,4.5,12.2,22.4
2019-06-28,HAN,17.6,1.6,62.4,24.05,2.4,12.2,24.1
2019-06-29,HAN,21.9,1.6,54.1,29.52,1.8,10.6,31.1
2019-06-30,HAN,26,1.6,47.7,28.38,4,15.2,35.4
2019-07-01,HAN,20.3,0.1,57.8,22.52,4.3,14,26.1
2019-07-02,HAN,16.5,1.3,58.8,19.92,4.2,9.8,21.4
2019-07-03,HAN,14.5,1.3,62,21.64,3.2,7.7,20.8
2019-07-04,HAN,15.7,1.3,59.8,25.8,2.3,6.6,22.5
2019-07-05,HAN,18.6,1.3,60.8,15.96,3.6,13.1,23.9
2019-07-06,HAN,16.8,3.7,75.9,12.26,3.5,11.7,24.4
2019-07-07,HAN,14.1,0,66.9,13.59,4.1,9.7,18.6
2019-07-08,HAN,13.1,0.2,71.2,12.14,3.5,8.3,17
2019-07-09,HAN,13.4,0,73.8,11.38,3.6,9.2,17.5
2019-07-10,HAN,15.2,0,66.7,13.8,2.3,9.9,20.3
2019-07-11,HAN,16.6,1.1,80.6,9.47,1.9,12.8,21.3
2019-07-12,HAN,17,4.7,83,14.94,2.4,13.2,23.5
2019-07-13,HAN,15.6,0.1,89.3,8.47,3.6,13.4,18.9
2019-07-14,HAN,14.5,0.6,80.9,6.91,2.8,12.3,16.5
2019-07-15,HAN,14.2,0,76.4,8.7,3.2,11.5,16.3
2019-07-16,HAN,14.6,0.1,83.6,6.58,3.7,12.1,16.6
2019-07-17,HAN,17,0,71.7,17.66,2,11.9,22.7
2019-07-18,HAN,19.5,0.2,62.1,19.46,1.6,11.3,26.4
2019-07-19,HAN,20,0,68,14.27,2.4,15,24.9
2019-07-20,HAN,20.3,6.4,73.7,20.6,3,13.6,30.3
2019-07-21,HAN,19.7,1.3,71.7,22.18,3.4,13.8,25.2
2019-07-22,HAN,20.3,0,66.4,17.39,2.5,12.2,27.5
2019-07-23,HAN,24.1,1.3,60.9,27.03,1.5,14.8,32.4
2019-07-24,HAN,27.1,1.3,50.1,26.87,2.2,16.2,36
2019-07-25,HAN,29,1.3,43.3,24.79,2.5,18.5,37.5
2019-07-26,HAN,26.1,1.3,47.5,25.9,4.1,18.2,32.8
2019-07-27,HAN,24,1.3,50.8,25.63,4.4,16.6,30
2019-07-28,HAN,23.4,0,60.9,19.43,2.9,16.4,29.9
2019-07-29,HAN,20.5,0.1,80.3,7.93,3.2,17.8,23.8
2019-07-30,HAN,23.2,5.3,59.1,21.88,1.9,17.4,30.1
2019-07-31,HAN,20.4,0.8,66.6,17.13,2.7,14.5,26.1
2019-08-01,HAN,19.3,1.5,64.3,16.7,1.8,13.2,25.1
2019-08-02,HAN,19.2,0.6,70.6,17.53,2.1,13.5,25.7
2019-08-03,HAN,18.4,6,79.2,14.86,2.6,13.4,24.4
2019-08-04,HAN,19,0,68.7,16.59,1.6,14,24.9
2019-08-05,HAN,20.3,18.1,70.8,10.78,2.4,15.2,27.3
2019-08-06,HAN,20.1,5.9,67.1,16.92,3,15.2,25.5
2019-08-07,HAN,19.8,2,66.8,15.05,3.1,15.1,24.7
2019-08-08,HAN,19.5,1.5,62.2,21.64,3.9,13.4,25.5
2019-08-09,HAN,20.4,0.2,70.6,14.2,2.7,11.9,27.9
2019-08-10,HAN,22.3,1.5,58,16.85,5,18.1,26.2
2019-08-11,HAN,20.7,1.5,50.9,16.57,3.2,15.1,26.1
2019-08-12,HAN,18.7,0.8,60.8,18.67,3.6,13.1,24.5
2019-08-13,HAN,15.1,1.5,71.9,13.69,3.8,10.8,20.4
2019-08-14,HAN,15.9,2.3,61.3,20.32,2.8,9.5,22.2
2019-08-15,HAN,16.8,9.4,78.7,9.42,3.7,13.5,22.1
2019-08-16,HAN,17.8,0,67,17.24,3.1,13.4,22.9
2019-08-17,HAN,19.8,0.1,67.2,7.69,3.7,16.2,24.2
2019-08-18,HAN,17.9,5.1,87.2,6.67,3,14.5,21.2
2019-08-19,HAN,17.6,0.1,66.9,19.18,3.6,12.1,22.8
2019-08-20,HAN,16.8,0,64.9,16.45,2.6,10.6,21.7
2019-08-21,HAN,16.3,1.5,65.8,19.79,1.8,10,22.8
2019-08-22,HAN,18.4,1.5,56.8,21.81,2,8.4,26.9
2019-08-23,HAN,20.1,1.5,56.3,21.07,1.5,9.6,29
2019-08-24,HAN,21.3,1.5,56.7,21.47,2.3,11.2,29.5
2019-08-25,HAN,23.5,1.5,61.3,20.46,1.5,14.7,31.7
2019-08-26,HAN,25,0,57.9,20.64,2.1,16.7,33.1
2019-08-27,HAN,24,0,62.5,16.9,2.1,16,32.7
2019-08-28,HAN,24.1,2.7,63.2,15.3,2.1,16.8,33.3
2019-08-29,HAN,20.3,11.6,80.3,12.92,2.3,16,26.1
2019-08-30,HAN,20.1,1.5,76.4,14.72,1.3,15.4,26.8
2019-08-31,HAN,23.5,0,63.8,18.98,2.3,14.2,32.3
2019-09-01,HAN,18.3,0.1,73.3,8.35,3.6,11.4,23.2
2019-09-02,HAN,14.8,0,67.1,17.45,2.9,9.2,20.9
2019-09-03,HAN,15.7,0,68,5.26,3.3,10.2,19.8
2019-09-04,HAN,17.8,0.6,68.6,12.15,3.3,13.8,24.3
2019-09-05,HAN,14.2,0,74.5,11.85,4.4,9,19.5
2019-09-06,HAN,13.7,0.2,63.5,17.56,2.7,6.5,20
2019-09-07,HAN,13.4,2.7,77,8.7,2.2,9.1,16.9
2019-09-08,HAN,13.5,0,80.2,12.43,1.6,7.9,19.3
2019-09-09,HAN,13.3,4,85.2,5.19,2.2,9.9,17
2019-09-10,HAN,13.2,2.2,71.2,15.47,2.8,7.7,19.3
2019-09-11,HAN,14.4,2.4,71.1,13.67,3.6,6.8,21.9
2019-09-12,HAN,17.8,0,78.1,10.36,3.4,14.3,23.1
2019-09-13,HAN,16.8,0,72.8,8.82,3.5,7.6,20.8
2019-09-14,HAN,12.2,2.2,71.6,16.64,1.1,4.8,19.8
2019-09-15,HAN,15.9,3.4,63.2,15.47,3.7,7.2,23.9
2019-09-16,HAN,12.6,1.6,89.5,3.98,2,9.9,14.4
2019-09-17,HAN,11.8,0.5,76.2,11.16,5.3,8.3,16
2019-09-18,HAN,11.1,0.7,71.9,11.7,3.8,6.5,16.1
2019-09-19,HAN,10,0,71.8,11.71,2.4,4.8,16.2
2019-09-20,HAN,10.4,2.2,73.6,14.77,1.3,3.7,18.6
2019-09-21,HAN,13.6,2.2,65.2,15.84,1.8,4.7,23
2019-09-22,HAN,16.4,2.2,58.8,15.62,2.3,6.7,26.4
2019-09-23,HAN,14.8,0.7,83.9,3.88,2.1,10.3,17.2
2019-09-24,HAN,15.8,4.8,75.8,9.81,2.2,10.6,21.1
2019-09-25,HAN,14.6,5.1,87.2,6.06,2.4,11.6,18.7
2019-09-26,HAN,15.7,10.3,87,5.91,3.2,12.6,19.2
2019-09-27,HAN,15.6,0.3,81.7,8.5,3.1,13,19.1
2019-09-28,HAN,15,1.3,78,8.12,5,13.5,18.1
2019-09-29,HAN,14.8,23.7,83,4.35,4.7,12.8,16.9
2019-09-30,HAN,14.2,10.8,79.6,7.85,6.9,11.5,16.7
2019-10-01,HAN,14.4,17,86.4,4.81,4,10.8,17.9
2019-10-02,HAN,9.7,1.3,81.6,10.07,4.3,7,14
2019-10-03,HAN,10.4,4.3,90,5.43,3.7,8.3,13.5
2019-10-04,HAN,9.3,15.9,91.9,2.89,3.6,7.8,10.9
2019-10-05,HAN,8.8,3.6,83.9,8.32,3,4.8,13
2019-10-06,HAN,6.9,0,85.2,4.38,3.4,3.6,10.1
2019-10-07,HAN,7.5,2.4,76.4,11.06,2.4,0.6,13.1
2019-10-08,HAN,12.2,1.8,88.7,2.86,3.7,10.2,14.2
2019-10-09,HAN,12,6.7,81.5,6.1,4.1,9.2,14.9
2019-10-10,HAN,10.9,1.9,81.1,6.09,4.3,8.7,13.8
2019-10-11,HAN,14.2,0.6,72.8,4.98,5.7,11.4,16.2
2019-10-12,HAN,16.3,0,73.8,6.12,4.3,13.2,18.6
2019-10-13,HAN,18.6,0.4,75.9,7.45,3.9,14,22.6
2019-10-14,HAN,17.1,3.6,78.9,9.37,2.7,12.8,21.5
2019-10-15,HAN,17.3,41.6,78.7,9.28,2.3,12.7,23
2019-10-16,HAN,13.5,1.5,84.9,5.68,3.9,11.4,16.1
2019-10-17,HAN,14.6,1.3,82.4,4.33,3.7,13.3,17.3
2019-10-18,HAN,13.5,0.1,78.1,5.53,4.5,10.1,18.4
2019-10-19,HAN,12.7,1.6,78.5,5.37,3.7,9.6,16.5
2019-10-20,HAN,12.8,5.8,95.6,2.4,1.6,11.5,14.1
2019-10-21,HAN,14.3,0.1,87,5.43,2.3,10.7,19.3
2019-10-22,HAN,11.2,3.6,83.5,5.19,2.1,7.9,13.4
2019-10-23,HAN,12.1,3.6,88.1,7.88,2.7,8.2,17.1
2019-10-24,HAN,13.9,0,85.6,6.01,3.5,10,17.3
2019-10-25,HAN,14.3,0,70.7,7.06,3.9,11.7,16.7
2019-10-26,HAN,15.7,1.4,67.9,7.84,5.5,13.1,18.7
2019-10-27,HAN,10.8,0.6,75.8,3.12,4.6,6.4,16.8
2019-10-28,HAN,7.3,0.1,85.8,6.5,2.7,3.9,11.8
2019-10-29,HAN,5,0,88.6,6.32,1.4,1.4,9.7
2019-10-30,HAN,2.8,3.6,84.8,7.55,1.6,-1.4,8.7
2019-10-31,HAN,1.6,3.6,83.6,7.46,2.1,-3,7.6
2019-11-01,HAN,3,6.9,89.3,3.49,3.8,-2.6,8.9
2019-11-02,HAN,12.5,3,84.3,2.92,3.9,8.8,15.7
2019-11-03,HAN,11.9,3.4,80.5,3.51,3.2,10.1,14.3
2019-11-04,HAN,10.8,0.1,86,3.27,2.6,8.3,13
2019-11-05,HAN,9,4.2,89.5,2.3,2.6,7.2,10.4
2019-11-06,HAN,7.2,2.2,92.2,2.03,2.2,3.3,8.9
2019-11-07,HAN,7,0.5,88.9,3.38,2.7,2.9,11.5
2019-11-08,HAN,6.1,1.4,88.3,2.84,1.7,3.1,8.9
2019-11-09,HAN,5.5,0.3,89.9,3.4,2,1.7,8.4
2019-11-10,HAN,2.5,0,91.3,5.55,1.6,-1,7
2019-11-11,HAN,3.3,0,82.2,4.47,4.4,0.8,5.5
2019-11-12,HAN,5.3,0,76.5,3.78,4.6,3,8.3
2019-11-13,HAN,4.4,0,81.6,3.13,3.5,2.1,6.2
2019-11-14,HAN,4.7,1.5,81,5.24,3.2,1,8.7
2019-11-15,HAN,4.5,2.7,89.4,1.35,3.4,1.4,6.8
2019-11-16,HAN,4.3,3.1,88.2,1.98,3.1,1.8,6.5
2019-11-17,HAN,2.7,1.1,93,1.6,2.4,-0.3,5.2
2019-11-18,HAN,5.3,5.1,93.3,1.29,2.8,3.9,6
2019-11-19,HAN,4.9,0,87.2,2.23,3.8,2.4,6.6
2019-11-20,HAN,2.8,0,96,1.33,1.2,1.2,4.7
2019-11-21,HAN,4.4,0.3,95.2,1.22,1.9,2.6,5.9
2019-11-22,HAN,4.9,1.5,90.1,2.8,3,2,7.6
2019-11-23,HAN,4.9,1.5,91.7,1.74,3.9,1.3,7.5
2019-11-24,HAN,4.2,1.5,94.2,1.45,3.3,2.3,5.5
2019-11-25,HAN,4,0.1,96.2,1.15,2.5,2.9,5.3
2019-11-26,HAN,7.6,0,87.8,1.43,3.2,4.4,10.1
2019-11-27,HAN,9.3,0.9,84.5,1.69,4.4,7.3,11.1
2019-11-28,HAN,9.7,1.8,83.1,1.59,6.1,7.6,11
2019-11-29,HAN,4.9,0.1,81.1,2.92,4.8,2.2,7.7
2019-11-30,HAN,2.5,0,89,3.5,2.5,-1.6,5.7
2019-12-01,HAN,-0.5,0.1,97.1,1.68,1.2,-2.4,1.6
2019-12-02,HAN,2.7,0.3,92.5,2.2,2.9,-0.1,4.7
2019-12-03,HAN,5,0,91.5,1.03,2.6,2.3,6.5
2019-12-04,HAN,2.1,1.5,89.8,3.95,2.1,-1.8,5.3
2019-12-05,HAN,0.9,0,84.6,3.94,2.8,-2.3,4.7
2019-12-06,HAN,3.9,2.9,83.8,1,6.3,0.8,6.6
2019-12-07,HAN,8.2,0.6,86.1,1.24,5.6,6.5,8.9
2019-12-08,HAN,8.9,2.1,75.1,0.98,6.1,7,10.8
2019-12-09,HAN,6.3,3.5,80.4,1.44,5.2,3.5,7.8
2019-12-10,HAN,3.5,2.2,77.3,3.52,4.3,1.2,5.4
2019-12-11,HAN,3.3,5.5,86,0.95,4.5,1.7,5.3
2019-12-12,HAN,3.5,0,86.4,1.29,3.7,1.7,4.7
2019-12-13,HAN,2.1,2.4,83.7,1.15,4.4,0.9,3.6
2019-12-14,HAN,4.6,4.6,83.7,1.57,5.2,2.5,6.3
2019-12-15,HAN,6.7,3.9,71.8,3.17,6,3,8.9
2019-12-16,HAN,7.2,0,83.5,0.93,2.7,3.9,9.5
2019-12-17,HAN,11.1,2.3,70.4,2.88,3.8,6,14.5
2019-12-18,HAN,7,1.5,85.8,2.76,2.9,1.8,12.1
2019-12-19,HAN,7.9,0,81.2,3.42,3.5,3,12.3
2019-12-20,HAN,8,0.7,77.9,2.38,3.9,2.4,12.1
2019-12-21,HAN,7.4,1,78,3.33,3.7,3.7,9.3
2019-12-22,HAN,6.8,3.4,83.1,1.48,4,3.9,9
2019-12-23,HAN,7.1,0.3,85.8,1.53,4.3,5.8,8.2
2019-12-24,HAN,6.6,4.6,87.5,1.03,4,5,8.2
2019-12-25,HAN,6.3,1,91.3,0.99,3.4,4.5,7.6
2019-12-26,HAN,4.5,0,89.4,1.47,1.8,2.1,6.3
2019-12-27,HAN,2,0,88.1,1.93,1.8,-0.9,4.1
2019-12-28,HAN,-0.8,1.5,91,2.26,1.7,-3,1.2
2019-12-29,HAN,0.5,1.5,73.9,2.52,2.4,-3.2,4.2
2019-12-30,HAN,5.9,0.4,39.9,2.53,3.7,2.5,9.5
2019-12-31,HAN,4.9,0,82.7,1.95,3.1,-0.2,6.8
2020-01-01,HAN,0,0.9,88.8,3.67,1.7,-2.9,4.4
2020-01-02,HAN,0.5,0.9,82.1,3.77,2.8,-3.1,3.9
2020-01-03,HAN,5.9,2,86.7,1.19,5.3,2.8,8.6
2020-01-04,HAN,4.4,4.2,88,1.07,5.2,1.7,6.3
2020-01-05,HAN,3.4,0,88.9,1.46,2.5,-0.2,5.5
2020-01-06,HAN,4.3,0,79.7,1.09,3.1,0.8,5.5
2020-01-07,HAN,4.9,0,85.3,1.66,3.8,1.5,6.9
2020-01-08,HAN,7.9,2.9,87.1,1.12,4.5,5.8,9.3
2020-01-09,HAN,10.1,0.5,88.8,1.13,4.1,7.6,12
2020-01-10,HAN,8.2,0.4,84,2.25,4.8,4,11.4
2020-01-11,HAN,4.1,0.9,80.9,3.44,3.7,1.6,6.3
2020-01-12,HAN,5.2,0.3,78.9,1.73,5.7,2.8,8.1
2020-01-13,HAN,6.3,0.1,83.9,2.85,3.7,4.7,7.8
2020-01-14,HAN,9.4,0,71.8,1.47,6.6,6.9,11.2
2020-01-15,HAN,11.4,0,64.1,4.21,6.2,7.6,13
2020-01-16,HAN,6.7,0,81.7,4.77,2.8,3,10.5
2020-01-17,HAN,7.8,0.4,78.2,4.42,3.8,4.2,10.9
2020-01-18,HAN,4.8,0,78,2.48,4,2.6,7.1
2020-01-19,HAN,3.3,0.2,88,2.45,2.9,1.8,5.4
2020-01-20,HAN,3.1,0.9,91.4,2.5,1.8,-1.2,6.5
2020-01-21,HAN,1.5,0,82.6,5.23,2.4,-1.7,5.2
2020-01-22,HAN,2.7,0.1,93.6,1.37,2.7,-0.3,3.7
2020-01-23,HAN,2.5,0.9,90.1,1.56,1.4,-2.3,5.1
2020-01-24,HAN,-0.9,0.9,91.7,2.21,2.6,-3.3,0.4
2020-01-25,HAN,0.1,0,91.5,1.45,2.6,-0.9,1
2020-01-26,HAN,2,0,91.9,2.18,3.1,-0.1,5
2020-01-27,HAN,6.1,2.8,84.3,1.8,4.6,3.5,8.3
2020-01-28,HAN,5.1,0.9,80.7,1.72,6,2.2,6.9
2020-01-29,HAN,4.2,1.9,79.9,2.81,5.8,3.1,5.9
2020-01-30,HAN,7.1,0.5,77.5,1.72,5.9,4.1,9.7
2020-01-31,HAN,11.3,0.3,77.8,3.32,6.3,9.4,12.9
2020-02-01,HAN,10.7,3.6,79.6,1.72,5.4,7.9,12.3
2020-02-02,HAN,7.4,9.6,85.4,1.75,4.6,5.8,9.1
2020-02-03,HAN,8.4,4.2,84.9,2.14,4.6,5.2,10
2020-02-04,HAN,4.6,0.2,83,4.3,5,3,5.9
2020-02-05,HAN,2.6,4.6,75.1,6.93,3.4,-0.8,5.3
2020-02-06,HAN,4.2,4.6,82.2,1.89,2.9,2.1,5.4
2020-02-07,HAN,4.5,4.6,79.5,3.31,3.1,1.3,6.9
2020-02-08,HAN,5.2,4.6,70.5,5.21,3.8,0.8,8.1
2020-02-09,HAN,9.7,21.3,67.1,3.33,8,5.5,13
2020-02-10,HAN,6.7,14.4,78,4.28,8.3,2.5,11.1
2020-02-11,HAN,3.9,1.9,73.4,3.78,8.4,1.1,6.2
2020-02-12,HAN,3.9,0.5,69.3,4.63,7.4,2.1,6.3
2020-02-13,HAN,3.1,5.6,83.1,2.15,4.6,1.2,4.8
2020-02-14,HAN,6,0.2,86.5,3.13,3.1,4.3,7.8
2020-02-15,HAN,7.9,0,70.6,6.93,5.1,3.9,11.5
2020-02-16,HAN,13.1,3.4,62.7,3.57,8.2,7.9,17.1
2020-02-17,HAN,8.1,4.8,68.9,5.74,6.5,5.2,10.8
2020-02-18,HAN,6.5,2.8,73.9,5.96,6.4,3.6,8.4
2020-02-19,HAN,5.2,1,75.9,3.83,5.5,2.2,6.6
2020-02-20,HAN,6.2,5.5,79.8,2.82,5.2,2.3,9
2020-02-21,HAN,6.1,0,71.5,5.13,6.4,3.8,7.9
2020-02-22,HAN,8.5,5.3,65.8,3.78,7.7,5.4,11.3
2020-02-23,HAN,7.5,15.5,85.1,2.57,6.8,3.2,12.1
2020-02-24,HAN,5.8,8.6,81.1,4.48,5.4,3.8,9.9
2020-02-25,HAN,7.3,3,73.1,7.83,6,2.4,10.2
2020-02-26,HAN,2.8,4.8,89.4,4.6,3.8,1,5
2020-02-27,HAN,3,0.6,82.8,3.79,3.4,1.1,5.4
2020-02-28,HAN,3.8,10.3,77.1,8.23,5.3,1.1,7.1
2020-02-29,HAN,7.9,0.4,75.5,7.66,6.4,2.2,13.4
2020-03-01,HAN,6.9,2.9,64.5,6.47,5.1,4.4,9.9
2020-03-02,HAN,6.6,3.7,76.2,10.56,3.4,3.6,10.3
2020-03-03,HAN,5.3,0.7,80.6,8.32,3.6,1.1,8.7
2020-03-04,HAN,3.6,1,84.4,6.27,2.6,0.8,7.2
2020-03-05,HAN,5.2,2.9,76.6,5.54,3.8,0.6,8.5
2020-03-06,HAN,4.3,7.7,93.9,3.02,4,2.5,6.4
2020-03-07,HAN,4.9,1.6,77.9,5.28,4.2,2.5,7.7
2020-03-08,HAN,8.2,0.3,69.3,5.85,4.5,4.7,11.3
2020-03-09,HAN,7.9,2,75.4,7.74,3.9,5,10.9
2020-03-10,HAN,8.4,8.1,86.3,3.22,6,4.8,12.2
2020-03-11,HAN,10.4,4.8,79.1,6.75,4.6,8.1,13
2020-03-12,HAN,9.3,0.3,65.3,10.31,7.7,4.4,12.9
2020-03-13,HAN,5.8,5.6,77.4,7.7,6.2,2.1,8.4
2020-03-14,HAN,4.3,1.6,72.2,14.53,2.7,-1.6,9.7
2020-03-15,HAN,9.1,1.6,57.2,13.1,5.2,3.9,14
2020-03-16,HAN,9.8,0.2,65.6,14.29,2.4,3.6,16.3
2020-03-17,HAN,9.6,1.6,66.9,13.33,2.8,5.1,14.5
2020-03-18,HAN,11,1.6,59.3,13.56,3.6,5.1,16.6
2020-03-19,HAN,10,0.2,78,6.04,2.4,5.4,14.4
2020-03-20,HAN,6.9,0,79.3,3.93,2.9,4.5,8.6
2020-03-21,HAN,3.3,1.6,64.8,10.25,4.7,-0.6,6.8
2020-03-22,HAN,2.1,1.6,53.8,16.63,4.8,-2.6,6.7
2020-03-23,HAN,1.8,1.6,45.9,16.8,4,-3.7,7.2
2020-03-24,HAN,2.8,1.6,45.1,16.87,3.6,-3.2,8.8
2020-03-25,HAN,3.4,1.6,43,16.77,3.3,-3.4,9.4
2020-03-26,HAN,4.4,1.6,47.7,17.35,3.9,-3.1,10.5
2020-03-27,HAN,8.5,1.6,51.1,17.3,3.7,0.4,16
2020-03-28,HAN,7,0,62.2,17.79,3.6,0.2,13.5
2020-03-29,HAN,2.6,1,69.1,5.67,4.8,-3.2,4.5
2020-03-30,HAN,0.3,1.6,79.2,6.5,2.6,-5.4,3.8
2020-03-31,HAN,1.7,1.6,69.4,15.54,1.7,-3.3,7.1
2020-04-01,HAN,3.5,0.5,63.6,15.73,2.7,-3.6,9.4
2020-04-02,HAN,6.1,0.9,65,8.85,4.2,1.3,9.2
2020-04-03,HAN,7,0.5,63.2,7.87,3.8,3.8,10.3
2020-04-04,HAN,7.5,0.5,57,19.43,1.8,0.7,13.5
2020-04-05,HAN,10.7,0.5,49.5,19.74,4.6,1.8,17.8
2020-04-06,HAN,14.3,0.5,43.1,19.97,3.3,3.6,23.5
2020-04-07,HAN,13.4,0.5,61.3,18.95,2.3,7.3,19.1
2020-04-08,HAN,14.5,0.5,54.7,19.62,1.9,5.4,23.5
2020-04-09,HAN,12.7,0.5,61.4,19.31,2.5,5.3,19.3
2020-04-10,HAN,8.3,0.5,61.6,20.37,2.3,1.8,14.9
2020-04-11,HAN,10,0.5,55.2,20.85,2,0.7,18.1
2020-04-12,HAN,14.6,0,46.4,20.59,2.3,5.3,22.6
2020-04-13,HAN,7.4,0,54.7,14.09,6.3,3.5,11.9
2020-04-14,HAN,5.3,0.5,62.2,14.45,4,0.3,10
2020-04-15,HAN,8.2,0.5,58.7,20.13,2.6,0.9,16.7
2020-04-16,HAN,11.3,0.5,57.4,21.83,2,2.1,20.6
2020-04-17,HAN,9.9,0.5,62.7,22.27,1.9,2,17.8
2020-04-18,HAN,12.2,0,53.2,21.25,3.1,3.6,20.2
2020-04-19,HAN,9.8,0.5,41.6,22.73,4.4,3.2,15.6
2020-04-20,HAN,10.1,0.5,45.5,22.97,5.1,0.8,16.1
2020-04-21,HAN,11.8,0.5,44.8,23.12,6,4.5,17.3
2020-04-22,HAN,12.7,0.5,46.1,23.34,4.5,4.4,19.4
2020-04-23,HAN,13.2,0.5,52.1,23.39,2.4,3.4,21
2020-04-24,HAN,12.7,0.5,57,20.85,3.8,5.8,20
2020-04-25,HAN,9.9,0.5,61.7,13.98,3.5,3.2,15.3
2020-04-26,HAN,10,0.5,65.6,22.71,1.8,1.3,18.1
2020-04-27,HAN,13,0.5,56.8,23.45,2,2.9,22.2
2020-04-28,HAN,12.7,0.1,71.6,16.31,1.8,5.3,20.1
2020-04-29,HAN,12.9,1,78.5,12.7,3.2,8.9,16.2
2020-04-30,HAN,12.4,8.6,74,14.19,4.1,7.7,16.7
2020-05-01,HAN,10.5,0.2,73.9,15.61,3.9,6.7,15.3
2020-05-02,HAN,9,5,83.3,10.86,3.6,6.3,12.6
2020-05-03,HAN,10.6,0.6,77,13.06,2.7,6.9,15
2020-05-04,HAN,9.6,0.6,75.5,15.82,2.9,3.7,14.5
2020-05-05,HAN,7.8,0.6,63.9,21.73,2.8,1.3,13.9
2020-05-06,HAN,9.6,0.6,61.7,25.72,2.8,0.8,16.7
2020-05-07,HAN,10.9,0.6,61.8,23.72,2.3,2.4,19.2
2020-05-08,HAN,13.2,0.6,54.6,22.95,1.9,4.1,20.9
2020-05-09,HAN,15.4,0.6,52.6,25.72,1.8,5.5,22.8
2020-05-10,HAN,14.4,1.3,65,15.31,2.5,5.9,21.4
2020-05-11,HAN,6.7,0.1,64.4,12.62,4.7,2.5,11.1
2020-05-12,HAN,6.8,0.6,65.2,15.87,3.3,0.7,11.9
2020-05-13,HAN,8.8,0.6,64.9,16.72,2.7,4.4,14.2
2020-05-14,HAN,8.3,0.6,62.7,20.55,3,2.6,14
2020-05-15,HAN,8.3,0.6,62.8,19.86,3,0.3,14.5
2020-05-16,HAN,11.2,0.6,58.5,17.96,3,2.2,16.8
2020-05-17,HAN,12.5,0.6,59.8,21.28,3.2,6.5,18.1
2020-05-18,HAN,15.5,0,57.3,23.32,3.5,6.6,22.3
2020-05-19,HAN,15.3,0.3,65.6,12.58,2.6,8.8,21
2020-05-20,HAN,14.8,0,73.2,11.78,1.6,8.8,19.1
2020-05-21,HAN,16.2,0.6,59.7,27.65,1.9,6.7,23.8
2020-05-22,HAN,17.5,1.4,70.1,10.75,2.6,10.1,22.4
2020-05-23,HAN,14.6,0.6,67.2,13.49,3.5,9.6,17.5
2020-05-24,HAN,12.4,3.9,76.1,12.51,4.3,9.2,16.4
2020-05-25,HAN,12.4,0.6,74,14.5,5.1,5.7,16.2
2020-05-26,HAN,12.9,0.6,73.5,19.17,1.4,4.9,19.8
2020-05-27,HAN,15.9,0.6,62.7,22.46,2.6,7.4,22.5
2020-05-28,HAN,13.9,0.6,57.7,27.34,3.5,7.6,20
2020-05-29,HAN,14,0.6,58.1,27.27,2.2,5.5,21.1
2020-05-30,HAN,14.6,0.6,51.8,19,2.8,6,20.3
2020-05-31,HAN,14.9,0.6,55.8,22.68,3.1,6.9,21.2
2020-06-01,HAN,16.5,2.2,51.5,28.5,2.9,5.8,24.1
2020-06-02,HAN,19,2.2,51.4,27.9,1.7,9.5,26.5
2020-06-03,HAN,19.3,0.3,59.1,23.25,2.6,11.4,26.9
2020-06-04,HAN,14.6,11.9,85.9,9.33,2.6,10.9,17.7
2020-06-05,HAN,11.1,1.6,77.6,17.19,4.7,7.8,16.4
2020-06-06,HAN,11.9,1.3,68.3,22.28,3.9,7.8,17.1
2020-06-07,HAN,14.2,2.2,62.1,20.12,3.7,9.5,18.6
2020-06-08,HAN,14.3,0,71,18.71,1.8,7.9,19.6
