Date,Location,Temperature.Air.Mean_C,Precipitation_mm_d,Relative.Air.Humidity_percent,Global.Radiation_MJ_m2_d,Wind.Speed_m_s,Temperature.Air.Min_C,Temperature.Air.Max_C
2014-01-01,GGE,4.8,2.6,83.7,2.77,2.2,0.2,8.7
2014-01-02,GGE,7.4,0.9,86.3,2.22,3.9,4.2,10.4
2014-01-03,GGE,7.8,0,84.9,1.89,3.1,3.4,11.4
2014-01-04,GGE,6.5,2.5,87.1,1.28,2.4,3.2,9.5
2014-01-05,GGE,5.5,0.1,84.8,3.15,3,1.8,8.3
2014-01-06,GGE,6,6,80.6,1.31,2.7,1.8,9.2
2014-01-07,GGE,9.9,1.4,81.2,3.31,2.9,7,12.8
2014-01-08,GGE,10,0.2,86,3.66,3.2,5.6,13.5
2014-01-09,GGE,9.3,0.8,81.6,2.38,4.3,5.7,13.2
2014-01-10,GGE,5.2,0,81.6,4.18,3.1,0.3,9
2014-01-11,GGE,2.2,1.2,93.6,2.31,2.1,-1.9,6.4
2014-01-12,GGE,1,0,90.3,5.41,1.4,-2.5,6
2014-01-13,GGE,2.1,0.1,98.8,1.41,1.5,-1.2,4.4
2014-01-14,GGE,4.1,0.5,97,1.43,1.5,2.1,5.7
2014-01-15,GGE,4.1,2.9,87.2,2.47,2.8,1.9,5.5
2014-01-16,GGE,5.8,1.1,92.4,1.46,2.3,3.9,7.9
2014-01-17,GGE,6.2,0,84.3,4.81,2.9,0.9,10.2
2014-01-18,GGE,2.7,1.2,91.9,3.75,2,-0.7,6.3
2014-01-19,GGE,3.3,0,91.1,1.77,1.8,0.1,5.5
2014-01-20,GGE,3.4,0.2,95.2,1.55,1.7,1.9,4.3
2014-01-21,GGE,3.4,0.1,91,1.57,2,2.7,4.1
2014-01-22,GGE,4.1,1.2,92.9,1.59,0.9,3,5.1
2014-01-23,GGE,3.8,6.4,91.7,1.62,2.1,2.4,5.8
2014-01-24,GGE,3.5,0.3,89.6,1.64,2.5,2.4,4.6
2014-01-25,GGE,1.8,3.4,88,2.03,1.9,-0.1,3.3
2014-01-26,GGE,4.3,7.1,79.2,3.68,5.2,1.1,6.8
2014-01-27,GGE,3.9,1,84.3,4.94,3.9,2,6.7
2014-01-28,GGE,3.3,1.2,83.8,5.34,2.7,-0.4,7.3
2014-01-29,GGE,1.5,1.2,77.7,1.86,3,-0.5,2.6
2014-01-30,GGE,0.5,0,79.3,6.49,1.9,-2.4,3.6
2014-01-31,GGE,0.9,1.2,81.8,6.78,1.6,-2.3,5.4
2014-02-01,GGE,2.6,5.1,88.8,1.95,2.4,-1.8,6.4
2014-02-02,GGE,4.2,0,89.5,4.81,1.9,-0.4,8.2
2014-02-03,GGE,2.1,0,89.7,2.02,2.2,-1.6,4.8
2014-02-04,GGE,2.8,1.3,88.6,3.69,1.8,-0.1,7.1
2014-02-05,GGE,2.1,2.7,92.8,2.09,2.4,-0.5,5.7
2014-02-06,GGE,7.7,0.2,72.6,5.08,3.9,5.3,10.8
2014-02-07,GGE,8.3,0.1,64.5,4.34,5.4,3.1,12.3
2014-02-08,GGE,5.9,4.7,77.7,2.33,4.7,2.8,9.4
2014-02-09,GGE,5.2,1.3,75.6,5.51,5.7,0,8.1
2014-02-10,GGE,2.6,1.2,87.3,2.53,2.3,-1,5.9
2014-02-11,GGE,5,1.4,77.6,4.91,4.2,2.7,8.3
2014-02-12,GGE,4.9,2.9,75.9,7.14,3.5,1.6,8.5
2014-02-13,GGE,5.4,10.4,87.2,3.23,4.1,3.5,7.5
2014-02-14,GGE,5.9,0.6,75.9,5.69,4,3.2,8.6
2014-02-15,GGE,7.9,1.4,79.9,2.56,4.6,4.7,11.7
2014-02-16,GGE,6.6,3,81.4,6.61,4.8,1.8,10.1
2014-02-17,GGE,4.2,1.3,87.4,7.85,1.6,-1,10.9
2014-02-18,GGE,4.3,1.3,83.6,6.33,1.2,-0.6,9.6
2014-02-19,GGE,7.8,0,79.7,7.35,3.1,4,12.3
2014-02-20,GGE,8.2,1.5,77.2,6.16,3,3.5,12.3
2014-02-21,GGE,7.7,0,77.4,6.99,4.4,3,10.9
2014-02-22,GGE,4.8,0.6,82.7,5.74,3,1.3,8.5
2014-02-23,GGE,6.1,1.3,78.1,6.25,2.3,0.5,10.9
2014-02-24,GGE,5.4,1.3,70.8,11.61,2,-0.8,13.5
2014-02-25,GGE,7.1,0,69.5,8.5,2.5,-0.6,13.2
2014-02-26,GGE,8.1,3.3,78.2,4.13,1.7,5.2,11.4
2014-02-27,GGE,6.5,2.9,81.9,7.65,2.7,3.5,10.3
2014-02-28,GGE,6.4,0.5,81.1,6.12,2.7,3.2,9.9
2014-03-01,GGE,5.6,0,81.2,4.99,1.5,1.7,8.4
2014-03-02,GGE,4.1,0.3,81.1,8.32,1.8,-0.2,8.7
2014-03-03,GGE,4.1,0.3,83.8,4.67,2.4,-0.3,8.8
2014-03-04,GGE,5.2,0.3,75.5,11.64,1.4,-0.5,12.4
2014-03-05,GGE,5.9,0.3,74.2,10.22,1.8,0.9,11.9
2014-03-06,GGE,4.6,0.3,80.6,11.99,1.6,-0.9,11.9
2014-03-07,GGE,6.2,0.3,74.2,12.93,1.4,-1.2,14.2
2014-03-08,GGE,7.5,0.3,71.5,13.88,1.7,-0.1,15.7
2014-03-09,GGE,8.9,0.3,63.6,14.69,1.8,-0.4,18.9
2014-03-10,GGE,9,0.3,62.4,14.75,1.9,1,17
2014-03-11,GGE,10.6,0.3,52.7,14.93,2.7,2.6,18.8
2014-03-12,GGE,10.4,0.3,57.8,15.06,2.5,3.5,18.1
2014-03-13,GGE,9.3,0.3,61.9,15.28,1.3,1.3,19.2
2014-03-14,GGE,9.5,0.3,62.6,15.38,1.4,0.6,18.7
2014-03-15,GGE,9,0.2,68.7,5.04,4.6,6.3,10.9
2014-03-16,GGE,11,0,72.3,10.07,5.2,7.5,15.9
2014-03-17,GGE,10.3,0.3,75.5,7.59,2.9,5.7,15.7
2014-03-18,GGE,9.2,0.5,79.3,5.31,3.1,5.6,12
2014-03-19,GGE,11.4,0,66.1,10.32,5.2,7.5,16
2014-03-20,GGE,12.8,0.3,57.8,17.03,2.5,2.1,21.8
2014-03-21,GGE,13.6,2.3,61.3,10.91,5.5,8.3,19.2
2014-03-22,GGE,8.7,4.4,86.7,4.49,3,4.9,11.1
2014-03-23,GGE,6.3,0,74.2,8.79,2.8,2.3,10.1
2014-03-24,GGE,4.3,2.4,78.2,11.6,1.8,-0.1,9.7
2014-03-25,GGE,3.7,0,78.9,13.89,1.6,-1.9,10.5
2014-03-26,GGE,5.7,0,65.4,14.88,2,-1.3,11.7
2014-03-27,GGE,9,0.3,56.9,17.7,2.8,2.3,15.8
2014-03-28,GGE,11.1,0.3,56.3,17.49,3.1,4.3,18.1
2014-03-29,GGE,11.7,0.3,58.6,18.44,2.4,3.4,20
2014-03-30,GGE,12,0.3,62.3,16.92,1.5,3.4,21.1
2014-03-31,GGE,12,0.3,64,11.79,1.2,5.6,20.2
2014-04-01,GGE,13.7,1.2,60.5,15.56,1.3,6,22.3
2014-04-02,GGE,14.4,1.2,61.1,18.16,1.6,5.9,22.9
2014-04-03,GGE,15.3,0,61.2,9.48,1.4,7,22
2014-04-04,GGE,16.2,0.2,63.4,6.64,2.5,10.5,22.5
2014-04-05,GGE,13.3,0.1,83.6,4.48,2.1,10.2,16
2014-04-06,GGE,14.2,1.2,69.6,16.42,2.4,6.8,20.4
2014-04-07,GGE,15.6,0.1,66.1,14.99,2.2,8.2,21.8
2014-04-08,GGE,12.7,0.1,57.9,13.21,6.4,6.6,16.8
2014-04-09,GGE,9.9,0,62.5,16.01,3.3,3.7,14.9
2014-04-10,GGE,12.1,1.2,64.4,11.11,2.2,7.3,16.9
2014-04-11,GGE,13.5,0,65.8,16.19,2,6.2,19.9
2014-04-12,GGE,13.8,1.2,65.1,17.68,2.7,8.3,19.6
2014-04-13,GGE,12.2,1.2,58,16.21,2.9,6.8,17.6
2014-04-14,GGE,9.7,0.4,64.5,15.12,5.3,4.6,14.9
2014-04-15,GGE,6.7,1.2,62,6.64,3.4,2.7,10
2014-04-16,GGE,7.5,1.2,61.8,20.56,2.1,0.3,14.7
2014-04-17,GGE,9.3,0.6,51.9,22.82,1.9,0.5,17
2014-04-18,GGE,9.9,0,57,16.43,3.5,4.2,14.3
2014-04-19,GGE,10.5,0,69.1,20.03,3.9,2.5,18.2
2014-04-20,GGE,15.1,0,61.2,17.42,3.3,9.5,21.3
2014-04-21,GGE,13.3,0,66,19.13,2.4,5.9,20.3
2014-04-22,GGE,13.2,0,76.3,13.15,2,8.2,19
2014-04-23,GGE,15,0,65.7,20.06,1.8,7,22.9
2014-04-24,GGE,17.1,0,59,21.35,2.1,9.4,24.6
2014-04-25,GGE,18.1,0,60.6,21.8,2.6,11.1,25.5
2014-04-26,GGE,16.1,24.8,70.7,13.4,2.3,11.9,20.9
2014-04-27,GGE,12.6,2.4,82,9.55,2.5,9.9,15.7
2014-04-28,GGE,12.9,0.1,81.6,5.98,1.4,9.6,16
2014-04-29,GGE,13.7,1,85.4,9.24,1.9,10.9,18.3
2014-04-30,GGE,14.2,0.9,83.4,13.25,1.8,9.8,20.3
2014-05-01,GGE,13.4,5.5,87.8,10.01,2.2,11,17.7
2014-05-02,GGE,12.5,0,83.1,9.46,3.1,8.1,17.8
2014-05-03,GGE,8.7,2.1,67,16,3.4,3.5,13
2014-05-04,GGE,9.4,2.1,63.2,24.83,1.7,1.1,16.6
2014-05-05,GGE,12.1,2.1,62.3,25.57,1.6,4,19.8
2014-05-06,GGE,14.6,2.2,64.5,15.01,3.1,5.4,20
2014-05-07,GGE,14.1,0.8,73.1,15.99,4.5,11.1,17.8
2014-05-08,GGE,13.4,12.4,77.8,11.82,4.2,9.1,18.5
2014-05-09,GGE,15,2.1,72.3,15.69,5.5,10,19.1
2014-05-10,GGE,12.3,5.4,81.3,8.04,3.3,8.3,17.3
2014-05-11,GGE,11.3,5.2,74.9,17.38,5.5,7.9,15.1
2014-05-12,GGE,10.8,1.7,72.3,18.53,4.7,7.1,15.7
2014-05-13,GGE,11.3,0.4,71.4,17.06,3.5,8,16.2
2014-05-14,GGE,11.1,0,65.3,21.42,3.2,4.9,16.9
2014-05-15,GGE,10.2,2.1,69.9,13.66,3.3,5.3,14.7
2014-05-16,GGE,13.7,2.1,60.3,25.83,3.8,7.8,19.4
2014-05-17,GGE,14.2,2.1,62.2,25.94,2.7,7.9,19.9
2014-05-18,GGE,15.4,2.1,65.4,21.48,1.7,8.1,22.2
2014-05-19,GGE,17.5,2.1,64.4,26.33,2,8.9,25.6
2014-05-20,GGE,20.2,2.1,56.7,25.96,2,11.1,28.1
2014-05-21,GGE,21.1,2.1,54.8,22.99,2.1,12.1,28.7
2014-05-22,GGE,20.2,0.8,59.8,22.97,2.8,14.2,27.7
2014-05-23,GGE,15.9,5,78.8,17.74,2.2,11.6,21
2014-05-24,GGE,14.2,0,75.2,16.83,2.8,7.9,19.3
2014-05-25,GGE,16.3,4.9,60.1,25.93,1.9,6.5,23.5
2014-05-26,GGE,16.1,17.9,82.6,9.13,1.9,13.1,20.2
2014-05-27,GGE,16,0.1,82.8,10.28,3,13.9,20.1
2014-05-28,GGE,15.3,2.1,72.5,11.42,3.2,12,19.5
2014-05-29,GGE,13.6,0.4,84.2,8.55,2.3,9.6,17.5
2014-05-30,GGE,11.2,2.1,72.3,16.94,2.2,5.9,15.4
2014-05-31,GGE,14.2,2.1,63.2,24.52,1.8,4.5,21.7
2014-06-01,GGE,15.6,0.1,62.3,15.46,1.9,10.4,21.2
2014-06-02,GGE,16.7,0,61.3,24,1.9,10.4,22.5
2014-06-03,GGE,16.4,0.3,69.8,20.67,1.8,11,23
2014-06-04,GGE,15.7,2.8,80.2,17.67,2.5,9.5,22.3
2014-06-05,GGE,14.6,1.2,61.7,23.37,3.9,7.8,20.4
2014-06-06,GGE,18,1.2,59.1,28.47,1.7,6.8,27.4
2014-06-07,GGE,22.4,1.2,58.6,25.28,1.9,11.8,31
2014-06-08,GGE,25.1,1.2,56.2,28.73,2.1,15.6,33.8
2014-06-09,GGE,26.2,11.7,58.8,28.16,1.9,17.1,35
2014-06-10,GGE,24.9,0,63.7,18.77,2.5,18.7,32.5
2014-06-11,GGE,22,1.1,71.2,22,3.2,18.2,26.7
2014-06-12,GGE,21,1.2,62,22.98,3,15.8,26.2
2014-06-13,GGE,19.2,1.2,56.3,27.95,2.9,12.6,25.4
2014-06-14,GGE,15.9,1.2,63.1,15.72,2.8,11.3,19.9
2014-06-15,GGE,16.8,1.2,60.1,25.65,3,10.3,22.9
2014-06-16,GGE,16.8,1.2,62.5,22.25,3.6,10.9,22.3
2014-06-17,GGE,17,1.2,62,15.86,3,12.7,22.2
2014-06-18,GGE,19,1.2,57.6,26.93,3.1,11.5,25.8
2014-06-19,GGE,16.9,0,65.4,24.65,3.4,11.4,22.1
2014-06-20,GGE,15.6,0,65.3,13.06,3.6,12,19.8
2014-06-21,GGE,16.2,1.2,59.4,22.07,2.3,9.9,21.9
2014-06-22,GGE,16.8,1.2,58.6,26.07,2.5,7.8,24.2
2014-06-23,GGE,17,1.2,57.9,26.23,2.6,9.2,23.2
2014-06-24,GGE,17.9,0,58.9,24.43,2.1,10,25.2
2014-06-25,GGE,15.5,0.1,61.6,21.01,3.2,10.1,21.1
2014-06-26,GGE,15.4,1.2,60.6,23.98,1.8,7.5,22.6
2014-06-27,GGE,18.4,6.8,58.8,18.96,2.2,8.4,27.2
2014-06-28,GGE,17.7,11.4,83.1,10.02,2.2,13,21.2
2014-06-29,GGE,15.9,2.2,83.8,10.96,2.7,13.1,19.7
2014-06-30,GGE,16.4,0,66.8,18.89,3.1,11.5,21.9
2014-07-01,GGE,16.5,4.4,60,23.33,1.8,8.4,23.3
2014-07-02,GGE,18.1,4.4,53.2,28.38,2.3,10.5,25
2014-07-03,GGE,20.6,4.4,53.4,28.89,2.4,10.3,29.4
2014-07-04,GGE,22.5,0,52.8,23.33,1.9,13.1,30.1
2014-07-05,GGE,20.2,0.7,77.2,10.06,3.9,18,24.2
2014-07-06,GGE,23.4,4.7,65.8,23.55,3.1,16.8,30.7
2014-07-07,GGE,19.8,12.4,68.9,15.44,2.8,16.3,24.3
2014-07-08,GGE,15.9,18,92.5,6.39,3.5,12.9,17.7
2014-07-09,GGE,13,12.8,93.7,6.23,4.1,11.8,14.2
2014-07-10,GGE,16.4,6,86,14.34,1.9,12.6,23.1
2014-07-11,GGE,18.9,1.5,83.5,18.46,2,13.4,25.9
2014-07-12,GGE,19.5,4,81.4,15.35,2.7,16.2,24.6
2014-07-13,GGE,18.3,7.2,85.3,11.69,3.3,15.7,22.8
2014-07-14,GGE,20.4,0,70.5,22.8,3.2,16,26.2
2014-07-15,GGE,20.9,0,66.4,25,2.2,14.6,27.2
2014-07-16,GGE,21.5,4.4,64.8,20.11,1.4,15.9,28.1
2014-07-17,GGE,22.7,4.4,61.8,27.91,1.4,14.4,30.2
2014-07-18,GGE,24.9,4.4,55.7,27.92,2,15.3,33.1
2014-07-19,GGE,25.8,0,54.3,25.89,2.3,16.5,33.9
2014-07-20,GGE,23.2,4.4,70.1,10.34,2.3,18.8,29.7
2014-07-21,GGE,20.6,4,86.9,9.77,2.1,18.2,24.4
2014-07-22,GGE,23.7,0,69.2,21.23,3.7,19.4,29
2014-07-23,GGE,23.9,0.1,59.2,23.71,3,18.3,29.6
2014-07-24,GGE,21.3,0.8,62.7,21.8,3,16.4,27.7
2014-07-25,GGE,19.9,0,73.8,21.49,2,15.1,26.4
2014-07-26,GGE,21,4.4,73,22.18,1.8,14.7,27.2
2014-07-27,GGE,22.8,0,67.8,22.96,2,16.8,28.7
2014-07-28,GGE,21.8,14.1,76.7,17.92,1.9,16.7,29.2
2014-07-29,GGE,20.5,31,88.9,11.73,1.9,18.1,25.9
2014-07-30,GGE,20.2,0.3,82.2,8.76,2.5,17.7,23.1
2014-07-31,GGE,20.6,4.4,68.4,23.54,1.5,15.4,26.4
2014-08-01,GGE,21,3.5,66.5,22.93,1.8,14.5,28
2014-08-02,GGE,21,0.1,73.4,17.57,1.9,14.5,26.8
2014-08-03,GGE,21,0,76.8,15.4,2.2,17.4,25.9
2014-08-04,GGE,19.6,0,79.2,17.99,2.3,15.1,26.2
2014-08-05,GGE,18.6,0,75.4,15.59,1.9,14,23.8
2014-08-06,GGE,19.2,0.6,69.5,19.99,1.9,12.4,25.6
2014-08-07,GGE,19.9,0,72.8,18.62,1.7,15.1,26
2014-08-08,GGE,21.1,0,71.5,19.11,1.9,14,27.8
2014-08-09,GGE,21.1,4.3,66.3,19.41,4,15.5,25.4
2014-08-10,GGE,19.7,9,85.5,12.32,2.4,15.3,25.5
2014-08-11,GGE,18.2,0,67,20.09,4,13.5,23.2
2014-08-12,GGE,18.1,0,62.4,20.42,3.8,13.1,23.5
2014-08-13,GGE,16,19.2,84.2,10.13,1.8,12.9,19.8
2014-08-14,GGE,16.2,5.3,81.4,17.08,3.3,12.9,21.1
2014-08-15,GGE,14.5,3.6,89.9,9.01,2.4,12.8,17.6
2014-08-16,GGE,15.8,0.5,80.5,14.13,3,13,19.9
2014-08-17,GGE,17,0,70.8,13.51,4.6,13.5,21
2014-08-18,GGE,15.4,5.4,76.5,12.04,4.3,12,18.5
2014-08-19,GGE,14.6,0.1,76.7,15.8,3.4,9.3,21.3
2014-08-20,GGE,13.8,0,69.3,18.21,1.8,7.6,19.4
2014-08-21,GGE,13.9,3.5,69,19.92,2.1,8,20.4
2014-08-22,GGE,14.6,0,65.5,14.46,2.6,6.8,21
2014-08-23,GGE,14.4,0.5,76.3,9.56,3,10.7,18.7
2014-08-24,GGE,13.1,0.5,76.3,16.14,2.4,8.5,18.8
2014-08-25,GGE,13.5,17.9,84.1,7.25,2.1,8.7,19.2
2014-08-26,GGE,15.3,26.7,91.7,6.95,2.5,12.3,20.1
2014-08-27,GGE,15.6,0,79.6,15.96,1.8,11.1,21.4
2014-08-28,GGE,17.1,3.5,79.8,15.69,1.8,9.9,24.1
2014-08-29,GGE,19.5,0,75.6,14.64,2.2,15.2,25
2014-08-30,GGE,18.2,7.7,76,13.32,2.5,13.4,22.9
2014-08-31,GGE,15.6,0.2,85.2,9.37,2.4,11.9,19.6
2014-09-01,GGE,14.9,0,81.2,10.84,2,10.2,19.2
2014-09-02,GGE,16,0,80.4,10.89,1.9,11.1,20.5
2014-09-03,GGE,15.6,1,80.7,10.62,2.9,11.9,18.3
2014-09-04,GGE,17.6,0,80.8,5,2.3,15,20.6
2014-09-05,GGE,19.5,0,82.1,15.13,1.3,15.1,25.5
2014-09-06,GGE,19.3,0.1,81.3,15.82,1.3,13.7,27
2014-09-07,GGE,19.2,1,80.2,14.34,1.6,15.4,24.6
2014-09-08,GGE,18.7,1,75.8,15.38,2,14.3,24.6
2014-09-09,GGE,16.5,1,72.5,17.46,2.3,11.5,22.2
2014-09-10,GGE,14.1,0,76.2,7.43,2.5,9.3,18.8
2014-09-11,GGE,13.4,1,83.4,9.59,2.2,8.7,18.4
2014-09-12,GGE,14.2,1.4,87.4,4.06,3.4,11.1,17
2014-09-13,GGE,16.8,1,85.2,4.56,3.2,15.4,19.2
2014-09-14,GGE,17.1,0,83.3,10.35,2.3,12.6,21.9
2014-09-15,GGE,17.1,0,85,5.45,1.6,13.3,21.1
2014-09-16,GGE,17.6,1,80.9,15.79,1.7,12.3,24.2
2014-09-17,GGE,17.8,1,79.9,16.2,1.9,11.4,25.2
2014-09-18,GGE,19.1,0,82.1,9.88,1.6,14.1,24.8
2014-09-19,GGE,19.3,0,84.1,10.5,1.8,15.1,24.5
2014-09-20,GGE,18.1,11.4,89.5,9.43,1.8,14.6,24
2014-09-21,GGE,15.6,5,91.2,5.1,2.5,11.1,19
2014-09-22,GGE,11.5,3.1,81.9,9.81,3.4,6.9,15.7
2014-09-23,GGE,10.1,1,80.6,14.24,1.5,5.4,16
2014-09-24,GGE,11,0,82.7,9.29,1.9,5.4,15.8
2014-09-25,GGE,13.8,1,77.6,8.52,2.7,10.3,18.3
2014-09-26,GGE,15.5,0,77.2,10.56,2.4,11.5,19.8
2014-09-27,GGE,16.1,0,82.9,11.44,1.4,11,22
2014-09-28,GGE,15.2,1,86,13.92,1.5,9.1,22.1
2014-09-29,GGE,17.2,0,83.4,9.69,1.5,10.6,24.3
2014-09-30,GGE,17.7,0,83.7,6.66,1.5,14,21.2
2014-10-01,GGE,16.1,0,87.7,9.63,1.1,11.8,22.2
2014-10-02,GGE,15.3,1.7,83,12.92,1.2,10.4,22.5
2014-10-03,GGE,14.7,1.7,83,13.27,1.6,9.7,22
2014-10-04,GGE,13.7,1.7,81.5,13.13,2.1,8.4,20.8
2014-10-05,GGE,11.7,0,88.2,5.52,1.8,8.5,15
2014-10-06,GGE,12.9,4.3,87.5,6.06,2.1,9.1,17.9
2014-10-07,GGE,14,3.5,89.9,3.67,3.9,10.6,17.1
2014-10-08,GGE,14.3,6.2,93.7,3.15,2,10.6,17.6
2014-10-09,GGE,16.6,5.1,91.9,3.33,2.5,13.1,19.5
2014-10-10,GGE,15.3,7,92.2,5.45,1.5,12.3,19
2014-10-11,GGE,15.3,1.7,94,6.03,1.5,11.4,18.6
2014-10-12,GGE,12.6,2.2,94.5,6.12,1.8,7.8,16.7
2014-10-13,GGE,14.9,1.9,93.4,5.26,2,11.2,18.3
2014-10-14,GGE,14.1,0.3,92.3,7.46,1.5,10.2,19.5
2014-10-15,GGE,14.2,2.7,86.7,7.37,1.3,10.9,18.8
2014-10-16,GGE,15.2,4.6,89.9,4.93,2.9,12.8,18.7
2014-10-17,GGE,14.3,0.1,91.2,5.7,2.3,9.7,17.9
2014-10-18,GGE,13,0,92.3,9.27,1.3,8.7,19.7
2014-10-19,GGE,15.8,0,88.3,9.07,2.3,9.3,22.6
2014-10-20,GGE,16,0,79.5,4.89,3,9.8,19.6
2014-10-21,GGE,11.1,9.4,84.5,4.78,4.6,7.7,15.3
2014-10-22,GGE,8.6,0.9,79.2,3.42,5.9,6.5,10.6
2014-10-23,GGE,9.5,0,84.3,5.68,2.5,5,13.3
2014-10-24,GGE,8.1,0.1,90.9,7.86,1.3,3.3,13.8
2014-10-25,GGE,10.9,0.3,90.8,2.5,1.3,8.6,13.5
2014-10-26,GGE,12.4,0,91.1,5.21,1.2,8.4,16.1
2014-10-27,GGE,8.6,1.7,91.9,4.88,1.9,5.1,12
2014-10-28,GGE,7.1,1.7,85,2.13,1.9,5.3,8.1
2014-10-29,GGE,8.7,4,86.5,4.9,1.4,6.8,11.7
2014-10-30,GGE,11,0,95.3,2.06,1.2,8.8,13.5
2014-10-31,GGE,11.1,0,95.1,3.42,1.2,7.7,15.2
2014-11-01,GGE,9.6,0,99.4,3,1.2,6.7,11.5
2014-11-02,GGE,10.3,0.1,98.2,3.36,1.5,7.9,13.8
2014-11-03,GGE,13.3,4,87.3,2.27,3.5,11,15.3
2014-11-04,GGE,12.4,4,86.1,2.55,2.5,9.4,14.9
2014-11-05,GGE,9.3,0.7,92.6,1.83,2.6,7.9,10.6
2014-11-06,GGE,6.7,0,90.5,4.87,2.3,1.8,10.2
2014-11-07,GGE,5.7,0.1,92.3,1.97,2.3,1,9
2014-11-08,GGE,8.6,1.5,86.7,5.22,2.6,4.5,13.4
2014-11-09,GGE,6.6,0.1,92.4,4.55,1.6,2.7,10.3
2014-11-10,GGE,8.2,0,95,1.69,1.6,6.1,10.6
2014-11-11,GGE,7.5,1.5,93.6,2.03,2.2,4.6,9.6
2014-11-12,GGE,8.6,5,95.2,1.63,1.5,7.4,9.8
2014-11-13,GGE,9.9,0,94.7,1.78,1.3,8.7,11.7
2014-11-14,GGE,9.8,0,87.4,2.14,2.1,7.2,12.3
2014-11-15,GGE,9.5,21.3,91.2,2.34,1.8,7.4,12.1
2014-11-16,GGE,9.1,4.5,95.4,2.51,2.7,8.3,10.7
2014-11-17,GGE,8.8,0.6,90.2,3.08,1.9,7.3,11.4
2014-11-18,GGE,8.3,6.3,93.1,1.49,1.9,7.4,9.5
2014-11-19,GGE,7.8,0,93.6,1.93,1.5,5,9.6
2014-11-20,GGE,6.3,1.5,91.3,2.18,1.9,3.5,8.5
2014-11-21,GGE,4.3,1.5,89.4,5.24,2,1,9.4
2014-11-22,GGE,4.9,1.5,91.6,4.07,1.7,1.5,8.7
2014-11-23,GGE,5.1,0,95.5,3.39,1.6,2.9,8.4
2014-11-24,GGE,6.2,0,94.1,1.43,1.4,1.7,9.7
2014-11-25,GGE,3.6,1.5,91.3,4.79,2.4,0,6.6
2014-11-26,GGE,4.3,0.1,83.4,1.33,2.8,2.6,5.5
2014-11-27,GGE,5.1,0,84.4,1.87,2.5,2.7,6.6
2014-11-28,GGE,4,1.5,88.4,1.37,2.9,1.5,5.1
2014-11-29,GGE,3.7,1.5,85.3,1.28,2.8,3.4,4.1
2014-11-30,GGE,3.4,1.5,89.4,1.27,2.2,3,3.9
2014-12-01,GGE,3.1,0,84.9,1.25,3.8,1.2,4.7
2014-12-02,GGE,1.1,0.2,87.9,1.24,3.2,0.3,1.9
2014-12-03,GGE,1,0,87.2,1.23,3.3,0.1,2.2
2014-12-04,GGE,1.9,0,90.7,1.22,2.1,1,2.8
2014-12-05,GGE,3.4,0,91.2,1.2,1.3,2.5,4.4
2014-12-06,GGE,4.2,1.9,91,1.26,1.2,2.4,5.5
2014-12-07,GGE,3.5,4,90.7,2.52,2.6,0.9,6.1
2014-12-08,GGE,2.8,0,90.2,3.75,2.4,-1.2,6.2
2014-12-09,GGE,1.6,0,92.1,2.65,1.7,-0.9,3.9
2014-12-10,GGE,2.4,2.5,91.4,1.16,4.7,0.2,4.4
2014-12-11,GGE,5.6,5.5,89.7,1.15,5.3,3.9,7.1
2014-12-12,GGE,8.6,7.7,77.4,1.15,7.8,6.3,10.9
2014-12-13,GGE,6.1,9,94,1.14,2.3,3.5,9.5
2014-12-14,GGE,4.1,1,94.8,1.13,1.4,3.2,5
2014-12-15,GGE,5.4,2.3,89.5,2.48,2.5,2.8,7.2
2014-12-16,GGE,5.6,0.3,94.1,1.13,2.6,1.6,7.8
2014-12-17,GGE,4.2,4.8,93.5,1.12,3.9,1.1,7.5
2014-12-18,GGE,10.2,1.5,92.2,1.12,4.9,7.3,13.8
2014-12-19,GGE,10.3,7.2,82.7,1.12,6.6,5,12.1
2014-12-20,GGE,5.3,0.7,81.6,1.66,5.5,2.8,7.2
2014-12-21,GGE,5.7,0,83.5,1.84,4.9,3.5,7.4
2014-12-22,GGE,7.7,1.9,80.9,1.18,7.3,6.9,8.5
2014-12-23,GGE,8.4,1.9,84.5,1.12,5.8,6.3,9.6
2014-12-24,GGE,7.3,2,81.8,1.73,6.3,4.9,9
2014-12-25,GGE,4.9,0.7,80,2.59,4.2,2.2,7
2014-12-26,GGE,2.1,0.2,90.6,2.7,2.3,-0.1,5.1
2014-12-27,GGE,0.1,6.1,96.2,1.13,3.9,-1.8,1.7
2014-12-28,GGE,-3.6,0,76.8,4.37,4.3,-7.2,-1.6
2014-12-29,GGE,-2,0.3,88.2,1.56,2.9,-7.2,1.6
2014-12-30,GGE,0.8,0.1,90.2,1.63,2.7,-2.6,3.4
2014-12-31,GGE,1.9,0.1,92.9,1.15,2.1,1,3.1
2015-01-01,GGE,2.2,0.8,96,1.64,2.2,1.1,3.6
2015-01-02,GGE,2.3,5.6,92.1,1.26,5,0.2,4.4
2015-01-03,GGE,1.5,11.5,95.7,1.27,2.7,0.2,3.5
2015-01-04,GGE,2.9,0.1,86.6,2.32,3.5,0.8,4.8
2015-01-05,GGE,0.7,2.3,89.4,5.03,1.9,-3.6,4.7
2015-01-06,GGE,-2.4,0.2,99,1.33,1.4,-4.6,-0.5
